timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield
9232000,9232000,904000,47.3977508,8.5456073,-0.0025693993,0.0067511606,0.01226387,-0.00014175766,0.007439493,0.0,-0.0026011528,0.00084567774,-0.00090692245,-0.0019255985,-0.011515036,0.008892436,0.039197564,-0.020011982,-0.024505453,-0.028715467,1.620516,-0.00060892105,488.11032,0.100235015,0.42641333,0.29270253,0.013659427,0.009663187,inf,inf,inf,inf,1,1,1,1,2,0,2,1,2,0,1,1,1,0
9736000,9736000,904000,47.3977508,8.5456073,-0.0034743922,0.0072511244,0.011052919,-0.00014175766,0.007439493,0.0,-0.0023591442,0.00016537853,-0.0012294869,-0.0028630085,-0.011515036,0.008892436,0.039197564,-0.0033377,0.01422892,0.02012681,1.6179888,-0.00060892105,488.11032,0.10008538,0.40826607,0.2839092,0.019853218,0.014063333,inf,inf,inf,inf,1,1,1,1,2,0,2,1,2,0,1,1,1,0
10232000,10232000,904000,47.3977508,8.5456073,-0.0027534058,0.0077057676,0.0110130785,-0.00014175766,0.007439493,0.0,-0.0018595537,0.0025408117,-0.0020572925,-0.0028147656,-0.011515036,0.008892436,0.039197564,0.009563241,0.0076309657,-0.030841677,1.61776,-0.00060892105,488.11032,0.100868575,0.39224955,0.27672043,0.009968552,0.0070636244,inf,inf,inf,inf,1,1,1,1,2,0,2,1,2,0,1,1,1,0
10736000,10736000,904000,47.3977508,8.5456073,-0.0024083322,0.00728774,0.010026643,-0.00014175766,0.007439493,0.0,0.0011039223,0.00012244722,3.380282e-05,-0.00091642654,-0.011515036,0.008892436,0.039197564,0.007151407,0.010180039,0.009596347,1.6155728,-0.00060892105,488.11032,0.10067133,0.36516786,0.26925445,0.017140942,0.012196607,inf,inf,inf,inf,1,1,1,1,2,0,2,1,2,0,1,1,1,0
11232000,11232000,904000,47.3977508,8.5456073,-0.0018601604,0.006944713,0.011519464,-0.00014175766,0.007439493,0.0,0.00070082326,0.0020468018,-0.0011299322,-0.00033116865,-0.011515036,0.008892436,0.039197564,0.009210256,0.020237783,0.013371929,1.6141889,-0.00060892105,488.11032,0.1012159,0.3535751,0.263101,0.004216873,0.002983389,inf,inf,inf,inf,1,1,1,1,2,0,2,1,2,0,1,1,1,0
11736000,11736000,904000,47.3977508,8.5456073,-0.0023477778,0.0064872615,0.011763478,-0.00014175766,0.007439493,0.0,-0.00161291,1.0756716e-05,0.00032501476,0.0013997343,-0.011515036,0.008892436,0.039197564,-0.021927377,0.041839447,0.05149096,1.6134281,-0.00060892105,488.11032,0.100593135,0.34302205,0.2573519,0.014214861,0.0101178605,inf,inf,inf,inf,1,1,1,1,2,0,2,1,2,0,1,1,1,0
12240000,12240000,904000,47.3977508,8.5456073,-0.0022216148,0.00639311,0.011679114,-0.00014175766,0.007439493,0.0,-0.00019393858,0.001873554,0.0014545694,0.0012943118,-0.011515036,0.008892436,0.039197564,0.052038506,-0.0002742308,0.0059073786,1.6124972,-0.00060892105,488.11032,0.1,0.33336598,0.251317,0.020147009,0.014418039,inf,inf,inf,inf,1,1,1,1,2,0,2,1,2,0,1,1,1,0
12736000,12736000,904000,47.3977508,8.5456073,-0.0014688203,0.0063726585,0.011450431,-0.00014175766,0.007439493,0.0,0.0025332216,-0.00025492645,0.003527192,0.0024256937,-0.011515036,0.008892436,0.039197564,0.023467407,-0.009199807,0.019058583,1.6107237,-0.00060892105,488.11032,0.1,0.31662905,0.24656074,0.044359285,0.03197044,inf,inf,inf,inf,1,1,1,1,2,0,2,1,2,0,1,1,1,0
13232000,13232000,904000,47.3977508,8.5456073,0.00069756416,0.0067635733,0.012731698,-0.00014175766,0.007439493,0.0,0.006366323,-5.5256896e-05,0.008633235,0.006979433,-0.011515036,0.008892436,0.039197564,0.013311858,-0.016059319,0.019517725,1.6101483,-0.00060892105,488.11032,0.1,0.31102988,0.24325444,0.066059075,0.046922192,inf,inf,inf,inf,1,1,1,1,2,0,2,1,2,0,1,1,1,0
13736000,13736000,904000,47.3977508,8.5456073,0.004130027,0.0064006466,0.016696958,-0.00014175766,0.007439493,0.0,0.010334456,-0.00076191226,0.013734226,0.011452389,-0.011515036,0.008892436,0.039197564,0.051435117,0.011710552,0.007236376,1.6097658,-0.00060892105,488.11032,0.1,0.3097924,0.24221227,0.088199794,0.06122213,inf,inf,inf,inf,1,1,1,1,2,0,2,1,2,0,1,1,1,0
14240000,14240000,904000,47.3977508,8.5456073,0.008445579,0.005468712,0.020823222,-0.00014175766,0.007439493,0.0,0.0062121605,-0.0034669265,-0.0129018165,-0.01536738,-0.011515036,0.008892436,0.039197564,-0.046771817,-0.00096592697,-0.24246423,1.610374,-0.00060892105,488.11032,0.100001216,0.31542003,0.24612251,0.110551596,0.074839674,inf,inf,inf,inf,1,1,1,1,2,0,2,1,2,0,1,1,1,0
14736000,14736000,904000,47.3977508,8.5456073,-0.010951661,-0.010225264,-0.013213408,-0.00014175766,0.007439493,0.0,-0.11555775,-0.110577956,-0.13434768,-0.13657477,-0.011515036,0.008892436,0.039197564,-0.27839133,-0.27523106,-0.4093209,1.6196349,-0.00060892105,488.11032,0.13403785,0.3182465,0.25391817,0.12618986,0.08586555,inf,inf,inf,inf,1,1,1,1,2,0,2,1,2,0,1,1,1,0
15232000,15232000,904000,47.3977508,8.5456073,-0.080498055,-0.07127582,-0.13556945,-0.00014175766,0.007439493,0.0,-0.12012581,-0.11184544,-0.34695625,-0.3499696,-0.011515036,0.008892436,0.039197564,0.15981647,0.16303654,-0.35234818,1.6177589,-0.00060892105,488.11032,0.2563939,0.337327,0.2682884,0.14479648,0.097007185,inf,inf,inf,inf,1,1,1,1,2,0,2,1,2,0,1,1,1,0
15736000,15736000,904000,47.3977508,8.5456073,-0.13213488,-0.10902499,-0.35982555,-0.00014175766,0.007439493,0.0,-0.032508634,-0.0317574,-0.5217253,-0.5261433,-0.011515036,0.008892436,0.039197564,0.21215454,0.17113814,-0.33547822,1.6159682,-0.00060892105,488.11032,0.48065,0.3634607,0.28737217,0.1612585,0.10706,inf,inf,inf,inf,1,1,1,1,2,0,2,1,2,0,1,1,1,0
16240000,16240000,904000,47.3977508,8.5456073,-0.13792421,-0.10883993,-0.6639439,-0.00014175766,0.007439493,0.0,0.055313285,0.04527269,-0.654742,-0.66208243,-0.011515036,0.008892436,0.039197564,0.1484706,0.15809551,-0.20033772,1.6142086,-0.00060892105,488.11032,0.78476834,0.39391366,0.31134316,0.17506617,0.11584425,inf,inf,inf,inf,1,1,1,1,2,0,2,1,2,0,1,1,1,0
16736000,16736000,904000,47.3977508,8.5456073,-0.11527354,-0.08040558,-1.0199984,-0.00014175766,0.007439493,0.0,0.1014198,0.08694417,-0.7531961,-0.76185054,-0.011515036,0.008892436,0.039197564,0.05531401,0.050164655,-0.22494978,1.6140563,-0.00060892105,488.11032,1.1408229,0.39090106,0.3306558,0.16714793,0.118677214,inf,inf,inf,inf,1,1,1,1,2,0,2,1,2,0,1,1,1,0
17240000,17240000,904000,47.3977508,8.5456073,-0.08080404,-0.044910017,-1.4216338,-0.00014175766,0.007439493,0.0,0.11246711,0.09198548,-0.83641547,-0.8421142,-0.011515036,0.008892436,0.039197564,0.018937381,-0.0017974088,-0.14475639,1.613283,-0.00060892105,488.11032,1.5424583,0.41662827,0.35416397,0.1741385,0.12378803,inf,inf,inf,inf,1,1,1,1,2,0,2,1,2,0,1,1,0,0
17736000,17736000,904000,47.3977508,8.5456073,-0.04571737,-0.010972976,-1.8612448,-0.00014175766,0.007439493,0.0,0.102290615,0.07797081,-0.8967233,-0.90755385,-0.011515036,0.008892436,0.039197564,0.035971213,-0.033247225,-0.08893757,1.6084434,-0.0017392042,488.11032,1.9820693,0.4401427,0.37774333,0.17085879,0.12775868,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,0,0
18232000,18232000,904000,47.3977508,8.5456073,-0.005690783,0.02033211,-2.3312552,-0.00014175766,0.007439493,0.0,0.0870071,0.061428927,-0.9405649,-0.95812744,-0.011515036,0.008892436,0.039197564,-0.005731082,-0.005509151,-0.08140317,1.6093901,-0.0017392042,488.11032,2.4520795,0.46002862,0.39966595,0.19166481,0.13066798,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,0,0
18736000,18736000,904000,47.3977508,8.5456073,0.027402729,0.050956085,-2.8400078,-0.00014175766,0.007439493,0.0,0.060565144,0.038148075,-0.9652781,-0.99629396,-0.011515036,0.008892436,0.039197564,-0.08327206,-0.06696391,-0.06584729,1.610926,-0.0017392042,488.11032,2.960832,0.43922633,0.40630886,0.19907776,0.12700202,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0,0
19232000,19232000,904000,47.3977508,8.5456073,0.052639663,0.07633732,-3.3439765,-0.00014175766,0.007439493,0.0,0.037853736,0.018620579,-0.9903884,-1.023481,-0.011515036,0.008892436,0.039197564,-0.019659214,-0.06482006,-0.05125161,1.6098512,-0.0017392042,488.11032,3.4648008,0.45364457,0.42276976,0.22370483,0.12844397,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0,0
19736000,19736000,904000,47.3977508,8.5456073,0.06345812,0.09638023,-3.8765914,-0.00014175766,0.007439493,0.0,0.009026398,0.0015699385,-1.0082812,-1.050702,-0.011515036,0.008892436,0.039197564,-0.022146203,-0.06759088,0.04129484,1.6099674,-0.0017392042,488.11032,3.9974158,0.46992043,0.43452576,0.24114464,0.12907849,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0,0
20232000,20232000,904000,47.3977508,8.5456073,0.056517936,0.099676326,-4.398626,-0.00014175766,0.007439493,0.0,-0.0070725116,-0.022055596,-1.0202334,-1.0600624,-0.011515036,0.008892436,0.039197564,-0.0012762028,-0.044420723,-0.0391677,1.6100315,-0.0017392042,488.11032,4.51945,0.48652455,0.44667557,0.25015646,0.13001266,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0,0
20736000,20736000,904000,47.3977508,8.5456073,0.050302975,0.09473339,-4.941507,-0.00014175766,0.007439493,0.0,-0.008702932,-0.031028897,-1.0348788,-1.076947,-0.011515036,0.008892436,0.039197564,0.01741384,-0.020829596,-0.0044237818,1.6090686,-0.0017392042,488.11032,5.062331,0.45563942,0.44271153,0.21556114,0.12527679,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0,0
21232000,21232000,904000,47.3977508,8.5456073,0.0387381,0.09542448,-5.474579,-0.00014175766,0.007439493,0.0,-0.009443804,-0.033037882,-1.029022,-1.0675844,-0.011515036,0.008892436,0.039197564,-0.017022058,-0.007774484,0.62092763,1.6094885,-0.0017392042,488.11032,5.595403,0.46894625,0.4514316,0.21718156,0.12632647,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0,0
