timestamp,timestamp_sample,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
8824000,8744000,0.00016950717,0.0027957046,0.00073055236,67109399,0,0.44722375,0.30013913,0.0032728359,0.008261043,0.0018533062,0.0037563406,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,895,2,1,2,0,2,0,0,0,0,0,0,0
8832000,8752000,0.00016289605,0.0027553134,0.0007322774,67109399,0,0.4472239,0.30013925,0.0032728359,0.008261043,0.0018533062,0.0037563406,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,895,2,1,2,0,2,0,0,0,0,0,0,0
9016000,8936000,0.0010938486,0.0019313581,0.0007792598,67109399,0,0.44722527,0.29688326,0.046926025,0.008261043,0.0018533062,2.9538804e-05,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,895,2,1,2,0,2,0,0,0,0,0,0,0
9216000,9136000,0.0001264233,0.0015322422,0.00074174994,67109399,0,0.42641312,0.2937313,0.010553293,0.008743427,0.00042988692,0.00047960787,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,895,2,1,2,0,2,0,0,0,0,0,0,0
9416000,9336000,0.0011657596,0.0034550615,0.0007923637,67109399,0,0.42641482,0.28968042,0.0032224995,0.008743427,0.00042988692,0.00012512725,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,895,2,1,2,0,2,0,0,0,0,0,0,0
9624000,9544000,0.00022045316,0.0037571292,0.0014757644,67109399,0,0.40826172,0.28675035,0.018995728,0.005125646,0.00043794283,0.0017293091,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,895,2,1,2,0,2,0,0,0,0,0,0,0
9824000,9744000,0.00023550725,0.0022624664,0.0011653376,67109399,0,0.40826356,0.28297797,0.010258023,0.005125646,0.00043794283,0.0017068658,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,895,2,1,2,0,2,0,0,0,0,0,0,0
10016000,9936000,0.00058662693,0.0018078632,0.001488861,67109399,0,0.3922475,0.28024474,0.027363598,0.014130101,0.00038573827,0.00061534485,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,895,2,1,2,0,2,0,0,0,0,0,0,0
10216000,10136000,0.0005519631,0.0032388896,0.0011806126,67109399,0,0.3922495,0.27672037,0.003159834,0.014130101,0.00038573827,0.0020582688,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,895,2,1,2,0,2,0,0,0,0,0,0,0
10416000,10336000,0.0002745989,0.0023188945,0.00071363675,67109399,0,0.37798178,0.27416304,0.010798985,0.0063108294,0.0017717424,0.002823329,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,895,2,1,2,0,2,0,0,0,0,0,0,0
