timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,accel_calibration_count,gyro_calibration_count
9060000,-0.0025060398,-0.0091593675,0.0025435286,4000,0,-0.20240304,0.17869963,-9.912515,4000,0,0,0
9064000,0.0012718126,-0.004755866,-0.00015562882,4000,0,-0.21382244,0.18503788,-9.923754,4000,0,0,0
9072000,-0.00024485367,-0.005443846,0.003325141,4000,0,-0.17664486,0.16765931,-9.968486,4000,0,0,0
9076000,-0.0012083974,-0.002647008,0.0046401694,4000,0,-0.20889089,0.1955382,-9.954538,4000,0,0,0
9080000,-0.0036347923,-0.0023950126,0.0047001042,4000,0,-0.20160101,0.17587842,-9.933621,4000,0,0,0
9084000,-0.00038661255,-0.007705571,0.0024984686,4000,0,-0.1675173,0.17225416,-9.912602,4000,0,0,0
9088000,0.0036371138,-0.009470086,-0.0008640767,4000,0,-0.18263173,0.16780972,-9.916326,4000,0,0,0
9092000,0.0019612066,-0.006163461,-0.00061189523,4000,0,-0.14999086,0.16618098,-9.911212,4000,0,0,0
9096000,2.0117503e-05,-0.0072000627,-0.0008249584,4000,0,-0.18168736,0.20359562,-9.88538,4000,0,0,0
9100000,-0.0014320955,-0.0058973837,-0.0009786987,4000,0,-0.22351027,0.19274937,-9.896006,4000,0,0,0
9108000,-0.00034188546,-0.007977456,-0.00093231787,4000,0,-0.19611752,0.20066214,-9.9250145,4000,0,0,0
9112000,-0.00040575926,-0.0072246054,-0.0012283629,4000,0,-0.19641349,0.18096776,-9.929322,4000,0,0,0
9116000,0.000776757,-0.0066667404,-0.0033401225,4000,0,-0.21882138,0.16260429,-9.907076,4000,0,0,0
9124000,-0.0025837857,-0.0024015259,-0.004336209,4000,0,-0.1888062,0.15542649,-9.903069,4000,0,0,0
9128000,0.0022562689,-0.0021330246,-0.0012685303,4000,0,-0.16740528,0.16154745,-9.91507,4000,0,0,0
9132000,-0.0011408913,-0.0037882226,-0.002106003,4000,0,-0.14497122,0.19398186,-9.909173,4000,0,0,0
9136000,-0.0027751673,-0.006649015,-0.000989231,4000,0,-0.1580751,0.21080182,-9.935785,4000,0,0,0
9140000,-0.00021466674,-0.008406359,-0.00060579006,4000,0,-0.18540844,0.19906572,-9.9497795,4000,0,0,0
9144000,-0.0015423787,-0.009796869,-0.0021648481,4000,0,-0.18975145,0.21956274,-9.938523,4000,0,0,0
9148000,-0.0030794144,-0.009698939,-0.0004841591,4000,0,-0.18788011,0.23252529,-9.941092,4000,0,0,0
9152000,-0.0017356275,-0.0060380013,4.330147e-05,4000,0,-0.17154223,0.20069596,-9.940659,4000,0,0,0
9156000,-0.00052401255,-0.006506129,-0.0016454182,4000,0,-0.17377797,0.16771743,-9.948402,4000,0,0,0
9164000,0.00043239375,-0.008895798,0.0021672233,4000,0,-0.20142783,0.20848177,-9.910058,4000,0,0,0
9168000,-0.0007043117,-0.007807261,0.0063142623,4000,0,-0.22583598,0.17412077,-9.904735,4000,0,0,0
9172000,-0.0026710734,-0.0054859202,0.0029447142,4000,0,-0.20598269,0.15403177,-9.906065,4000,0,0,0
9176000,-0.001985067,-0.004742709,3.967209e-05,4000,0,-0.17914139,0.18078908,-9.952774,4000,0,0,0
9180000,-0.0037432248,-0.009139539,-0.0012175926,4000,0,-0.19275841,0.19931263,-9.962644,4000,0,0,0
9188000,-0.0018143924,-0.008005174,0.00072568754,4000,0,-0.17230488,0.19183548,-9.933777,4000,0,0,0
9196000,-0.0025174813,-0.003976848,-4.9841965e-05,4000,0,-0.2039015,0.18331191,-9.931669,4000,0,0,0
9200000,0.0006149391,-0.0055346466,0.0024482468,4000,0,-0.18239146,0.17686424,-9.953632,4000,0,0,0
9204000,-0.0029638,-0.006290301,0.0020472875,4000,0,-0.21220057,0.15293945,-9.91634,4000,0,0,0
9208000,-0.004386087,-0.003481589,-0.00082816865,4000,0,-0.19954649,0.15094146,-9.914404,4000,0,0,0
9212000,-0.0034832966,-0.0024399695,-0.0009192314,4000,0,-0.17964187,0.16690949,-9.931546,4000,0,0,0
9216000,-0.003884375,-0.0007053926,0.00032068457,4000,0,-0.16383283,0.18228276,-9.933338,4000,0,0,0
9224000,-0.0037560323,-0.003828127,0.0032186653,4000,0,-0.17776404,0.17274596,-9.912736,4000,0,0,0
9228000,0.0016564947,-0.004660522,0.0048980797,4000,0,-0.2055834,0.17540102,-9.946714,4000,0,0,0
9232000,0.00071227975,-0.0052606184,0.0004754602,4000,0,-0.22050622,0.18848102,-9.958923,4000,0,0,0
9240000,-0.004445439,-0.005841086,0.0010991372,4000,0,-0.22881895,0.17592975,-9.888517,4000,0,0,0
9244000,-0.0020949729,-0.006444038,-0.0025554427,4000,0,-0.23249194,0.1816694,-9.882933,4000,0,0,0
9248000,0.00040797828,-0.005284695,-0.004022698,4000,0,-0.20962018,0.18501341,-9.939242,4000,0,0,0
9256000,-0.001661779,-0.0047931112,-4.224933e-05,4000,0,-0.18030155,0.19977322,-9.894566,4000,0,0,0
9264000,-0.0042056106,-0.003933698,0.0024997664,4000,0,-0.18748568,0.18860151,-9.931824,4000,0,0,0
9268000,-0.0014470699,-0.0028926788,0.00072189776,4000,0,-0.17246753,0.18020305,-9.95413,4000,0,0,0
9272000,-0.0009825982,-0.005269458,-0.001347747,4000,0,-0.1874003,0.1804155,-9.958384,4000,0,0,0
9280000,-0.0037497662,-0.007055372,-0.0010543088,4000,0,-0.17524354,0.2200328,-9.94099,4000,0,0,0
9284000,-0.0020869612,-0.00812469,-0.0009745604,4000,0,-0.18219578,0.1912306,-9.943104,4000,0,0,0
9288000,-0.0019586168,-0.007264112,-0.00056230905,4000,0,-0.18070444,0.17950946,-9.948707,4000,0,0,0
9296000,0.00020596664,-0.0044123144,0.0019868386,4000,0,-0.14048967,0.15511271,-9.913957,4000,0,0,0
9300000,-0.0007286999,-0.005349252,-0.0022174146,4000,0,-0.18914363,0.16030957,-9.935288,4000,0,0,0
9304000,0.0006906546,-0.006293467,-0.0037088154,4000,0,-0.17879233,0.17345636,-9.930977,4000,0,0,0
9308000,0.001959778,-0.008468551,-0.0026392443,4000,0,-0.16585572,0.16589288,-9.942006,4000,0,0,0
9312000,0.0002695154,-0.0077315606,-0.0045345067,4000,0,-0.190142,0.18110341,-9.906351,4000,0,0,0
9316000,0.000929466,-0.0031829053,-0.0038896434,4000,0,-0.16614348,0.17277297,-9.893323,4000,0,0,0
9324000,-0.0001764761,-0.0027807415,-0.0006526911,4000,0,-0.17965664,0.19475357,-9.915039,4000,0,0,0
9332000,-0.0023097189,-0.006298891,-0.00048984785,4000,0,-0.20356861,0.14868265,-9.910332,4000,0,0,0
9336000,-0.0039943503,-0.00472133,-0.0025264416,4000,0,-0.17717136,0.15088554,-9.913399,4000,0,0,0
9340000,-0.003148709,-0.0049237506,-0.0042912974,4000,0,-0.19483128,0.16871916,-9.919441,4000,0,0,0
9344000,0.002049156,-0.005526099,-0.003316841,4000,0,-0.20515937,0.17128497,-9.964403,4000,0,0,0
9348000,0.002110899,-0.005794522,-0.0043516727,4000,0,-0.20034496,0.1737008,-9.943544,4000,0,0,0
9356000,-0.00074964453,-0.007194639,0.0020276422,4000,0,-0.17775327,0.18928468,-9.945295,4000,0,0,0
9364000,-0.0023329454,-0.003687495,0.004041772,4000,0,-0.23696232,0.18671586,-9.937439,4000,0,0,0
9372000,-0.0032200026,-0.0048672496,-0.002964018,4000,0,-0.1839969,0.22760853,-9.944862,4000,0,0,0
9380000,-0.0019474415,-0.008349979,-0.0019044114,4000,0,-0.22128923,0.2069396,-9.9469385,4000,0,0,0
9384000,-0.0008819357,-0.0051168688,-0.0010456021,4000,0,-0.19055107,0.1671512,-9.935009,4000,0,0,0
9392000,-0.005838717,-0.004630778,-0.0015489301,4000,0,-0.19172561,0.17298855,-9.8963995,4000,0,0,0
9396000,-0.004390685,-0.005219961,-0.003819015,4000,0,-0.22071111,0.21576796,-9.8864355,4000,0,0,0
9400000,0.00025591734,-0.008298492,-0.0025251487,4000,0,-0.2186798,0.20230344,-9.911422,4000,0,0,0
9404000,0.0001005215,-0.010958997,6.8534726e-05,4000,0,-0.1965354,0.17391104,-9.938173,4000,0,0,0
9412000,-0.0016860183,-0.009480957,0.0033066184,4000,0,-0.20355855,0.21756859,-9.947082,4000,0,0,0
9416000,-0.0012331327,-0.008536065,-0.003851263,4000,0,-0.2234124,0.2273783,-9.950865,4000,0,0,0
9420000,0.0013189232,-0.0049669966,-0.0042226044,4000,0,-0.22319451,0.1935409,-9.950825,4000,0,0,0
9424000,0.002660775,-0.0048077097,0.0004676474,4000,0,-0.18921146,0.18472934,-9.9641285,4000,0,0,0
9432000,-0.002631722,-0.004107943,-0.0014994973,4000,0,-0.1900031,0.1133762,-9.91003,4000,0,0,0
9440000,-0.0048728795,-0.0062074256,0.0023250962,4000,0,-0.21479839,0.14044173,-9.90192,4000,0,0,0
9444000,-0.007500923,-0.002420829,0.001965451,4000,0,-0.2285069,0.15157017,-9.911414,4000,0,0,0
9448000,-0.0033981209,-0.004116242,-0.000573422,4000,0,-0.19286683,0.17207776,-9.929458,4000,0,0,0
9452000,-0.000109249864,-0.0043961694,0.00045498123,4000,0,-0.17544582,0.18416981,-9.934561,4000,0,0,0
9456000,0.001454477,-0.0019538736,0.00046409958,4000,0,-0.2113851,0.1924194,-9.919559,4000,0,0,0
9464000,-0.0015708483,-0.007031059,-0.0040089316,4000,0,-0.16339761,0.14761534,-9.911064,4000,0,0,0
9468000,-0.00046004905,-0.0069405837,-0.004217601,4000,0,-0.15501255,0.17048131,-9.95009,4000,0,0,0
9472000,-0.0014812141,-0.010516917,0.00065945997,4000,0,-0.20375621,0.16394456,-9.94871,4000,0,0,0
9476000,-0.0011754358,-0.009766916,0.0014427621,4000,0,-0.20153713,0.1785266,-9.930624,4000,0,0,0
9480000,-7.218803e-05,-0.004723429,-0.00044019733,4000,0,-0.17838693,0.17450097,-9.919796,4000,0,0,0
9488000,-0.0022246165,-0.0041628694,0.0031143161,4000,0,-0.20916018,0.14291532,-9.920839,4000,0,0,0
9492000,-0.0027083603,-0.0034101356,0.00035022036,4000,0,-0.21602069,0.15467335,-9.948258,4000,0,0,0
9496000,-0.0041381735,-0.005079658,-0.00074662844,4000,0,-0.2207722,0.15392587,-9.954025,4000,0,0,0
9500000,0.0018367553,-0.007129144,0.002150139,4000,0,-0.18838513,0.13242167,-9.893802,4000,0,0,0
9508000,0.0008220971,-0.0072787805,0.005749852,4000,0,-0.1914285,0.20636062,-9.935926,4000,0,0,0
9512000,0.00038562634,-0.0070243087,0.0028408899,4000,0,-0.20215836,0.19039732,-9.9425335,4000,0,0,0
9516000,-0.00053574797,-0.006023213,-0.0052607423,4000,0,-0.1927024,0.18734723,-9.921007,4000,0,0,0
9524000,0.0007988761,-0.0025354342,-0.0002766108,4000,0,-0.21005067,0.17259552,-9.926966,4000,0,0,0
9528000,0.0008822159,-0.0045824195,-0.0021230276,4000,0,-0.18301374,0.14850144,-9.914543,4000,0,0,0
9532000,-0.0009854235,-0.0053764908,-0.0027628897,4000,0,-0.20755461,0.1601844,-9.939852,4000,0,0,0
9536000,-0.0013435372,-0.006124931,-0.0044411607,4000,0,-0.23239449,0.1843239,-9.959215,4000,0,0,0
9540000,-0.00052970066,-0.00612528,-0.0028266364,4000,0,-0.20806368,0.19559029,-9.9654045,4000,0,0,0
9544000,0.0004087892,-0.0067226184,-3.679943e-05,4000,0,-0.1987375,0.19223721,-9.9387045,4000,0,0,0
9552000,0.0015739038,-0.0034948986,-0.00085479463,4000,0,-0.195982,0.1882889,-9.91768,4000,0,0,0
9556000,0.00048341928,-0.004343497,-0.0015190245,4000,0,-0.19607249,0.19593163,-9.920851,4000,0,0,0
9564000,-0.0014971403,-0.010654466,0.003641656,4000,0,-0.17219743,0.18871067,-9.910286,4000,0,0,0
9568000,-0.00049038045,-0.00887448,0.002461307,4000,0,-0.17332146,0.19530176,-9.938729,4000,0,0,0
9572000,-0.00015432059,-0.0067742723,-0.003191105,4000,0,-0.17712213,0.17460863,-9.920168,4000,0,0,0
9580000,-0.0023723163,-0.006840681,0.0028586003,4000,0,-0.17027485,0.14693026,-9.920874,4000,0,0,0
9584000,-0.0042047575,-0.004088177,0.0036369115,4000,0,-0.18722546,0.15867767,-9.94371,4000,0,0,0
9588000,0.0011313943,-0.0038900094,0.0010602587,4000,0,-0.2311633,0.16749759,-9.963794,4000,0,0,0
9596000,-0.0012669837,-0.0075632418,-0.0013719012,4000,0,-0.2081266,0.1786056,-9.950715,4000,0,0,0
9600000,0.003011549,-0.0072457087,-0.0035307563,4000,0,-0.19729973,0.175649,-9.933379,4000,0,0,0
9604000,0.0018439995,-0.007091907,-0.0035784312,4000,0,-0.20742075,0.18286103,-9.908467,4000,0,0,0
9608000,-0.0024923193,-0.007686708,0.000100659614,4000,0,-0.21714824,0.18362252,-9.918342,4000,0,0,0
9612000,-0.002624163,-0.0063468227,0.0019277359,4000,0,-0.20314784,0.17485046,-9.920853,4000,0,0,0
9616000,0.0017428107,-0.0031341931,0.0038570461,4000,0,-0.18203773,0.15736629,-9.884094,4000,0,0,0
9620000,0.0025210562,-0.0019505983,0.0015392173,4000,0,-0.18882874,0.14476761,-9.9189,4000,0,0,0
9628000,0.00055802916,-0.0010960231,0.0009134049,4000,0,-0.22193927,0.18281135,-9.919901,4000,0,0,0
9632000,7.6972254e-05,-0.007478716,-0.0021313922,4000,0,-0.22955781,0.18531236,-9.960634,4000,0,0,0
9636000,0.0010708816,-0.010628256,-0.0016480163,4000,0,-0.21856919,0.18518485,-9.987095,4000,0,0,0
9644000,-0.001722185,-0.0019517468,-0.0023394744,4000,0,-0.21786961,0.14996147,-9.938896,4000,0,0,0
9652000,0.0006203932,-0.005664484,-0.003352301,4000,0,-0.19185069,0.14023365,-9.960966,4000,0,0,0
9656000,0.0003725716,-0.0057597305,0.00074928923,4000,0,-0.19306856,0.13370164,-9.944629,4000,0,0,0
9660000,-0.00075091154,-0.005867823,0.0018289972,4000,0,-0.2299265,0.16837367,-9.909185,4000,0,0,0
9668000,-0.0031147255,-0.0058212415,-0.0024553954,4000,0,-0.19843534,0.22937666,-9.879335,4000,0,0,0
9672000,-0.003623998,-0.00579399,-7.875795e-05,4000,0,-0.15890472,0.1737093,-9.895753,4000,0,0,0
9676000,-0.00063276314,-0.01020094,-0.00021138349,4000,0,-0.15982619,0.16668428,-9.939995,4000,0,0,0
9684000,-0.0023080334,-0.0062709106,-0.0025080834,4000,0,-0.18051124,0.120787896,-9.945623,4000,0,0,0
9688000,-0.0041329274,-0.00050841895,-0.0011045496,4000,0,-0.21400586,0.103899494,-9.926882,4000,0,0,0
9696000,0.0018291486,-0.0074303937,-0.0015468738,4000,0,-0.17103048,0.14642392,-9.918668,4000,0,0,0
9700000,-0.0011419703,-0.0047350405,-0.0027943614,4000,0,-0.17422654,0.17323484,-9.928412,4000,0,0,0
9708000,2.9598161e-06,-0.0059820935,0.0005944174,4000,0,-0.20073688,0.1862308,-9.940397,4000,0,0,0
9712000,0.0009870443,-0.0074477633,0.00038868084,4000,0,-0.1873135,0.15474711,-9.914803,4000,0,0,0
9720000,-0.0018839503,-0.007283478,0.0008858699,4000,0,-0.1881881,0.17981777,-9.928961,4000,0,0,0
9728000,-0.005292889,-0.004126707,-0.00038152625,4000,0,-0.17304704,0.16354187,-9.961419,4000,0,0,0
9732000,-0.003382891,-0.0048866956,-0.00080171286,4000,0,-0.1871533,0.17145123,-9.9323635,4000,0,0,0
9740000,-0.0049193865,-0.010266114,-0.00077822903,4000,0,-0.15889883,0.18389963,-9.893703,4000,0,0,0
9744000,-0.0004519775,-0.0057103713,-0.0013052176,4000,0,-0.17123196,0.17416188,-9.894215,4000,0,0,0
9748000,0.0002984828,-0.00040598068,-0.00021929677,4000,0,-0.17538878,0.1570773,-9.918476,4000,0,0,0
9756000,-0.0010669765,-0.006660776,0.00084803096,4000,0,-0.203634,0.19070768,-9.916883,4000,0,0,0
9760000,-0.001726954,-0.0028613575,0.0024010492,4000,0,-0.19034751,0.17550766,-9.919266,4000,0,0,0
9768000,-0.0014094232,-0.0067774043,-0.00016578713,4000,0,-0.18956125,0.15908659,-9.935791,4000,0,0,0
9772000,-0.0023456905,-0.0029921287,0.0037179452,4000,0,-0.18195519,0.15401267,-9.950317,4000,0,0,0
9776000,-0.0041488754,-0.00027979145,0.0008436275,4000,0,-0.19170809,0.15659982,-9.938129,4000,0,0,0
9780000,-0.0020630248,-0.0037649055,-0.0010216477,4000,0,-0.20185652,0.14700267,-9.926859,4000,0,0,0
9784000,-0.0006110141,-0.0061865724,-0.0011809923,4000,0,-0.20549974,0.14086114,-9.945919,4000,0,0,0
9788000,-0.0010529361,-0.009434511,-0.0019081103,4000,0,-0.19879434,0.15374748,-9.905369,4000,0,0,0
9796000,-0.001527379,-0.0057755313,-0.001902755,4000,0,-0.17034364,0.1919642,-9.945278,4000,0,0,0
9800000,0.00097140286,-0.0025946163,-0.0053916634,4000,0,-0.18441664,0.18435931,-9.932021,4000,0,0,0
9808000,0.0032635666,-0.0052621765,0.0026764397,4000,0,-0.20554204,0.16905376,-9.896786,4000,0,0,0
9812000,0.0025016959,-0.0067112516,0.0047864583,4000,0,-0.1815114,0.14233844,-9.916438,4000,0,0,0
9820000,-0.0020391508,-0.007813933,-0.0012931176,4000,0,-0.1613302,0.23442124,-9.930408,4000,0,0,0
9828000,0.0008094268,-0.0039670723,0.0028405746,4000,0,-0.20609312,0.17330058,-9.94012,4000,0,0,0
9832000,0.0007153892,-0.009936955,0.0013575652,4000,0,-0.19551542,0.13469008,-9.918283,4000,0,0,0
9836000,-0.001743448,-0.010544921,-0.0011521301,4000,0,-0.18702358,0.14057575,-9.9050255,4000,0,0,0
9840000,-0.002797769,-0.008699443,-0.0020516533,4000,0,-0.18405141,0.18847516,-9.916302,4000,0,0,0
9844000,-0.0018079934,-0.008907261,0.0011540455,4000,0,-0.18387328,0.16381039,-9.926249,4000,0,0,0
9848000,0.0004221294,-0.010145128,0.0021149516,4000,0,-0.19825903,0.14945441,-9.95302,4000,0,0,0
9852000,0.000689296,-0.007739677,0.0018111437,4000,0,-0.18825412,0.16468774,-9.946495,4000,0,0,0
9856000,0.00010495718,-0.0025584276,0.00043094272,4000,0,-0.17923504,0.18337026,-9.915303,4000,0,0,0
9860000,-0.0011090761,-0.0010860804,-0.00058798253,4000,0,-0.20133376,0.19770777,-9.919361,4000,0,0,0
9864000,-0.0024233526,-0.0025894705,-0.0004493079,4000,0,-0.20617323,0.17601727,-9.929439,4000,0,0,0
9868000,-0.00069455797,-0.0043170173,-0.000661767,4000,0,-0.2002464,0.15487544,-9.933109,4000,0,0,0
9872000,0.0007015939,-0.0037034804,-0.002747635,4000,0,-0.18182999,0.17514004,-9.915637,4000,0,0,0
9876000,-0.00088243687,-0.0038567337,-0.0027236578,4000,0,-0.17072244,0.19050886,-9.915554,4000,0,0,0
9880000,-0.004157129,-0.004850815,0.00012737881,4000,0,-0.18159458,0.16519207,-9.923178,4000,0,0,0
9884000,0.00066913234,-0.005121267,0.00021370804,4000,0,-0.18964304,0.15693182,-9.9420185,4000,0,0,0
9892000,-0.00040276974,-0.0056788092,0.0032375613,4000,0,-0.20427391,0.17134582,-9.935949,4000,0,0,0
9896000,-0.0024956204,-0.0029094028,-0.00012729825,4000,0,-0.19034651,0.21567082,-9.929476,4000,0,0,0
9900000,-0.0036977674,-0.005030884,-0.0015074984,4000,0,-0.18489408,0.20523782,-9.944521,4000,0,0,0
9904000,-0.0024024898,-0.0070549375,0.0014887761,4000,0,-0.1893735,0.1793102,-9.944317,4000,0,0,0
9908000,-0.0024075569,-0.0056451377,0.0009993396,4000,0,-0.19199713,0.20730095,-9.928377,4000,0,0,0
9916000,-0.00091490144,-0.005244806,0.00021130656,4000,0,-0.19452952,0.18516333,-9.915383,4000,0,0,0
9920000,-0.005554719,-0.005501716,-0.0028998277,4000,0,-0.2138974,0.19717692,-9.963249,4000,0,0,0
9928000,0.001646183,-0.005338919,0.00065109547,4000,0,-0.20846172,0.19824319,-9.954777,4000,0,0,0
9932000,0.00088470936,-0.006316525,0.00010956928,4000,0,-0.16977902,0.16781567,-9.929773,4000,0,0,0
9936000,3.587321e-05,-0.00484726,0.0002780523,4000,0,-0.17153652,0.1461683,-9.91707,4000,0,0,0
9940000,-0.0026132006,-0.004283996,0.00095934136,4000,0,-0.1978244,0.18560421,-9.937019,4000,0,0,0
9948000,-0.0013239232,-0.0054250937,0.0017926609,4000,0,-0.16842851,0.1740821,-9.939016,4000,0,0,0
9952000,-0.0013902007,-0.0031626387,5.447119e-05,4000,0,-0.17843708,0.16751997,-9.947298,4000,0,0,0
9956000,-0.00047337482,-0.0023588839,0.0004834711,4000,0,-0.19296488,0.17917968,-9.970569,4000,0,0,0
9960000,-0.0030939125,-0.00469377,-0.0003501896,4000,0,-0.18972623,0.17468707,-9.943092,4000,0,0,0
9964000,-0.0021253575,-0.0063268845,-0.0021908833,4000,0,-0.18650508,0.16675769,-9.922297,4000,0,0,0
9968000,-0.002408703,-0.0072135404,-0.002410944,4000,0,-0.20714223,0.1829139,-9.927603,4000,0,0,0
9972000,-0.0035587624,-0.007841921,-0.0015923043,4000,0,-0.21096456,0.17040274,-9.923952,4000,0,0,0
9976000,-0.00084021164,-0.007073265,-0.0009134442,4000,0,-0.20831361,0.15960605,-9.936876,4000,0,0,0
9984000,0.0009740971,-0.007985179,0.0029414436,4000,0,-0.15524542,0.1636803,-9.913233,4000,0,0,0
9988000,-0.0024430351,-0.007556695,0.0017243878,4000,0,-0.17973599,0.1615882,-9.9022255,4000,0,0,0
9996000,-0.0016698153,-0.0048255376,-0.0053098607,4000,0,-0.18528548,0.15317121,-9.91104,4000,0,0,0
10000000,-0.00065894757,-0.0035802072,-0.0032930146,4000,0,-0.19413137,0.14237747,-9.910316,4000,0,0,0
10004000,-0.00040425904,-0.0036027578,-0.0013487595,4000,0,-0.20030846,0.16409414,-9.915396,4000,0,0,0
10008000,-0.0005275126,-0.0074989037,9.008894e-05,4000,0,-0.17936277,0.1654834,-9.9230385,4000,0,0,0
10012000,-0.00021475155,-0.007857647,-0.00021406032,4000,0,-0.16850477,0.17156166,-9.917269,4000,0,0,0
10016000,-0.00015324859,-0.0047497633,-0.0025289673,4000,0,-0.18455832,0.1691512,-9.929955,4000,0,0,0
