timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
8820000,47.397750788564174,8.54560738769026,488.0968,-0.0012716048,0.0066003045,0.013529079,1.6216248,1,1,1,0
11916000,47.397750788564174,8.54560738769026,488.0968,-0.0012716048,0.0066003045,0.013529079,1.6204633,1,1,1,0
12192000,47.397750780258065,8.545607383312271,488.09848,-0.0021952032,0.00627078,0.011852282,1.6127499,1,1,1,0
17424000,47.397750780258065,8.545607383312271,488.09848,-0.0021952032,0.00627078,0.011852282,1.6110107,1,1,1,0
221916000,47.39773402113584,8.54560418189816,488.16583,-1.8657246,-0.23469457,-0.055511292,0.848507,1,1,1,0
