timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
9544000,9544000,1310988,-0.19632454,0.18914193,-9.935937,11.832727,0,0,0,0,1
10544000,10544000,1310988,-0.19153613,0.17238252,-9.890448,11.832727,0,0,0,0,1
11544000,11544000,1310988,-0.16280572,0.19153613,-9.904813,11.832727,0,0,0,0,1
12544000,12544000,1310988,-0.19871874,0.14604631,-9.911995,11.832727,0,0,0,0,1
13544000,13544000,1310988,-0.1340753,0.12689269,-9.933543,11.832727,0,0,0,0,1
14544000,14544000,1310988,-0.18435353,0.1364695,-10.117896,11.832575,0,0,0,0,1
15544000,15544000,1310988,-0.17477672,0.10295067,-10.242394,11.830744,0,0,0,0,1
16544000,16544000,1310988,-0.17717093,0.18674773,-10.108319,11.826624,0,0,0,0,1
17544000,17544000,1310988,-0.18914193,0.20590134,-9.991004,11.821131,0,0,0,0,1
18544000,18544000,1310988,-0.18914193,0.21068975,-9.928755,11.814966,0,0,0,0,1
19544000,19544000,1310988,-0.16998832,0.15562311,-9.964667,11.808313,0,0,0,0,1
20544000,20544000,1310988,-0.18914193,0.16998832,-9.938332,11.801386,0,0,0,0,1
21544000,21544000,1310988,-0.1316811,0.16280572,-6.9024835,11.795038,0,0,0,0,1
22544000,22544000,1310988,-0.16519992,0.45250413,-9.758766,11.794519,0,0,0,0,1
23544000,23544000,1310988,-0.15801731,0.51714754,-9.931149,11.794397,0,0,0,0,1
24544000,24544000,1310988,-0.16519992,-0.021547815,-10.06283,11.794397,0,0,0,0,1
25544000,25544000,1310988,-0.21547815,-0.49320555,-9.919178,11.794275,0,0,0,0,1
26544000,26544000,1310988,-0.19393034,-0.31364042,-9.988609,11.794031,0,0,0,0,1
27544000,27544000,1310988,-0.16759412,0.28491,-10.029311,11.793726,0,0,0,0,1
28544000,28544000,1310988,-0.18914193,0.81642276,-9.871294,11.793665,0,0,0,0,1
29544000,29544000,1310988,-0.18914193,0.7517793,-9.909601,11.7937565,0,0,0,0,1
30544000,30544000,1310988,-0.22744916,0.1412579,-10.103531,11.793879,0,0,0,0,1
31544000,31544000,1310988,-0.272939,-0.46447513,-9.892841,11.79394,0,0,0,0,1
32544000,32544000,1310988,-0.17956513,-0.48841715,-9.864111,11.794092,0,0,0,0,1
33544000,33544000,1310988,-0.18674773,0.15322891,-10.103531,11.794184,0,0,0,0,1
34544000,34544000,1310988,-0.16759412,0.7110779,-9.883265,11.794184,0,0,0,0,1
35544000,35544000,1310988,-0.17717093,0.8571242,-9.871294,11.794336,0,0,0,0,1
36544000,36544000,1310988,-0.22505496,0.30406362,-10.0987425,11.794367,0,0,0,0,1
37544000,37544000,1310988,-0.25857377,-0.29688102,-9.952697,11.794123,0,0,0,0,1
38544000,38544000,1310988,-0.21547815,-0.5530606,-9.856929,11.79394,0,0,0,0,1
39544000,39544000,1310988,-0.20111294,-0.110133275,-10.053253,11.793634,0,0,0,0,1
40544000,40544000,1310988,-0.18674773,0.59376204,-9.892841,11.793329,0,0,0,0,1
41544000,41544000,1310988,-0.16998832,0.90500826,-9.811439,11.793299,0,0,0,0,1
42544000,42544000,1310988,-0.20111294,0.44532153,-10.031705,11.79339,0,0,0,0,1
43544000,43544000,1310988,-0.23463176,-0.17956513,-9.9790325,11.79339,0,0,0,0,1
44544000,44544000,1310988,-0.22505496,-0.6344634,-9.773131,11.793482,0,0,0,0,1
45544000,45544000,1310988,-0.22026655,-0.25139117,-9.983821,11.793482,0,0,0,0,1
46544000,46544000,1310988,-0.1412579,0.39504328,-9.892841,11.793299,0,0,0,0,1
47544000,47544000,1310988,-0.12449849,0.8810662,-9.797073,11.79339,0,0,0,0,1
48544000,48544000,1310988,-0.16998832,0.6871359,-9.864111,11.793543,0,0,0,0,1
49544000,49544000,1310988,-0.21308395,-0.047884032,-9.97185,11.793543,0,0,0,0,1
50544000,50544000,1310988,-0.20829555,-0.51714754,-9.770737,11.793512,0,0,0,0,1
