timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],n_states
9608000,9528000,0.6901314,0.0012585404,-0.012692374,0.72357166,0.00015092238,-0.0001466508,0.00018841028,-0.001999303,0.0069321073,0.012075185,-9.983695e-06,-4.7411588e-05,2.096303e-06,-4.0092847e-05,5.694138e-05,-0.0010120592,0.20829412,0.011128373,0.43250713,0.0,0.0,0.0,0.0,0.0,0.0003728888,1.9589652e-05,1.9418458e-05,0.00034052206,4.9780236e-05,4.978067e-05,4.9895465e-05,0.08333876,0.083338775,0.0822257,4.838106e-11,4.7826475e-11,6.8527335e-09,3.8982614e-07,3.899622e-07,5.000022e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
10608000,10528000,0.69108236,0.0011228676,-0.012541576,0.7226663,-8.801584e-06,0.00023725713,0.00014916807,-0.0026392078,0.007044506,0.010616694,-9.887778e-06,-4.7610625e-05,4.6356613e-06,-4.3439253e-05,5.5944583e-05,-0.001018478,0.20829412,0.011128373,0.43250713,0.0,0.0,0.0,0.0,0.0,0.0003361744,1.884331e-05,1.8689932e-05,0.00030712594,8.892556e-06,8.89239e-06,8.900597e-06,0.07143589,0.0714359,0.0733655,3.673592e-11,3.636353e-11,4.990648e-09,3.8420052e-07,3.8433294e-07,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
11608000,11528000,0.6918182,0.00092178676,-0.012078252,0.7219702,-0.0006986432,-0.0010859694,-0.0001680851,-0.0021991127,0.006188547,0.0123099685,-1.009018e-05,-4.797368e-05,6.0015764e-06,-5.1299474e-05,6.1383515e-05,-0.0010255323,0.20829412,0.011128373,0.43250713,0.0,0.0,0.0,0.0,0.0,0.0003055503,1.8693276e-05,1.8558698e-05,0.00027962154,0.00019386779,0.00019386865,0.00019774646,0.058832802,0.05883281,0.06695478,3.0623885e-11,3.036539e-11,3.744393e-09,3.8087381e-07,3.8100666e-07,5.000044e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
12608000,12528000,0.6927895,0.00080448453,-0.011727079,0.72104406,0.0015038078,0.00054494385,0.0014690459,-0.001936139,0.0065163104,0.010842813,-9.985718e-06,-4.796236e-05,7.898173e-06,-5.0264545e-05,5.9863796e-05,-0.0010152863,0.20829412,0.011128373,0.43250713,0.0,0.0,0.0,0.0,0.0,0.00027975053,1.8992438e-05,1.886689e-05,0.00025653455,0.0007510414,0.0007510727,0.0007788612,0.052706055,0.05270606,0.061332222,2.7322821e-11,2.7129769e-11,2.879833e-09,3.7892642e-07,3.7905778e-07,5.0001237e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
13608000,13528000,0.69311076,0.00052356796,-0.011668845,0.72073644,0.0075961137,-0.0009915816,0.011957832,0.0018213919,0.006610719,0.013972802,-1.0049379e-05,-4.797123e-05,7.741316e-06,-5.0517447e-05,6.132134e-05,-0.0010148768,0.20829412,0.011128373,0.43250713,0.0,0.0,0.0,0.0,0.0,0.00025772312,2.0476275e-05,2.0351974e-05,0.00023697066,0.003370578,0.0033710396,0.0033094888,0.047317773,0.047317926,0.058535594,2.7279746e-11,2.7134734e-11,2.2619686e-09,3.7874668e-07,3.7887787e-07,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
14608000,14528000,0.6897949,0.002725063,0.017045189,0.72379905,-0.036487278,-0.025281385,-0.06982578,0.0055167433,0.0042928597,0.007568185,-1.0117988e-05,-4.793098e-05,6.082722e-06,-5.0249677e-05,6.215912e-05,-0.0010138439,0.20829412,0.011128373,0.43250713,0.0,0.0,0.0,0.0,0.0,0.00024069144,2.183058e-05,2.1681855e-05,0.0002182218,0.0078919465,0.0078929085,0.0070445007,0.05195311,0.05195388,0.063297555,2.6740908e-11,2.662814e-11,1.8090579e-09,3.782305e-07,3.783614e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
15608000,15528000,0.69089115,-0.00023981671,-0.021358594,0.72264326,-0.07728947,-0.067186214,-0.45614776,-0.1253105,-0.098476455,-0.2586766,-1.0403484e-05,-4.7892878e-05,6.6277203e-06,-4.925676e-05,7.0873415e-05,-0.0010099993,0.20829412,0.011128373,0.43250713,0.0,0.0,0.0,0.0,0.0,0.00022805642,2.2057404e-05,2.1711052e-05,0.00020779812,0.011870357,0.01187074,0.010789576,0.061672267,0.061672423,0.07905422,2.4360784e-11,2.427019e-11,1.4906941e-09,3.7602243e-07,3.7614512e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
16608000,16528000,0.691603,-0.00054194196,-0.018870423,0.7220311,0.08259689,0.07274679,-0.7156486,-0.1333671,-0.09651823,-0.86790794,-1.0664173e-05,-4.7995385e-05,6.08805e-06,-5.307465e-05,7.836569e-05,-0.0010036314,0.20829412,0.011128373,0.43250713,0.0,0.0,0.0,0.0,0.0,0.00021275901,2.186738e-05,2.1641028e-05,0.00019488597,0.015928295,0.015938377,0.014452865,0.08336295,0.08336441,0.10801963,2.2341143e-11,2.2259625e-11,1.2261895e-09,3.7383342e-07,3.7395012e-07,5.0000185e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
17608000,17528000,0.6932888,-0.0003074906,-0.0128408065,0.7205454,0.10428345,0.082773805,-0.87619746,-0.06849987,-0.029918231,-1.6792188,-1.1039838e-05,-4.817047e-05,5.1615825e-06,-5.817538e-05,8.743781e-05,-0.0009998389,0.210172,0.011228701,0.4322065,0.0,0.0,0.0,0.0,0.0,0.0010857998,2.1520638e-05,2.112553e-05,0.00099982,0.013802385,0.013808747,0.015751738,0.090105,0.09010612,0.13640648,1.953638e-11,1.945958e-11,1.0601233e-09,3.715103e-07,3.71623e-07,5.000011e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
18608000,18528000,0.6929831,0.0006739237,-0.009765823,0.7208874,0.072373964,0.050516397,-0.9615176,0.01809489,0.043562654,-2.6407857,-1.1071972e-05,-4.815448e-05,5.1076768e-06,-5.967655e-05,8.530963e-05,-0.0009847308,0.210172,0.011228701,0.4322065,0.0,0.0,0.0,0.0,0.0,0.0004736616,2.026397e-05,2.0125464e-05,0.00043685135,0.022495283,0.022493383,0.017026441,0.107470416,0.10747303,0.16772825,1.910368e-11,1.9025274e-11,1.0594204e-09,3.6015803e-07,3.6026807e-07,5.0000075e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
