timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
9028000,9024000,1310988,1310988,1.065258e-06,-2.4501085e-05,1.06526e-06,-0.00084754743,0.00061770476,-0.03969108,4000,4000,0,0,0
9528000,9524000,1310988,1310988,2.1305289e-06,-5.3263248e-06,-5.3263207e-06,-0.0007996635,0.00069431926,-0.039700653,4000,4000,0,0,0
10028000,10024000,1310988,1310988,-1.17179125e-05,-1.7044233e-05,-2.1305402e-06,-0.00086191273,0.0006129164,-0.039681505,4000,4000,0,0,0
10528000,10524000,1310988,1310988,-2.130519e-06,-2.6631613e-05,-3.1957836e-06,-0.0006847418,0.0006799541,-0.03962404,4000,4000,0,0,0
11028000,11024000,1310988,1310988,-1.1717916e-05,-1.704423e-05,-1.0652738e-06,-0.00066079973,0.00060333963,-0.039729387,4000,4000,0,0,0
11528000,11524000,1310988,1310988,-4.261055e-06,-2.237056e-05,3.1957863e-06,-0.0007613562,0.0006416468,-0.03980121,4000,4000,0,0,0
12028000,12024000,1310988,1310988,5.326335e-06,-1.8109498e-05,-5.3263175e-06,-0.00071347214,0.00062728155,-0.039796427,4000,4000,0,0,0
12528000,12524000,1310988,1310988,-2.1305423e-06,-1.704423e-05,7.456855e-06,-0.00069431856,0.0005506671,-0.03973896,4000,4000,0,0,0
13028000,13024000,1310988,1310988,5.326321e-06,-5.3263257e-06,-3.1957918e-06,-0.0007900867,0.00063206995,-0.039657556,4000,4000,0,0,0
13528000,13524000,1310988,1310988,4.261066e-06,-8.522114e-06,6.2817295e-12,-0.00062249246,0.00061770476,-0.03969108,4000,4000,0,0,0
14028000,14024000,1310988,1310988,-1.065265e-05,-3.6218997e-05,4.2610386e-06,-0.00077093294,0.00072304974,-0.039695863,4000,4000,0,0,0
14528000,14524000,1310988,1310988,0.00046552077,0.00071585766,6.924289e-05,-0.0004884172,0.00059855124,-0.04043807,4000,4000,0,0,0
15028000,15024000,1310988,1310988,-0.00023861934,-0.00021518336,-8.522063e-06,-0.00042137952,0.00047884113,-0.041319136,4000,4000,0,0,0
