timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],thrust[0],thrust[1],thrust[2]
8824000,nan,nan,nan,nan,0.0,1.5908541e-05,-0.0007051666,0.18073598,-0.0018243297,0.080865756,0.128,nan,nan,8.0,nan,nan,nan
8848000,-0.0013612305,0.0065558627,nan,nan,0.0,6.7083165e-06,-2.2594584e-05,0.18303998,-0.022690894,0.076426476,0.192,nan,nan,8.0,nan,nan,nan
9008000,-0.0016133909,0.0065018837,nan,nan,0.0,0.0,0.0,0.19635196,0.0,0.0,0.192,nan,nan,8.0,nan,nan,nan
9208000,-0.0018890972,0.006721735,nan,nan,0.0,0.0,0.0,0.21299194,0.0,0.0,0.192,nan,nan,8.0,nan,nan,nan
9408000,nan,nan,nan,nan,0.0,-0.0018171074,0.000649431,0.22963192,0.12484027,-0.044617705,0.192,nan,nan,8.0,nan,nan,nan
9608000,nan,nan,nan,nan,0.0,-0.0011660939,0.00038140255,0.2462719,0.11323275,-0.037035838,0.192,nan,nan,8.0,nan,nan,nan
9808000,-0.0028645499,0.0074015334,nan,nan,0.0,0.0,0.0,0.26291186,0.0,0.0,0.192,nan,nan,8.0,nan,nan,nan
10008000,nan,nan,nan,nan,0.0,-0.0003039108,0.0002890079,0.27955183,0.07203218,-0.06849991,0.192,nan,nan,8.0,nan,nan,nan
10208000,nan,nan,nan,nan,0.0,-0.0005105827,0.00058467104,0.2961918,0.07231299,-0.082806006,0.192,nan,nan,8.0,nan,nan,nan
10408000,nan,nan,nan,nan,0.0,-0.0001581249,0.0007377947,0.3128318,0.02298871,-0.107263006,0.192,nan,nan,8.0,nan,nan,nan
10608000,-0.002405704,0.007874799,nan,nan,0.0,0.0,0.0,0.32947177,0.0,0.0,0.192,nan,nan,8.0,nan,nan,nan
10808000,-0.002050855,0.00749528,nan,nan,0.0,0.0001572416,8.668064e-05,0.34611174,-0.08111818,-0.044717077,0.192,nan,nan,8.0,nan,nan,nan
