timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_type_parachute,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy,parachute_system_healthy
8804000,4000.0,0.14069158,2545.817,0.0,400,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10060000,4000.0,0.14069158,2192.2312,0.0,470,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11320000,4000.0,0.14069158,2304.781,0.0,535,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12564000,4000.0,0.14069158,2280.8765,0.0,604,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13564000,4000.0,0.14069158,2340.6375,0.0,659,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13816000,4000.0,0.14069158,2340.6375,0.0,675,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15068000,4000.0,0.14069158,2584.6614,0.0,751,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16328000,4000.0,0.14069158,2137.4502,0.0,821,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17580000,4000.0,0.14069158,2190.239,0.0,887,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18580000,4000.0,0.14069158,2306.773,0.0,940,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18836000,4000.0,0.14069158,2306.773,0.0,958,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20096000,4000.0,0.14069158,2365.5378,0.0,1028,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21352000,4000.0,0.14069158,2086.6536,0.0,1095,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22608000,4000.0,0.14069158,2354.5818,0.0,1167,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23608000,4000.0,0.14069158,2268.9243,0.0,1226,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23864000,4000.0,0.14069158,2268.9243,0.0,1237,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25124000,4000.0,0.14069158,2304.781,0.0,1309,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26380000,4000.0,0.14069158,2137.4502,0.0,1375,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27636000,4000.0,0.14069158,2228.0876,0.0,1445,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28636000,4000.0,0.14069158,2344.6216,0.0,1509,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28888000,4000.0,0.14069158,2344.6216,0.0,1521,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30140000,4000.0,0.14069158,2268.9243,0.0,1591,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31396000,4000.0,0.14069158,2133.4663,0.0,1662,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32648000,4000.0,0.14069158,2327.6892,0.0,1725,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33648000,4000.0,0.14069158,2137.4502,0.0,1785,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33900000,4000.0,0.14069158,2137.4502,0.0,1795,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35152000,4000.0,0.14069158,2342.6296,0.0,1866,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36408000,4000.0,0.14069158,2257.9683,0.0,1941,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37664000,4000.0,0.14069158,2365.5378,0.0,2008,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38664000,4000.0,0.14069158,2086.6536,0.0,2065,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38916000,4000.0,0.14069158,2086.6536,0.0,2078,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
