timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_type_parachute,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy,parachute_system_healthy
8928000,4000000.0,1.0,15675.299,0.0,3119,0,776.89246,251,1020,0,0,0,4.063745,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9928000,4000000.0,1.0,15754.98,0.0,3482,0,729.0837,276,1020,0,0,0,3.6956522,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10912000,4000000.0,1.0,15699.204,0.0,3843,0,616.5339,301,1020,0,0,0,3.3887043,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11912000,4000000.0,1.0,15607.57,0.0,4205,0,550.7968,327,1020,0,0,0,3.119266,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12912000,4000000.0,1.0,15648.407,0.0,4570,0,593.6255,353,1020,0,0,0,2.8895185,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13916000,4000000.0,1.0,15738.048,0.0,4932,0,593.6255,386,1020,0,0,0,2.642487,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14912000,4000000.0,1.0,15575.697,0.0,5294,0,799.80084,417,1020,0,0,0,2.4460433,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15900000,4000000.0,1.0,15687.251,0.0,5652,0,685.259,443,1020,0,0,0,2.302483,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16892000,4000000.0,1.0,15575.697,0.0,6011,0,593.6255,469,1020,0,0,0,2.17484,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17896000,4000000.0,1.0,15604.582,0.0,6373,0,593.6255,495,1020,0,0,0,2.060606,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
