timestamp,timestamp_sample,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
12320000,12240000,2.6779451,3.5801747,-2.5132742,-1.2566371,0.0,1.2566371,2.5132742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
12328000,12248000,3.1415927,3.9478157,-2.5132957,-1.2566586,-2.1463233e-05,1.2566156,2.5132527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
13320000,13240000,1.806833,3.851715,-2.5145571,-1.2575624,-0.0006061965,1.2558713,2.512091,-0.12512116,0.010522124,0.13162026,0.070810884,-0.08783192,-0.056660265,-0.1399373,-0.036647335,0.11041489,0.09805111,0.19993061,0.1998186,0.1999575,0.20015486,0.20013839
14320000,14240000,2.5388274,3.5317762,-2.51558,-1.258679,-0.0010905579,1.2558708,2.5117593,-0.21256694,0.015108371,0.21348578,0.107926115,-0.1552421,-0.09343316,-0.22792521,-0.052717473,0.18996768,0.16453466,0.20013915,0.19966674,0.1996552,0.20011963,0.20041925
15320000,15240000,-2.8684568,3.5350127,-2.5150697,-1.2693058,-0.00031426302,1.2748187,2.5305219,0.070044175,0.2736127,0.3239617,0.14969741,-0.0063498616,-0.018240973,-0.004854873,0.1939397,0.30250382,0.17047887,0.20851544,0.19953255,0.19133899,0.194991,0.20562199
16320000,16240000,2.946422,3.5418522,-2.5254576,-1.272092,0.0034014443,1.2745707,2.5216308,-0.49706972,-0.13488334,0.32970905,0.23609923,-0.27752608,-0.14163724,-0.50162417,-0.2639466,0.25371745,0.3163182,0.20654432,0.19510025,0.19051293,0.19888312,0.20895943
17320000,17240000,1.6435256,3.3053563,-2.5445223,-1.2529347,0.03238957,1.270308,2.4881833,-0.57321167,-0.18766254,0.31951213,0.23376569,-0.3061361,-0.15510267,-0.56562644,-0.31496865,0.23434468,0.32861823,0.18714823,0.17793576,0.19835332,0.22211245,0.21445018
18320000,18240000,1.3373034,2.8843782,-2.5571902,-1.2324837,0.055851445,1.2620312,2.4580898,-0.43894082,-0.10093233,0.27093977,0.16387656,-0.25114352,-0.13018808,-0.4301179,-0.1886006,0.21876523,0.26394397,0.16502473,0.16167004,0.20955823,0.24812293,0.21562408
19320000,19240000,1.2797723,2.800845,-2.5616102,-1.2299435,0.05759155,1.2562742,2.4486005,-0.32149795,-0.034406733,0.22534177,0.10687701,-0.21140233,-0.11359399,-0.31242353,-0.09255547,0.20514508,0.20426156,0.1587362,0.15778728,0.21345486,0.25533178,0.21468991
20320000,20240000,1.306086,2.8230448,-2.5625105,-1.2363406,0.051652044,1.2561662,2.4516616,-0.14520483,0.059685748,0.20483418,0.09838767,-0.10648131,-0.048758186,-0.14778918,0.019979928,0.19986215,0.16705355,0.16107287,0.15882565,0.21164697,0.25298318,0.21547134
21320000,21240000,1.3350216,2.8452811,-2.5632443,-1.2405572,0.0482551,1.2567943,2.4539456,-0.09872432,0.06848849,0.19996187,0.11947251,-0.05536574,-0.043243513,-0.13727616,-0.0036668384,0.15410563,0.13658234,0.16320121,0.15961939,0.20988517,0.25093183,0.21636236
22320000,22240000,1.3174286,2.1425922,-2.6132975,-1.2015676,0.116211444,1.2584585,2.386312,-0.993791,-1.1457568,-0.43871874,0.08373761,-0.21784571,0.5377153,-0.2556024,-0.6007074,-0.072677046,0.60259223,0.11681436,0.11081592,0.21652612,0.32457057,0.23127306
23320000,23240000,1.4087031,0.6360534,-2.804576,-1.092717,0.35426438,1.3036554,2.1843665,-1.4264143,-1.7534947,-0.67501295,-0.10594392,-0.35455585,0.81536084,-0.4117882,-0.8151452,-0.13238853,0.6830723,0.01958792,0.011375706,0.14387693,0.5751892,0.24997026
24320000,24240000,1.418988,0.44189844,-2.8751879,-1.0486472,0.44178382,1.3212533,2.1172705,0.45250416,1.0182586,0.26031363,-0.21621199,-0.22604692,-0.67864645,0.16846403,0.5993862,0.27054152,-0.2500568,0.0090311095,0.0041599195,0.117168896,0.63151455,0.2381255
