timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
9516000,9516000,1310996,0.00135581,-0.0025144645,-0.007388856,11.832727,0,1
10516000,10516000,1310996,-0.001284524,-0.004141671,-0.0011110709,11.832727,0,1
11516000,11516000,1310996,0.0017661178,-0.008607373,0.0035484545,11.832727,0,1
12516000,12516000,1310996,-0.0051310025,-0.0076761404,-0.0006462157,11.832727,0,1
13516000,13516000,1310996,-0.0015621796,-0.0039263996,0.007371323,11.832727,0,1
14516000,14516000,1310996,0.12237142,0.18176198,0.017432252,11.832605,0,1
15516000,15516000,1310996,-0.014703785,-0.024161128,-0.008317028,11.830835,0,1
16516000,16516000,1310996,0.010122874,0.008133403,-0.0033481703,11.826746,0,1
17516000,17516000,1310996,0.006966266,-0.0012243969,-0.00029390887,11.821405,0,1
18516000,18516000,1310996,0.0022294344,-0.0018503757,-0.001469248,11.815119,0,1
19516000,19516000,1310996,0.0035103972,-0.00536879,0.0016554244,11.808466,0,1
20516000,20516000,1310996,-0.0038245434,-0.00075522286,-0.0011621023,11.801722,0,1
21516000,21516000,1310996,-0.26125956,-0.003677463,0.0015817995,11.795099,0,1
22516000,22516000,1310996,0.077106334,-0.009155906,-0.0008231147,11.794519,0,1
23516000,23516000,1310996,0.20002036,-0.013990688,-0.0033609997,11.794397,0,1
24516000,24516000,1310996,0.051529776,0.0011919474,0.0008133101,11.794397,0,1
25516000,25516000,1310996,-0.17117664,0.0034373677,-0.0009756159,11.794275,0,1
26516000,26516000,1310996,-0.2098261,0.0062380517,0.008475957,11.794062,0,1
27516000,27516000,1310996,-0.049012028,-0.007452276,0.001367583,11.793726,0,1
28516000,28516000,1310996,0.15594271,-0.021112159,0.0029780776,11.793665,0,1
29516000,29516000,1310996,0.19897142,-0.012450558,9.3323695e-05,11.7937565,0,1
30516000,30516000,1310996,0.076887324,0.013345584,0.0011168998,11.793879,0,1
31516000,31516000,1310996,-0.14102161,-0.0056799646,0.009832203,11.79394,0,1
32516000,32516000,1310996,-0.23880608,0.0107495105,0.0068662637,11.794092,0,1
33516000,33516000,1310996,-0.0837609,-0.017417438,0.001967222,11.794184,0,1
34516000,34516000,1310996,0.105898075,-0.0030857667,-0.0032596886,11.794184,0,1
35516000,35516000,1310996,0.22578318,-0.016324084,-0.0013104267,11.794336,0,1
36516000,36516000,1310996,0.126356,-0.00842571,0.0017943021,11.794367,0,1
37516000,37516000,1310996,-0.08328673,-0.007210703,0.0033095863,11.794123,0,1
38516000,38516000,1310996,-0.21832779,0.002660542,0.0057046455,11.79394,0,1
39516000,39516000,1310996,-0.13826177,-0.0050384453,-0.0030746392,11.793634,0,1
40516000,40516000,1310996,0.038790874,-0.0014189192,-0.0001431714,11.79336,0,1
41516000,41516000,1310996,0.20365822,-0.024419026,-0.0043082284,11.793299,0,1
42516000,42516000,1310996,0.17815235,-0.0074486886,-0.00095650594,11.79339,0,1
43516000,43516000,1310996,-0.027788522,-0.0030311858,-0.001016809,11.79339,0,1
44516000,44516000,1310996,-0.19578917,0.0028971774,-0.005052266,11.793482,0,1
45516000,45516000,1310996,-0.17541434,0.002361687,0.00515246,11.793482,0,1
46516000,46516000,1310996,-0.014378858,0.0016477588,-0.0018825332,11.793329,0,1
47516000,47516000,1310996,0.17362888,-0.024308136,0.001825854,11.79339,0,1
48516000,48516000,1310996,0.20476094,-0.008353421,-0.003021673,11.793543,0,1
49516000,49516000,1310996,0.02593794,-0.010542971,0.0012182196,11.793543,0,1
50516000,50516000,1310996,-0.15250206,-0.003185317,0.0012060204,11.793512,0,1
51516000,51516000,1310996,-0.20059806,-0.0011162063,-0.0013995908,11.793543,0,1
52516000,52516000,1310996,-0.059690967,-0.0027381314,-0.0037790248,11.793512,0,1
53516000,53516000,1310996,0.13292912,-0.010311706,-0.0019790947,11.793421,0,1
54516000,54516000,1310996,0.22862466,-0.019708922,-0.004190273,11.793573,0,1
55516000,55516000,1310996,0.07829743,-0.011818248,-0.004533968,11.7937565,0,1
56516000,56516000,1310996,-0.11162325,0.0032409532,0.0016133575,11.793909,0,1
57516000,57516000,1310996,-0.22109719,-0.0045438097,-0.0024675082,11.794031,0,1
