timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
9284000,9284000,0.68872684,0.0014289287,-0.012880532,0.72490513,0.99999994,9.313226e-10,-1.9790605e-09,-0.00030446053,2
9784000,9784000,0.6897133,0.0012109623,-0.012918179,0.7239664,0.99999994,9.313226e-10,-1.9790605e-09,-0.00030446053,2
10280000,10280000,0.6898566,0.0011250593,-0.01287581,0.7238307,0.99999994,9.313226e-10,-1.9790605e-09,-0.00030446053,2
10784000,10784000,0.6907043,0.0010707557,-0.012768604,0.72302383,0.99999994,9.313226e-10,-1.9790605e-09,-0.00030446053,2
11284000,11284000,0.6912148,0.00097118283,-0.0125075225,0.72254044,0.99999994,9.313226e-10,-1.9790605e-09,-0.00030446053,2
11784000,11784000,0.6915185,0.0009497114,-0.01239394,0.7222519,0.99999994,9.313226e-10,-1.9790605e-09,-0.00030446053,2
12284000,12284000,0.69189936,0.000828805,-0.012112815,0.7218919,0.99999994,9.313226e-10,-1.9790605e-09,-0.00030446053,2
12784000,12784000,0.6924993,0.0006229846,-0.011984689,0.72131884,0.99999994,9.313226e-10,-1.9790605e-09,-0.00030446053,2
13284000,13284000,0.6926866,0.000569526,-0.011939016,0.72113967,0.99999994,9.313226e-10,-1.9790605e-09,-0.00030446053,2
13784000,13784000,0.69275796,0.00043845273,-0.01200436,0.7210702,0.99999994,9.313226e-10,-1.9790605e-09,-0.00030446053,2
14284000,14284000,0.69248563,0.0044858255,-0.0066537736,0.721387,0.99999994,9.313226e-10,-1.9790605e-09,-0.00030446053,2
14784000,14784000,0.68933845,6.195304e-05,0.006447114,0.7244108,0.99999994,9.313226e-10,-1.9790605e-09,-0.00030446053,2
15284000,15284000,0.6900484,-0.00023040823,-0.017597731,0.72354925,0.99999994,9.313226e-10,-1.9790605e-09,-0.00030446053,2
15784000,15784000,0.69061285,-0.0005187359,-0.02322759,0.72285146,0.99999994,9.313226e-10,-1.9790605e-09,-0.00030446053,2
16284000,16284000,0.6912138,-0.0006992773,-0.021089949,0.72234225,0.99999994,9.313226e-10,-1.9790605e-09,-0.00030446053,2
16784000,16784000,0.6912988,-0.00069138466,-0.016775358,0.722374,0.99999994,9.313226e-10,-1.9790605e-09,-0.00030446053,2
17284000,17284000,0.69153076,-0.00019047361,-0.013916792,0.722213,0.99999994,9.313226e-10,-1.9790605e-09,-0.00030446053,2
17780000,17780000,0.69356173,-9.9273675e-05,-0.012455066,0.7202896,0.99999946,9.313226e-10,-1.0768417e-09,-0.001031965,3
18284000,18284000,0.6931881,0.0004945997,-0.010623371,0.7206784,0.99999946,9.313226e-10,-1.0768417e-09,-0.001031965,3
18784000,18784000,0.6925,0.0007366695,-0.009900456,0.7213496,0.99999946,9.313226e-10,-1.0768417e-09,-0.001031965,3
19284000,19284000,0.6930255,0.0007402364,-0.008655887,0.7208608,0.99999946,9.313226e-10,-1.0768417e-09,-0.001031965,3
19784000,19784000,0.69288653,-0.00020485962,-0.007859306,0.72100383,0.99999946,9.313226e-10,-1.0768417e-09,-0.001031965,3
20284000,20284000,0.6928934,-0.00075919577,-0.009398218,0.72097844,0.99999946,9.313226e-10,-1.0768417e-09,-0.001031965,3
20780000,20780000,0.6932283,-0.00056639547,-0.009964575,0.72064894,0.99999946,9.313226e-10,-1.0768417e-09,-0.001031965,3
21284000,21284000,0.6931232,-0.0009506831,-0.009975756,0.7207495,0.99999946,9.313226e-10,-1.0768417e-09,-0.001031965,3
