timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
8288000,8208000,1310996,-0.0012647074,-0.0059239636,-0.00016389048,0.34906584,7.832236e-07,7.648227e-07,0.0001740572,1310996,-0.0030818062,0.0033057616,-0.12730476,0.4,0.034628145,0.03463168,0.00078099885,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
9288000,9208000,1310996,-0.0012913083,-0.005872904,-0.00021957626,0.34906584,6.2045433e-07,6.072518e-07,0.00012030199,1310996,-0.0025847834,0.0038160875,-0.12764646,0.4,0.034612577,0.03461561,0.0007811938,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
9536000,9456000,1310996,-0.0012235078,-0.00589807,0.00021663801,0.34906584,5.6151276e-07,5.5110604e-07,0.000109055865,1310996,-0.0026164541,0.003077778,-0.1267255,0.4,0.034605905,0.034608703,0.000781201,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
10536000,10456000,1310996,-0.0012116662,-0.0059340014,0.00039387008,0.34906584,4.6902443e-07,4.6218776e-07,7.9302255e-05,1310996,-0.0030068248,0.0029723053,-0.1269598,0.4,0.034593042,0.034596547,0.0007812506,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
11408000,11328000,1310996,-0.0012389828,-0.005966853,0.0007158299,0.34906584,3.8964365e-07,3.8435044e-07,6.1826766e-05,1310996,-0.0032290658,0.0035250448,-0.12780291,0.4,0.034578234,0.03458243,0.00078124576,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
12408000,12328000,1310996,-0.0012295102,-0.0059684017,0.0009405874,0.34906584,3.5525852e-07,3.5126206e-07,4.7346733e-05,1310996,-0.0032298805,0.003474994,-0.12706712,0.4,0.034572497,0.034576602,0.00078125234,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
13408000,13328000,1310996,-0.001230428,-0.0059684133,0.0009281497,0.34906584,3.5771723e-07,3.5462182e-07,3.70503e-05,1310996,-0.0032308507,0.003484729,-0.12702453,0.4,0.03457234,0.034576453,0.0007812492,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
14408000,14328000,1310996,-0.0012438161,-0.005966474,0.0007566066,0.34906584,3.508099e-07,3.483531e-07,2.953537e-05,1310996,-0.003181787,0.0035988544,-0.12688895,0.4,0.0345702,0.03457439,0.0007812487,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
15408000,15328000,1310996,-0.0012579471,-0.0059657483,0.0007909685,0.34906584,3.3816215e-07,3.3623118e-07,2.3921462e-05,1310996,-0.003246019,0.0042228117,-0.12658684,0.4,0.034547973,0.034551583,0.00078124856,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
15912000,15832000,1310996,-0.0012865432,-0.00597469,0.00082070206,0.34906584,3.1540918e-07,3.1364934e-07,2.1645512e-05,1310996,-0.003963611,0.005794418,-0.12585895,0.4,0.034474872,0.034477595,0.00078124576,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
16312000,16232000,1310996,-0.0013054423,-0.0059782593,0.000756088,0.34906584,3.0394452e-07,3.022762e-07,2.0187586e-05,1310996,-0.004338592,0.0067196684,-0.12577908,0.4,0.03443047,0.03443278,0.00078124576,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
17120000,17040000,1310996,-0.0013370517,-0.005993136,0.00073060195,0.34906584,2.8219003e-07,2.807201e-07,1.7413142e-05,1310996,-0.0053678732,0.008241674,-0.1256996,0.4,0.03435312,0.034355097,0.00078124576,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
17912000,17832000,1310996,-0.0013521702,-0.006001622,0.0006399898,0.34906584,2.6921796e-07,2.6779782e-07,1.6531823e-05,1310996,-0.0041443226,0.0072554736,-0.124713644,0.4,0.03237118,0.03237395,0.00078124576,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
18312000,18232000,1310996,-0.0013546734,-0.0060003223,0.00063636055,0.34906584,2.6894625e-07,2.675176e-07,1.6528738e-05,1310996,-0.0054778378,0.0055811903,-0.12339606,0.4,0.028429953,0.02843243,0.00078124576,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
18712000,18632000,1310996,-0.001355813,-0.0059989314,0.0006274922,0.34906584,2.705672e-07,2.691369e-07,1.6521364e-05,1310996,-0.0075056283,0.0065081734,-0.122940235,0.4,0.024773704,0.024775501,0.00078124576,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
19112000,19032000,1310996,-0.001357399,-0.005998528,0.00062387827,0.34906584,2.725265e-07,2.710978e-07,1.6510605e-05,1310996,-0.009681486,0.009559031,-0.12226765,0.4,0.02230384,0.022305124,0.00078124576,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
19512000,19432000,1310996,-0.0013578766,-0.0059988354,0.0006179731,0.34906584,2.7446026e-07,2.730347e-07,1.6488797e-05,1310996,-0.011710796,0.006982279,-0.12110351,0.4,0.020781163,0.020782186,0.00078124576,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
20312000,20232000,1310996,-0.0013602477,-0.005997761,0.00059551693,0.34906584,2.7849927e-07,2.7708174e-07,1.6420523e-05,1310996,-0.0113217775,0.0072290893,-0.11972088,0.4,0.019236546,0.019237246,0.00078124576,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
20712000,20632000,1310996,-0.001360905,-0.0059990203,0.0006052261,0.34906584,2.8074908e-07,2.793368e-07,1.6364818e-05,1310996,-0.012602259,0.0071686665,-0.11932319,0.4,0.01883751,0.018838087,0.00078124576,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
21112000,21032000,1310996,-0.0013608004,-0.0060001714,0.0005993302,0.34906584,2.8319724e-07,2.8178965e-07,1.6307737e-05,1310996,-0.0138083575,0.006143983,-0.11880969,0.4,0.018563576,0.018564086,0.00078124576,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
21512000,21432000,1310996,-0.0013613127,-0.006000536,0.00060427707,0.34906584,2.8581377e-07,2.844129e-07,1.6224278e-05,1310996,-0.013883107,0.006016071,-0.11727735,0.4,0.01831181,0.018312251,0.00078124576,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
21912000,21832000,1310996,-0.001360173,-0.00600042,0.0005940269,0.34906584,2.8858287e-07,2.8719703e-07,1.6142678e-05,1310996,-0.013718772,0.0036227128,-0.11680433,0.4,0.018025717,0.018027633,0.00078124576,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
22312000,22232000,1310996,-0.001359089,-0.0060010273,0.00062420446,0.34906584,2.9150232e-07,2.9014123e-07,1.602652e-05,1310996,-0.01376964,0.002138252,-0.11599121,0.4,0.017846318,0.017852657,0.00078124576,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
22712000,22632000,1310996,-0.0013599002,-0.0060006115,0.00059982005,0.34906584,2.9452326e-07,2.931755e-07,1.5915703e-05,1310996,-0.0138627235,0.0033239324,-0.115141355,0.4,0.017717406,0.017727375,0.00078124576,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
23512000,23432000,1310996,-0.0013579936,-0.0060005514,0.00058627577,0.34906584,3.0057794e-07,2.99248e-07,1.5602269e-05,1310996,-0.0134222675,0.005298907,-0.1138654,0.4,0.017559065,0.017567655,0.00078124576,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
23912000,23832000,1310996,-0.0013543527,-0.0059996555,0.00058419764,0.34906584,3.0346158e-07,3.0220482e-07,1.5430078e-05,1310996,-0.013842923,0.0065690004,-0.11307687,0.4,0.017512424,0.017519416,0.00078124576,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
24312000,24232000,1310996,-0.001347937,-0.0059985155,0.0005950851,0.34906584,3.0609772e-07,3.0502477e-07,1.5174508e-05,1310996,-0.014199496,0.007806248,-0.112636834,0.4,0.017480401,0.017487975,0.00078124576,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
24712000,24632000,1310996,-0.0013394324,-0.0059949,0.0006615545,0.34906584,3.0833806e-07,3.0763675e-07,1.4878248e-05,1310996,-0.015138155,0.00852498,-0.11173927,0.4,0.017343134,0.017371396,0.00078124576,197388,-0.0004176846,7.774064e-05,0.0008630619,0.5,0.0012746269,0.0016713182,0.0016667584,1,0,1,0,1,0
24776000,24696000,1310996,-0.001339189,-0.005994625,0.00067056355,0.34906584,3.088334e-07,3.0813976e-07,1.4869384e-05,1310996,-0.0145617975,0.0084705185,-0.111754216,0.4,0.017305065,0.01735161,0.00078124576,197388,0.0014164195,0.00014810088,-3.0047318e-05,0.5,0.00087686384,0.0015066948,0.0015000893,1,0,1,0,1,0
