timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
9024000,9024000,1310996,1310996,-3.9569263e-06,-2.5959134e-05,4.314797e-06,-0.00084476854,0.0006452465,-0.039788008,4000,4000,0,0,0
9524000,9524000,1310996,1310996,3.1955044e-06,-1.0141737e-05,-1.1064433e-06,-0.0008402027,0.0006903821,-0.03970786,4000,4000,0,0,0
10024000,10024000,1310996,1310996,-1.8139473e-05,-1.785918e-05,-4.2633983e-06,-0.00083545985,0.00063824054,-0.0396961,4000,4000,0,0,0
10520000,10520000,1310996,1310996,-3.3886752e-06,-2.3375816e-05,-1.942855e-06,-0.00072361744,0.0006889129,-0.039615966,4000,4000,0,0,0
11024000,11024000,1310996,1310996,-1.46779375e-05,-2.0748723e-05,3.368882e-06,-0.0006909495,0.000673035,-0.03974712,4000,4000,0,0,0
11520000,11520000,1310996,1310996,-4.534786e-06,-2.5770554e-05,5.853673e-06,-0.00069958984,0.0005822909,-0.039762504,4000,4000,0,0,0
12024000,12024000,1310996,1310996,6.705258e-06,-2.3668224e-05,-9.885176e-06,-0.0007719152,0.0006528204,-0.03977466,4000,4000,0,0,0
12524000,12524000,1310996,1310996,-2.8946497e-06,-1.5735111e-05,1.22684105e-05,-0.0006717416,0.0005761682,-0.03971287,4000,4000,0,0,0
13024000,13024000,1310996,1310996,9.136999e-06,-1.0781246e-05,-2.3397354e-06,-0.00078272534,0.0006414448,-0.039719433,4000,4000,0,0,0
13524000,13524000,1310996,1310996,3.4483335e-06,-1.1232818e-05,-6.8974073e-06,-0.000661878,0.00068212685,-0.039716806,4000,4000,0,0,0
14024000,14024000,1310996,1310996,-2.1063639e-05,-3.3065102e-05,4.8945362e-06,-0.00078288344,0.00074172,-0.039642,4000,4000,0,0,0
14524000,14524000,1310996,1310996,0.0004480433,0.0007131657,6.9490896e-05,-0.0005178633,0.000579562,-0.04047629,4000,4000,0,0,0
15024000,15024000,1310996,1310996,-0.00024186025,-0.00021571631,-9.4497655e-06,-0.00041454262,0.00048553976,-0.04128116,4000,4000,0,0,0
15524000,15524000,1310996,1310996,-5.498878e-05,-8.2451865e-05,-2.0458978e-05,-0.0005937932,0.0005095914,-0.04121628,4000,4000,0,0,0
16024000,16024000,1310996,1310996,3.577218e-05,-1.2866171e-05,4.5997126e-06,-0.0005327556,0.0006078998,-0.040672418,4000,4000,0,0,0
16524000,16524000,1310996,1310996,3.8683334e-05,1.5746868e-05,-9.955081e-06,-0.00076722726,0.0007253205,-0.0405335,4000,4000,0,0,0
