timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
9540000,9540000,1311004,-0.21065246,0.20931458,-9.962919,11.832727,0,0,0,0,1
10540000,10540000,1311004,-0.1795014,0.20194098,-9.890147,11.832727,0,0,0,0,1
11540000,11540000,1311004,-0.14070627,0.19467176,-9.930062,11.832727,0,0,0,0,1
12540000,12540000,1311004,-0.23217161,0.1655977,-9.935985,11.832727,0,0,0,0,1
13540000,13540000,1311004,-0.13339674,0.12585498,-9.928977,11.832727,0,0,0,0,1
14540000,14540000,1311004,-0.20570742,0.13463935,-10.11634,11.832575,0,0,0,0,1
15540000,15540000,1311004,-0.16203567,0.11764274,-10.234546,11.830744,0,0,0,0,1
16540000,16540000,1311004,-0.18002494,0.19467638,-10.135337,11.826624,0,0,0,0,1
17540000,17540000,1311004,-0.17027894,0.18782876,-9.998407,11.821131,0,0,0,0,1
18540000,18540000,1311004,-0.19822441,0.24465454,-9.941174,11.814966,0,0,0,0,1
19540000,19540000,1311004,-0.16254021,0.16515453,-9.941302,11.808313,0,0,0,0,1
20540000,20540000,1311004,-0.16772512,0.19493458,-9.949924,11.801386,0,0,0,0,1
21540000,21540000,1311004,-0.13472408,0.14086027,-6.871997,11.795038,0,0,0,0,1
22540000,22540000,1311004,-0.1885353,0.48035178,-9.768959,11.794519,0,0,0,0,1
23540000,23540000,1311004,-0.16573256,0.5737733,-9.912984,11.794397,0,0,0,0,1
24540000,24540000,1311004,-0.12929039,-0.028187072,-10.08276,11.794397,0,0,0,0,1
25540000,25540000,1311004,-0.22653891,-0.49088168,-9.93948,11.794275,0,0,0,0,1
26540000,26540000,1311004,-0.1982584,-0.3011471,-9.953885,11.794062,0,0,0,0,1
27540000,27540000,1311004,-0.1952331,0.31009665,-10.058346,11.793726,0,0,0,0,1
28540000,28540000,1311004,-0.1926107,0.8110631,-9.85403,11.793665,0,0,0,0,1
29540000,29540000,1311004,-0.220134,0.7447089,-9.915342,11.7937565,0,0,0,0,1
30540000,30540000,1311004,-0.23715906,0.13265403,-10.11072,11.793879,0,0,0,0,1
31540000,31540000,1311004,-0.2774572,-0.46406823,-9.910999,11.79394,0,0,0,0,1
32540000,32540000,1311004,-0.1962932,-0.48170626,-9.826766,11.794092,0,0,0,0,1
33540000,33540000,1311004,-0.17771523,0.16133672,-10.131239,11.794184,0,0,0,0,1
34540000,34540000,1311004,-0.16484317,0.7286094,-9.89867,11.794184,0,0,0,0,1
35540000,35540000,1311004,-0.21877128,0.90422213,-9.892194,11.794336,0,0,0,0,1
36540000,36540000,1311004,-0.21765123,0.2850889,-10.046269,11.794367,0,0,0,0,1
37540000,37540000,1311004,-0.27978522,-0.24976538,-9.945247,11.794123,0,0,0,0,1
38540000,38540000,1311004,-0.2356919,-0.59777063,-9.882084,11.79394,0,0,0,0,1
39540000,39540000,1311004,-0.2133149,-0.10855782,-10.059845,11.793634,0,0,0,0,1
40540000,40540000,1311004,-0.20907252,0.59490347,-9.893596,11.793329,0,0,0,0,1
41540000,41540000,1311004,-0.19717252,0.8844136,-9.7880535,11.793299,0,0,0,0,1
