timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
9276000,9276000,0.6893287,0.0015124971,-0.012577785,0.724338,0.99999994,9.313226e-10,-1.9790605e-09,-0.00030446053,2
9780000,9780000,0.69025606,0.0012366562,-0.012641698,0.72345376,0.99999994,9.313226e-10,-1.9790605e-09,-0.00030446053,2
10280000,10280000,0.69035816,0.0011289341,-0.012614544,0.72335696,0.99999994,9.313226e-10,-1.9790605e-09,-0.00030446053,2
10780000,10780000,0.69116384,0.0011058539,-0.012494212,0.7225893,0.99999994,9.313226e-10,-1.9790605e-09,-0.00030446053,2
11280000,11280000,0.6916483,0.0009990811,-0.012226998,0.7221303,0.99999994,9.313226e-10,-1.9790605e-09,-0.00030446053,2
11776000,11776000,0.6919375,0.00095849327,-0.012105283,0.72185534,0.99999994,9.313226e-10,-1.9790605e-09,-0.00030446053,2
12280000,12280000,0.69229496,0.0008372813,-0.011829626,0.72151726,0.99999994,9.313226e-10,-1.9790605e-09,-0.00030446053,2
12780000,12780000,0.6928869,0.00064000767,-0.011684578,0.7209513,0.99999994,9.313226e-10,-1.9790605e-09,-0.00030446053,2
13276000,13276000,0.69306326,0.00056970783,-0.011645296,0.7207825,0.99999994,9.313226e-10,-1.9790605e-09,-0.00030446053,2
13780000,13780000,0.6931378,0.00045288284,-0.011686934,0.72071016,0.99999994,9.313226e-10,-1.9790605e-09,-0.00030446053,2
14280000,14280000,0.6928704,0.0044088056,-0.0065517393,0.72101897,0.99999994,9.313226e-10,-1.9790605e-09,-0.00030446053,2
14780000,14780000,0.6896988,5.285284e-05,0.0072147003,0.7240604,0.99999994,9.313226e-10,-1.9790605e-09,-0.00030446053,2
15276000,15276000,0.6904059,-0.00019370292,-0.017081343,0.7232206,0.99999994,9.313226e-10,-1.9790605e-09,-0.00030446053,2
15780000,15780000,0.69097614,-0.00049273286,-0.022905016,0.7225145,0.99999994,9.313226e-10,-1.9790605e-09,-0.00030446053,2
