timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
24292000,24231636,197388,-0.005091136,-0.20197666,0.43662155,0
24304000,24304000,197388,-0.010201808,-0.20885056,0.43163788,0
24432000,24375272,197388,-0.0021581978,-0.21254471,0.43114126,0
24448000,24448000,197388,-0.003780246,-0.21718554,0.42882413,0
24580000,24519636,197388,-0.0034323297,-0.22356784,0.4268399,0
24592000,24592000,197388,-0.008541137,-0.23501435,0.4249759,0
24720000,24663636,197388,-0.0031104963,-0.237821,0.41892585,0
24736000,24736000,197388,0.0002991808,-0.24263452,0.4121152,0
24868000,24808000,197388,-0.0014204123,-0.24809559,0.4110179,0
24880000,24880000,197388,-0.0031997873,-0.24979275,0.41400713,0
25012000,24952000,197388,-0.002538783,-0.25738224,0.4064211,0
25024000,25024000,197388,-0.009024664,-0.26114225,0.403311,0
25156000,25095636,197388,-0.0023972103,-0.26680315,0.39919543,0
25168000,25168000,197388,0.00088147214,-0.2724672,0.39545494,0
25300000,25239636,197388,-0.00057993317,-0.27605727,0.39522046,0
25312000,25312000,197388,-0.0016725039,-0.27994815,0.3928217,0
25444000,25383636,197388,-0.0025716438,-0.28325832,0.38934743,0
25456000,25456000,197388,-0.0011339424,-0.28016758,0.3897226,0
25588000,25527272,197388,-0.0003340768,-0.2849657,0.38505754,0
25596000,25596000,197388,-0.0009310472,-0.29301894,0.38645855,0
25720000,25665200,197388,-0.00031535054,-0.29192272,0.38294572,0
25732000,25732000,197388,-0.004202951,-0.28610462,0.39166465,0
25864000,25804000,197388,0.00074263086,-0.29157948,0.3826275,0
25876000,25876000,197388,0.004424808,-0.28638792,0.3807474,0
26004000,25946909,197388,0.0023431573,-0.2920199,0.38400158,0
26020000,26020000,197388,0.0035670435,-0.29120773,0.39006445,0
26152000,26092000,197388,0.0025389057,-0.29051867,0.3851161,0
26164000,26164000,197388,0.007918253,-0.29043704,0.38534164,0
26296000,26236000,197388,0.001460004,-0.2873314,0.38402736,0
26308000,26308000,197388,0.0043198057,-0.28847095,0.38391536,0
26440000,26379636,197388,0.004694713,-0.2836012,0.38802725,0
26452000,26452000,197388,0.0006461235,-0.28341174,0.39101672,0
26584000,26523272,197388,0.0046832575,-0.2780151,0.3935182,0
26596000,26596000,197388,0.0040095123,-0.27074122,0.3958134,0
26728000,26666909,197388,0.004524641,-0.27116606,0.39768904,0
26740000,26740000,197388,0.008297332,-0.269871,0.40041962,0
26872000,26811272,197388,0.0070274463,-0.26128447,0.4005823,0
26884000,26884000,197388,0.008791858,-0.2562335,0.4071217,0
27016000,26956000,197388,0.008231544,-0.25472894,0.4083859,0
27028000,27028000,197388,0.0066697593,-0.2477567,0.41504785,0
27160000,27099636,197388,0.0074856724,-0.24101207,0.41371584,0
27172000,27172000,197388,0.0017253949,-0.23519962,0.41652375,0
27304000,27244000,197388,0.008096834,-0.23079632,0.4223555,0
27312000,27312000,197388,0.00769374,-0.22639392,0.4198676,0
27432000,27381600,197388,0.007978124,-0.21724711,0.4311823,0
27460000,27454000,197388,0.0048215874,-0.2110321,0.4311974,0
27580000,27526000,197388,0.009561,-0.20755832,0.4356981,0
27604000,27598000,197388,0.0074208914,-0.19585821,0.4377854,0
27724000,27670000,197388,0.0049853786,-0.19456431,0.43719697,0
27744000,27740000,197388,0.006904741,-0.18617338,0.4401229,0
27856000,27807111,197388,0.0032979466,-0.18051845,0.4427635,0
27892000,27878666,197388,0.007214901,-0.17471302,0.44611225,0
28000000,27951111,197388,0.0025913166,-0.16956836,0.45043162,0
28036000,28022666,197388,0.0018948666,-0.16220227,0.45242697,0
28132000,28089500,197388,0.0035847386,-0.15785462,0.45343804,0
