timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_type_parachute,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy,parachute_system_healthy
8784000,4000.0,0.14069158,2324.7012,0.0,398,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10036000,4000.0,0.14069158,2184.263,0.0,462,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11036000,4000.0,0.14069158,2323.7053,0.0,518,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11292000,4000.0,0.14069158,2173.307,0.0,535,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12552000,4000.0,0.14069158,2358.566,0.0,604,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13808000,4000.0,0.14069158,2227.0918,0.0,672,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15068000,4000.0,0.14069158,2506.9722,0.0,749,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16068000,4000.0,0.14069158,2137.4502,0.0,802,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16320000,4000.0,0.14069158,2137.4502,0.0,820,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17580000,4000.0,0.14069158,2267.9285,0.0,886,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18832000,4000.0,0.14069158,2229.0837,0.0,957,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20088000,4000.0,0.14069158,2393.4263,0.0,1028,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21088000,4000.0,0.14069158,2086.6536,0.0,1079,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21344000,4000.0,0.14069158,2086.6536,0.0,1094,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22604000,4000.0,0.14069158,2432.271,0.0,1167,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23856000,4000.0,0.14069158,2191.235,0.0,1235,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25108000,4000.0,0.14069158,2227.0918,0.0,1306,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26108000,4000.0,0.14069158,2137.4502,0.0,1358,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26360000,4000.0,0.14069158,2137.4502,0.0,1376,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27620000,4000.0,0.14069158,2397.4104,0.0,1446,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
