timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_type_parachute,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy,parachute_system_healthy
8504000,4000000.0,1.0,15646.415,0.0,2955,0,799.80084,245,253,0,0,0,1.0326531,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9500000,4000000.0,1.0,15753.984,0.0,3317,0,729.0837,271,253,0,0,0,0.9335793,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10496000,4000000.0,1.0,15726.096,0.0,3678,0,593.6255,298,253,0,0,0,0.8489933,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11492000,4000000.0,1.0,15669.323,0.0,4040,0,642.4303,330,253,0,0,0,0.76666665,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12492000,4000000.0,1.0,15675.299,0.0,4405,0,845.61755,365,253,0,0,0,0.6931507,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13492000,4000000.0,1.0,15620.519,0.0,4767,0,776.89246,397,253,0,0,0,0.63727957,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14480000,4000000.0,1.0,15574.701,0.0,5126,0,799.80084,435,253,0,0,0,0.5816092,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15476000,4000000.0,1.0,15714.144,0.0,5485,0,708.16736,461,253,0,0,0,0.54880697,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16476000,4000000.0,1.0,15637.45,0.0,5847,0,593.6255,486,254,0,0,0,0.52263373,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17464000,4000000.0,1.0,15540.837,0.0,6207,0,616.5339,513,508,0,0,0,0.9902534,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
