timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
8932000,8932000,197644,0.014278377,-0.22166593,0.4266121,11.832727,0
9940000,9940000,197644,0.010239372,-0.21253677,0.4295995,11.832727,0
10936000,10936000,197644,0.0154527705,-0.21422665,0.4255607,11.832727,0
11932000,11932000,197644,0.0035647636,-0.20884864,0.4333961,11.832727,0
12936000,12936000,197644,0.013074199,-0.21787468,0.43007976,11.832727,0
13936000,13936000,197644,-0.0028727576,-0.21073651,0.4386612,11.832514,0
14932000,14932000,197644,0.00903435,-0.22537304,0.43377048,11.829737,0
15940000,15940000,197644,0.0054136515,-0.21682815,0.4264955,11.824396,0
16936000,16936000,197644,0.004964742,-0.21863379,0.43448526,11.817743,0
17928000,17928000,197644,0.010358793,-0.21850921,0.4235364,11.810236,0
18940000,18940000,197644,0.0061183907,-0.20998815,0.42781648,11.801813,0
19936000,19936000,197644,-0.0021705516,-0.21359256,0.4332032,11.793543,0
20944000,20944000,197644,0.0051883557,-0.21625479,0.43449605,11.791376,0
21940000,21940000,197644,0.0024707161,-0.15649684,0.45827624,11.790979,0
22936000,22936000,197644,0.00034366344,-0.116917565,0.46927783,11.7903385,0
23932000,23932000,197644,-0.0033105258,-0.17476395,0.44733232,11.788538,0
24940000,24940000,197644,0.00014360924,-0.25483894,0.406364,11.788416,0
25936000,25936000,197644,0.0065670717,-0.28886893,0.39044815,11.788874,0
26932000,26932000,197644,0.0046382844,-0.2524555,0.4105575,11.78924,0
27936000,27936000,197644,0.010520308,-0.17385072,0.44834346,11.789576,0
28936000,28936000,197644,-0.0011863599,-0.12440304,0.4668471,11.789972,0
29944000,29944000,197644,-0.006534771,-0.14929505,0.45701295,11.7902775,0
30940000,30940000,197644,-0.0020488643,-0.23560743,0.4176285,11.79043,0
31936000,31936000,197644,-0.0050592287,-0.28860527,0.38204306,11.790613,0
32932000,32932000,197644,-0.0011111024,-0.26918265,0.39154297,11.790796,0
33940000,33940000,197644,-0.002537884,-0.19990675,0.44238293,11.790918,0
34936000,34936000,197644,-0.003487859,-0.13141367,0.46521798,11.791132,0
35932000,35932000,197644,-0.008858686,-0.14080103,0.45640785,11.791132,0
36940000,36940000,197644,0.0006354612,-0.21593054,0.43154678,11.790857,0
37936000,37936000,197644,-0.002763055,-0.27896369,0.39048183,11.790674,0
38928000,38928000,197644,-0.007219719,-0.28938416,0.386365,11.790552,0
39940000,39940000,197644,-0.014369222,-0.21234119,0.42683896,11.7904,0
40936000,40936000,197644,-0.0054072333,-0.14250083,0.46198165,11.7902775,0
41944000,41944000,197644,-0.015542178,-0.124798924,0.46181056,11.790186,0
42940000,42940000,197644,-0.014660832,-0.18925086,0.43537006,11.789972,0
43936000,43936000,197644,-0.0051093656,-0.2647114,0.39780748,11.789789,0
