timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
8264000,47.39775080682979,8.545607409265138,488.06284,0.00075943884,0.008224211,0.025247402,1.619568,1,1,1,0
11924000,47.39775079057005,8.545607410858578,488.0675,-0.001048562,0.008344146,0.02056185,1.6183805,1,1,1,0
16208000,47.39775079057005,8.545607410858578,488.0675,-0.001048562,0.008344146,0.02056185,1.6120131,1,1,1,0
234392000,47.39730649737438,8.545588480818164,488.04086,-49.404198,-1.4165014,0.04720298,1.5755497,1,1,1,0
