timestamp,timestamp_sample,device_id,pressure,temperature,error_count
139924000,139924000,6620172,95532.38,11.791101,0
140932000,140932000,6620172,95533.41,11.790918,0
141916000,141916000,6620172,95534.14,11.790888,0
142920000,142920000,6620172,95533.96,11.790918,0
143932000,143932000,6620172,95533.11,11.790918,0
144916000,144916000,6620172,95533.32,11.791132,0
145924000,145924000,6620172,95534.69,11.791376,0
146932000,146932000,6620172,95534.93,11.791559,0
147916000,147916000,6620172,95536.11,11.791925,0
148924000,148924000,6620172,95532.46,11.79217,0
149932000,149932000,6620172,95534.18,11.792292,0
150916000,150916000,6620172,95535.03,11.792353,0
151924000,151924000,6620172,95535.76,11.792383,0
152932000,152932000,6620172,95535.03,11.792353,0
153916000,153916000,6620172,95533.984,11.792414,0
154924000,154924000,6620172,95536.586,11.792383,0
155932000,155932000,6620172,95534.55,11.7922,0
156916000,156916000,6620172,95535.1,11.7920475,0
157924000,157924000,6620172,95534.83,11.792139,0
158932000,158932000,6620172,95534.19,11.7922,0
159916000,159916000,6620172,95535.305,11.792383,0
160924000,160924000,6620172,95536.59,11.792719,0
161932000,161932000,6620172,95535.41,11.792841,0
162916000,162916000,6620172,95538.16,11.792749,0
163924000,163924000,6620172,95535.195,11.792627,0
164932000,164932000,6620172,95535.13,11.792475,0
165916000,165916000,6620172,95533.94,11.792383,0
166920000,166920000,6620172,95535.586,11.792505,0
167932000,167932000,6620172,95536.65,11.792444,0
168916000,168916000,6620172,95535.99,11.792231,0
169924000,169924000,6620172,95534.61,11.792109,0
170932000,170932000,6620172,95537.2,11.7920475,0
171912000,171912000,6620172,95533.13,11.791956,0
172924000,172924000,6620172,95535.39,11.7920475,0
173932000,173932000,6620172,95534.75,11.792017,0
174916000,174916000,6620172,95535.31,11.791895,0
175924000,175924000,6620172,95533.75,11.791742,0
176932000,176932000,6620172,95534.695,11.79159,0
177916000,177916000,6620172,95533.33,11.791407,0
178924000,178924000,6620172,95532.68,11.791193,0
179932000,179932000,6620172,95533.68,11.791193,0
180916000,180916000,6620172,95532.65,11.791132,0
181924000,181924000,6620172,95532.59,11.79101,0
182932000,182932000,6620172,95532.1,11.791071,0
183916000,183916000,6620172,95532.55,11.791101,0
184924000,184924000,6620172,95534.266,11.791315,0
185932000,185932000,6620172,95532.9,11.791651,0
186916000,186916000,6620172,95534.24,11.791925,0
187924000,187924000,6620172,95535.23,11.791925,0
188932000,188932000,6620172,95534.07,11.791956,0
189916000,189916000,6620172,95533.97,11.791925,0
190924000,190924000,6620172,95533.22,11.791803,0
191932000,191932000,6620172,95534.02,11.791712,0
192916000,192916000,6620172,95535.16,11.791651,0
193924000,193924000,6620172,95534.625,11.791498,0
194932000,194932000,6620172,95533.19,11.791407,0
195916000,195916000,6620172,95534.195,11.791376,0
196924000,196924000,6620172,95533.46,11.791376,0
197932000,197932000,6620172,95533.414,11.791468,0
198916000,198916000,6620172,95533.234,11.791651,0
199924000,199924000,6620172,95535.14,11.791681,0
200932000,200932000,6620172,95533.89,11.791651,0
201912000,201912000,6620172,95536.12,11.791834,0
202924000,202924000,6620172,95533.125,11.791956,0
203932000,203932000,6620172,95533.016,11.791986,0
204916000,204916000,6620172,95535.195,11.792109,0
205924000,205924000,6620172,95535.91,11.791986,0
206932000,206932000,6620172,95534.266,11.791773,0
