timestamp,timestamp_sample,x,y,z,r,flaps,aux1,aux2,aux3,aux4,aux5,aux6,valid,data_source,sticks_moving
14252000,14252000,0.0,0.0,0.85400003,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
14436000,14436000,0.0,0.0,0.85400003,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
14644000,14644000,0.0,0.0,0.85400003,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
14828000,14828000,0.0,0.0,0.85400003,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
15032000,15032000,0.0,0.0,0.85400003,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
15228000,15228000,0.0,0.0,0.85400003,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
15432000,15432000,0.0,0.0,0.85400003,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
15632000,15632000,0.0,0.0,0.85400003,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
15832000,15832000,0.0,0.0,0.85400003,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
16064000,16064000,0.0,0.0,0.85400003,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
16232000,16232000,0.0,0.0,0.85400003,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
16428000,16428000,0.0,0.0,0.85400003,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
16632000,16632000,0.0,0.0,0.85400003,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
16864000,16864000,0.0,0.0,0.85400003,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
17056000,17056000,0.0,0.0,0.85400003,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
17256000,17256000,0.0,0.0,0.85400003,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
17456000,17456000,0.0,0.0,0.85400003,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
17660000,17660000,0.0,0.0,0.85400003,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
17832000,17832000,0.0,0.0,0.85400003,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
18064000,18064000,0.0,0.0,0.85400003,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
18264000,18264000,0.0,0.0,0.85400003,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
18464000,18464000,0.0,0.0,0.85400003,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
18664000,18664000,0.0,0.0,0.85400003,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
18828000,18824000,0.0,0.0,0.85400003,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
19032000,19032000,0.0,0.0,0.85400003,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
19232000,19232000,0.0,0.0,0.85400003,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
19436000,19436000,0.0,0.0,0.85400003,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
19664000,19664000,0.0,0.0,0.85400003,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
19824000,19824000,0.0,0.0,0.791,0.083000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1
20064000,20064000,0.0,0.0,0.59300005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1
20264000,20264000,0.0,0.0,0.572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1
20464000,20460000,0.0,0.0,0.541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
20628000,20628000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
20828000,20828000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21024000,21024000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21264000,21264000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21464000,21464000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21664000,21664000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21832000,21832000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
22064000,22064000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
22260000,22260000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
22452000,22452000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
22636000,22636000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
22864000,22864000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
23056000,23056000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
23264000,23264000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
23452000,23452000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
23652000,23652000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
23844000,23844000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
24056000,24056000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
24252000,24252000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
24416000,24416000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
24636000,24636000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
24856000,24856000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
25064000,25064000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
25260000,25260000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
25460000,25460000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
25660000,25660000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
25860000,25860000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
26064000,26064000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
26228000,26228000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
26424000,26424000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
26660000,26660000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
26860000,26856000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
27056000,27056000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
27264000,27264000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
27420000,27420000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
27648000,27648000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
27864000,27864000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
28024000,28024000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
28260000,28260000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
28464000,28464000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
28664000,28664000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
28856000,28856000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
29020000,29020000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
29264000,29264000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
29464000,29464000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
29660000,29660000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
29856000,29856000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
30052000,30052000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
30248000,30248000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
30452000,30452000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
30652000,30652000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
30860000,30860000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
31056000,31056000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
31216000,31216000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
31420000,31420000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
31656000,31656000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
31848000,31848000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
32048000,32048000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
32248000,32244000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
32452000,32452000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
32652000,32652000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
32844000,32844000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
33048000,33048000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
33236000,33236000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
33444000,33444000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
33644000,33644000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
33852000,33852000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
34052000,34052000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
34248000,34248000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
34460000,34460000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
34648000,34648000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
34848000,34848000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
35056000,35056000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
35248000,35248000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
35444000,35444000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
35656000,35656000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
35856000,35856000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
36048000,36048000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
36252000,36252000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
36464000,36464000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
36656000,36656000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
36860000,36860000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
37052000,37052000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
37248000,37248000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
37452000,37452000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
37656000,37656000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
37860000,37860000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
38056000,38056000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
38260000,38260000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
38420000,38420000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
38652000,38652000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
38856000,38856000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
39048000,39048000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
39252000,39252000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
39456000,39456000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
39656000,39656000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
39844000,39844000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
40048000,40048000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
40244000,40244000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
40444000,40444000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
40652000,40652000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
40856000,40856000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
41056000,41056000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
41264000,41264000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
41456000,41456000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
41648000,41648000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
41860000,41860000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
42024000,42024000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
42256000,42256000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
42456000,42456000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
42652000,42652000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
42844000,42844000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
42924000,42924000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
43248000,43248000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
43452000,43452000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
43648000,43648000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
43852000,43852000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
44060000,44060000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
44256000,44256000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
44460000,44460000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
44648000,44648000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
44848000,44848000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
45040000,45036000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
45248000,45248000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
45444000,45444000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
45652000,45652000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
45856000,45856000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
46048000,46048000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
46236000,46236000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
46436000,46436000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
46648000,46648000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
46852000,46852000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
47056000,47056000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
47232000,47232000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
47432000,47432000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
47632000,47632000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
47844000,47844000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
48032000,48032000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
48232000,48228000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
48436000,48436000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
48628000,48628000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
48852000,48852000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
49048000,49048000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
49252000,49252000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
49444000,49444000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
49636000,49636000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
49840000,49840000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
50040000,50040000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
50264000,50264000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
50448000,50448000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
50648000,50648000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
50828000,50828000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
51032000,51032000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
51236000,51236000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
51436000,51436000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
51644000,51644000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
51844000,51844000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
52040000,52040000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
52248000,52248000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
52436000,52436000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
52648000,52648000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
52832000,52832000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
53036000,53036000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
53232000,53232000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
53464000,53464000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
53664000,53664000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
53864000,53864000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
54028000,54028000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
54232000,54232000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
54464000,54464000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
54636000,54636000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
54828000,54828000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
55040000,55040000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
55236000,55236000,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
