timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
8984000,8984000,1311004,-0.20235348,0.1832908,-9.922433,11.832727,0,0,0,0,1
9984000,9984000,1311004,-0.14355263,0.17358127,-9.900547,11.832727,0,0,0,0,1
10984000,10984000,1311004,-0.1831493,0.12669271,-9.9409485,11.832727,0,0,0,0,1
11984000,11984000,1311004,-0.13962401,0.19460092,-9.91734,11.832727,0,0,0,0,1
12984000,12984000,1311004,-0.12048228,0.15825954,-9.961648,11.832727,0,0,0,0,1
13984000,13984000,1311004,-0.1943088,0.13355398,-10.521537,11.832453,0,0,0,0,1
14984000,14984000,1311004,-0.10720417,0.14400612,-10.25762,11.829523,0,0,0,0,1
15984000,15984000,1311004,-0.15077664,0.137718,-10.191247,11.824244,0,0,0,0,1
16984000,16984000,1311004,-0.17810918,0.17634828,-10.083795,11.817377,0,0,0,0,1
17984000,17984000,1311004,-0.16549459,0.17728478,-9.936705,11.809656,0,0,0,0,1
18984000,18984000,1311004,-0.1542922,0.21436855,-9.939479,11.80163,0,0,0,0,1
19984000,19984000,1311004,-0.10546342,0.20815988,-8.296755,11.793146,0,0,0,0,1
20984000,20984000,1311004,-0.1997129,0.13124889,-9.818107,11.791346,0,0,0,0,1
21984000,21984000,1311004,-0.17036381,-0.12203214,-10.022695,11.790979,0,0,0,0,1
22984000,22984000,1311004,-0.13377143,-0.57385844,-10.315626,11.7902775,0,0,0,0,1
23984000,23984000,1311004,-0.17264017,-0.8004898,-9.462215,11.788507,0,0,0,0,1
24984000,24984000,1311004,-0.14071445,-0.48861715,-9.938513,11.788446,0,0,0,0,1
25984000,25984000,1311004,-0.0834165,0.19317175,-10.057263,11.788874,0,0,0,0,1
26984000,26984000,1311004,-0.13955888,0.6109923,-9.85388,11.78924,0,0,0,0,1
27984000,27984000,1311004,-0.24365242,0.3974694,-9.949645,11.789606,0,0,0,0,1
28984000,28984000,1311004,-0.21596985,-0.22190326,-9.994069,11.790003,0,0,0,0,1
29984000,29984000,1311004,-0.21721871,-0.7153934,-9.907619,11.7902775,0,0,0,0,1
30984000,30984000,1311004,-0.12220478,-0.5070919,-9.881661,11.79043,0,0,0,0,1
31984000,31984000,1311004,-0.21490175,0.061858606,-10.07895,11.790644,0,0,0,0,1
32984000,32984000,1311004,-0.2433794,0.599366,-9.968334,11.790796,0,0,0,0,1
33984000,33984000,1311004,-0.22329925,0.5503577,-9.873438,11.790918,0,0,0,0,1
34984000,34984000,1311004,-0.24868639,0.039383058,-10.091661,11.791132,0,0,0,0,1
35984000,35984000,1311004,-0.1700908,-0.5541667,-9.910869,11.791132,0,0,0,0,1
36984000,36984000,1311004,-0.16165456,-0.57399434,-9.874473,11.790857,0,0,0,0,1
37984000,37984000,1311004,-0.22621898,-0.057509873,-9.982733,11.790674,0,0,0,0,1
38984000,38984000,1311004,-0.15996258,0.49650213,-9.880204,11.790552,0,0,0,0,1
39984000,39984000,1311004,-0.23906232,0.6561213,-9.857972,11.7904,0,0,0,0,1
40984000,40984000,1311004,-0.24152455,0.26775134,-9.989332,11.7902775,0,0,0,0,1
41984000,41984000,1311004,-0.21417756,-0.4036508,-9.961272,11.790186,0,0,0,0,1
42984000,42984000,1311004,-0.21182774,-0.6449993,-9.804594,11.789972,0,0,0,0,1
43984000,43984000,1311004,-0.10561726,-0.2770654,-9.959546,11.789789,0,0,0,0,1
44984000,44984000,1311004,-0.0977329,0.39388672,-9.932659,11.789789,0,0,0,0,1
45984000,45984000,1311004,-0.1660004,0.66899216,-9.800621,11.789789,0,0,0,0,1
46984000,46984000,1311004,-0.20113309,0.41863263,-9.912878,11.789911,0,0,0,0,1
47984000,47984000,1311004,-0.24488436,-0.26207185,-9.997849,11.790125,0,0,0,0,1
48984000,48984000,1311004,-0.19091302,-0.6578956,-9.828668,11.790186,0,0,0,0,1
49984000,49984000,1311004,-0.19554077,-0.37845203,-9.869688,11.790033,0,0,0,0,1
50984000,50984000,1311004,-0.1565683,0.20739883,-9.921243,11.789942,0,0,0,0,1
51984000,51984000,1311004,-0.19069466,0.6540221,-9.791194,11.789942,0,0,0,0,1
52984000,52984000,1311004,-0.22397321,0.5553449,-9.762486,11.790003,0,0,0,0,1
53984000,53984000,1311004,-0.22960691,-0.020976156,-9.903803,11.790155,0,0,0,0,1
54984000,54984000,1311004,-0.22229461,-0.600653,-9.841519,11.790216,0,0,0,0,1
55984000,55984000,1311004,-0.21875691,-0.53737897,-9.763553,11.790094,0,0,0,0,1
56984000,56984000,1311004,-0.13086109,0.04849439,-9.928505,11.790125,0,0,0,0,1
57984000,57984000,1311004,-0.18064104,0.5586041,-9.832382,11.790247,0,0,0,0,1
58984000,58984000,1311004,-0.19242913,0.58535516,-9.757982,11.7902775,0,0,0,0,1
59984000,59984000,1311004,-0.23413716,0.11315317,-9.980601,11.790491,0,0,0,0,1
60984000,60984000,1311004,-0.20377997,-0.49296367,-9.840067,11.790674,0,0,0,0,1
61984000,61984000,1311004,-0.20938884,-0.6329279,-9.788723,11.790766,0,0,0,0,1
62984000,62984000,1311004,-0.19430992,-0.21654151,-9.947284,11.790857,0,0,0,0,1
63984000,63984000,1311004,-0.18579191,0.45090646,-9.863399,11.790949,0,0,0,0,1
64984000,64984000,1311004,-0.13159889,0.6969694,-9.772919,11.791071,0,0,0,0,1
65984000,65984000,1311004,-0.20251444,0.28095654,-9.937099,11.791315,0,0,0,0,1
66984000,66984000,1311004,-0.13637337,-0.35072008,-9.96134,11.79162,0,0,0,0,1
67984000,67984000,1311004,-0.20954978,-0.62906283,-9.785058,11.791803,0,0,0,0,1
68984000,68984000,1311004,-0.16911763,-0.37962788,-9.94805,11.791956,0,0,0,0,1
69984000,69984000,1311004,-0.20024388,0.27374992,-9.923808,11.7920475,0,0,0,0,1
70984000,70984000,1311004,-0.20339897,0.65434146,-9.819869,11.7920475,0,0,0,0,1
71984000,71984000,1311004,-0.28782815,0.40745088,-9.825494,11.792078,0,0,0,0,1
72984000,72984000,1311004,-0.2295034,-0.16995533,-9.914402,11.79217,0,0,0,0,1
73984000,73984000,1311004,-0.23014234,-0.59913653,-9.797463,11.79217,0,0,0,0,1
74984000,74984000,1311004,-0.16425064,-0.4835491,-9.757677,11.791895,0,0,0,0,1
75984000,75984000,1311004,-0.19211666,0.17308642,-10.002311,11.791834,0,0,0,0,1
76984000,76984000,1311004,-0.19998746,0.6160866,-9.805162,11.791803,0,0,0,0,1
77984000,77984000,1311004,-0.20890412,0.5450555,-9.755484,11.79162,0,0,0,0,1
78984000,78984000,1311004,-0.2307657,0.008660464,-9.975123,11.791529,0,0,0,0,1
79984000,79984000,1311004,-0.24798563,-0.5167866,-9.866678,11.791498,0,0,0,0,1
80984000,80984000,1311004,-0.17223288,-0.62969714,-9.803663,11.791346,0,0,0,0,1
81984000,81984000,1311004,-0.20369439,-0.06035133,-9.991656,11.791254,0,0,0,0,1
82984000,82984000,1311004,-0.1595154,0.5061736,-9.827264,11.791132,0,0,0,0,1
83984000,83984000,1311004,-0.22982451,0.65524787,-9.735437,11.790949,0,0,0,0,1
84984000,84984000,1311004,-0.18396878,0.17551903,-9.962228,11.79104,0,0,0,0,1
85984000,85984000,1311004,-0.23019692,-0.42296216,-9.929255,11.7911625,0,0,0,0,1
86984000,86984000,1311004,-0.18831687,-0.7189124,-9.706604,11.79104,0,0,0,0,1
87984000,87984000,1311004,-0.19889522,-0.30115446,-9.882901,11.790888,0,0,0,0,1
88984000,88984000,1311004,-0.16381508,0.3331076,-9.876229,11.79101,0,0,0,0,1
89984000,89984000,1311004,-0.21816663,0.6242522,-9.749919,11.791101,0,0,0,0,1
90984000,90984000,1311004,-0.22619352,0.35058266,-9.90187,11.791224,0,0,0,0,1
91984000,91984000,1311004,-0.22204812,-0.32539433,-9.910079,11.791498,0,0,0,0,1
92984000,92984000,1311004,-0.21458836,-0.6939628,-9.767571,11.791681,0,0,0,0,1
93984000,93984000,1311004,-0.15452954,-0.4562765,-9.768266,11.791742,0,0,0,0,1
94984000,94984000,1311004,-0.19541405,0.29706362,-9.959317,11.791864,0,0,0,0,1
95984000,95984000,1311004,-0.25506142,0.64947665,-9.771648,11.791925,0,0,0,0,1
96984000,96984000,1311004,-0.1752646,0.5562291,-9.789252,11.791925,0,0,0,0,1
