timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],n_states
9052000,8964000,0.6884065,0.002040488,-0.013069752,0.7252045,0.00017702709,9.253924e-05,0.00015855608,-0.0009505923,0.008382411,0.027403941,-1.1204497e-05,-4.6792495e-05,-6.0391417e-06,7.5434014e-05,5.7971614e-05,-0.0010233251,0.20775,0.011099304,0.43281165,0.0,0.0,0.0,0.0,0.0,0.00039852672,4.350123e-05,4.3036507e-05,0.00036065956,0.00014016808,0.00014016945,0.00013922992,0.10000491,0.10000491,0.08877864,6.786584e-11,6.651851e-11,8.451145e-09,9.679036e-07,9.694677e-07,5.000059e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
10056000,9972000,0.6885271,0.0017220291,-0.013140384,0.72508955,-0.0014704715,0.00020356536,-0.0007308796,-0.00092475174,0.008551233,0.025795005,-1.047095e-05,-4.7140453e-05,-4.9628607e-06,6.730379e-05,3.5422843e-05,-0.0010149316,0.20775,0.011099304,0.43281165,0.0,0.0,0.0,0.0,0.0,0.00035750278,4.2111802e-05,4.1669085e-05,0.00032304082,0.000102722974,0.00010272746,0.00010304904,0.08333978,0.08333978,0.07904364,4.8182222e-11,4.7373088e-11,6.028791e-09,9.56921e-07,9.584398e-07,5.0000452e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
11052000,10964000,0.6888087,0.0015969971,-0.01291251,0.7248264,-0.00033581778,0.0002363928,0.00039567053,-0.0007523361,0.008513008,0.02536836,-1.050224e-05,-4.7484686e-05,-3.5726807e-06,6.324369e-05,3.648409e-05,-0.0010182067,0.20775,0.011099304,0.43281165,0.0,0.0,0.0,0.0,0.0,0.00032366818,4.1727908e-05,4.1304356e-05,0.0002921346,4.9742044e-05,4.9742124e-05,4.998274e-05,0.066673815,0.066673815,0.07123346,3.6765188e-11,3.61871e-11,4.4555324e-09,9.550495e-07,9.565705e-07,5.000022e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
12052000,11972000,0.6891048,0.0013743564,-0.012536156,0.72455204,0.00084229733,0.0004552763,0.0007519126,-0.0007246202,0.008286306,0.023739828,-1.0328684e-05,-4.7719048e-05,-2.5632544e-06,4.797501e-05,3.872257e-05,-0.001023931,0.20775,0.011099304,0.43281165,0.0,0.0,0.0,0.0,0.0,0.0002962595,4.1163654e-05,4.0761275e-05,0.00026735934,0.00025594255,0.00025594924,0.00026158366,0.055566777,0.055566777,0.06483188,3.0697316e-11,3.0287994e-11,3.3867293e-09,9.477372e-07,9.492538e-07,5.0000676e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
13052000,12972000,0.6901416,0.0010183752,-0.012269025,0.7235696,0.00499923,0.0027553786,0.005620837,0.001425297,0.009569109,0.023657663,-1.0260268e-05,-4.777489e-05,4.5938827e-07,4.7948306e-05,3.8832666e-05,-0.001023465,0.20775,0.011099304,0.43281165,0.0,0.0,0.0,0.0,0.0,0.0002730797,4.2621898e-05,4.2225376e-05,0.00024653974,0.0024078717,0.0024080689,0.0023451522,0.05093208,0.05093213,0.060424913,3.0797e-11,3.048124e-11,2.634904e-09,9.4773316e-07,9.4924786e-07,5.000004e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
14052000,13972000,0.68872714,-0.0056205713,0.0031452002,0.72499204,-0.033756606,-0.09058328,-0.17275253,-0.0013408726,-0.001995444,-0.0065683024,-1.0315458e-05,-4.776179e-05,9.946192e-07,4.8364956e-05,3.9629384e-05,-0.0010251455,0.20775,0.011099304,0.43281165,0.0,0.0,0.0,0.0,0.0,0.0002543505,4.3831606e-05,4.3548716e-05,0.00022776217,0.0063848253,0.006375033,0.0056613204,0.049842484,0.049842946,0.0618115,3.0009235e-11,2.975554e-11,2.0909674e-09,9.4753386e-07,9.4904857e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
15052000,14972000,0.68680495,0.0040608784,-0.017458703,0.7266208,-0.03895801,-0.032799877,-0.6378904,-0.06099356,-0.09612472,-0.4341631,-1.0498224e-05,-4.7751815e-05,1.164922e-06,4.8842692e-05,4.4666413e-05,-0.0010232219,0.20775,0.011099304,0.43281165,0.0,0.0,0.0,0.0,0.0,0.00023810973,4.4764696e-05,4.4264623e-05,0.000211144,0.0120966025,0.012095543,0.009811696,0.06219413,0.062192682,0.07453662,2.8475854e-11,2.8259756e-11,1.6867524e-09,9.4613677e-07,9.476548e-07,5.0000185e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
16052000,15972000,0.68554705,0.0014749775,-0.015633369,0.72785896,0.017477859,0.06533444,-0.92570436,-0.09116407,-0.08370482,-1.2398589,-1.0764613e-05,-4.792675e-05,1.9763575e-06,4.3002667e-05,5.3442116e-05,-0.0010147686,0.20775,0.011099304,0.43281165,0.0,0.0,0.0,0.0,0.0,0.00021961889,4.3638054e-05,4.3207707e-05,0.00019315112,0.014536097,0.014524927,0.01309588,0.07457044,0.07457135,0.0974636,2.4699479e-11,2.4551378e-11,1.3609189e-09,9.4217364e-07,9.437186e-07,5.0000146e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
17052000,16972000,0.68565005,-0.0023087596,-0.013303983,0.7278061,0.04704555,0.051910426,-1.0883107,-0.08921866,-0.024777777,-2.2703247,-1.107929e-05,-4.7990034e-05,1.6695471e-06,5.4160177e-05,2.918265e-05,-0.0010066604,0.20827647,0.011127414,0.4327233,0.0,0.0,0.0,0.0,0.0,0.00060433306,4.2488427e-05,4.199188e-05,0.0005389822,0.028507862,0.028469002,0.015986264,0.09622606,0.09622395,0.13018216,2.3074619e-11,2.2939923e-11,1.3418492e-09,9.1949585e-07,9.2095723e-07,5.0000114e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
18052000,17972000,0.6846719,-0.00070300355,-0.015359729,0.7286893,0.078286044,0.05464766,-1.1885792,-0.055391036,0.015500831,-3.4374812,-1.1199205e-05,-4.803788e-05,1.7120925e-06,4.9553757e-05,-2.2014367e-05,-0.000997029,0.20827647,0.011127414,0.4327233,0.0,0.0,0.0,0.0,0.0,0.00034756144,3.021007e-05,2.988197e-05,0.00030741448,0.035622515,0.035599552,0.016370475,0.098596655,0.098593906,0.15608358,2.2728886e-11,2.259798e-11,1.3383995e-09,7.12889e-07,7.138029e-07,5.000011e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
