timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
8956000,8956000,1311004,0.00030007822,-0.0037576924,-0.0019907316,11.832727,0,1
9956000,9956000,1311004,0.0006088103,-0.00074470305,-0.0010272952,11.832727,0,1
10956000,10956000,1311004,0.0027540773,-0.00529006,0.000880768,11.832727,0,1
11956000,11956000,1311004,0.00040328252,-0.0029972377,-0.0054634,11.832727,0,1
12956000,12956000,1311004,-0.0023375603,-0.012189953,-0.00030123963,11.832727,0,1
13956000,13956000,1311004,-0.032649636,-0.079168074,0.0018745752,11.832483,0,1
14956000,14956000,1311004,-0.008653028,-0.010601044,0.004339774,11.829615,0,1
15956000,15956000,1311004,0.0010517953,0.0026497869,0.008033691,11.824396,0,1
16956000,16956000,1311004,-0.009456236,-0.020112138,0.0064056255,11.81756,0,1
17956000,17956000,1311004,0.0009733208,-0.0019776612,0.007333679,11.80987,0,1
18956000,18956000,1311004,0.00091339805,-0.0025899606,0.006633682,11.801813,0,1
19956000,19956000,1311004,-0.00731347,-0.0030376655,0.005141961,11.793329,0,1
20956000,20956000,1311004,-0.0062086307,0.0037335514,0.0004954554,11.791376,0,1
21956000,21956000,1311004,0.108674005,-0.01186713,0.0016345652,11.790979,0,1
22956000,22956000,1311004,-0.047585685,0.0036196804,0.003816823,11.790308,0,1
23956000,23956000,1311004,-0.18526495,-0.0031266855,0.0034934029,11.788507,0,1
24956000,24956000,1311004,-0.163974,-0.010105187,1.3223281e-05,11.788416,0,1
25956000,25956000,1311004,0.0048267827,-0.020793658,0.00043365822,11.788874,0,1
26956000,26956000,1311004,0.17165263,-0.020278938,0.004370085,11.78924,0,1
27956000,27956000,1311004,0.17301068,0.009980996,0.0002668882,11.789606,0,1
28956000,28956000,1311004,0.015132222,0.0071135946,0.0021486136,11.789972,0,1
29956000,29956000,1311004,-0.1615058,-0.008937342,-0.0013521403,11.7902775,0,1
30956000,30956000,1311004,-0.19357398,-0.005630241,0.0038485867,11.79043,0,1
31956000,31956000,1311004,-0.05362864,-0.01692694,-0.0022793834,11.790644,0,1
32956000,32956000,1311004,0.13802247,-0.017013166,0.004078909,11.790796,0,1
33956000,33956000,1311004,0.18895333,0.0028579219,0.002129378,11.790918,0,1
34956000,34956000,1311004,0.07131006,0.0038445434,0.0009771257,11.791132,0,1
35956000,35956000,1311004,-0.1151832,-0.0065747485,0.0065987534,11.791132,0,1
36956000,36956000,1311004,-0.20108831,-0.007354882,0.0075828885,11.790857,0,1
37956000,37956000,1311004,-0.106427364,-0.013761096,-0.00062559854,11.790674,0,1
38956000,38956000,1311004,0.09129138,-0.012230484,0.0031782005,11.790552,0,1
39956000,39956000,1311004,0.19957554,-0.01113401,-0.0017108228,11.7904,0,1
40956000,40956000,1311004,0.12789804,0.005769477,-0.00085373234,11.7902775,0,1
41956000,41956000,1311004,-0.061164122,0.0015060795,-0.0022904582,11.790186,0,1
42956000,42956000,1311004,-0.19224644,0.00030499528,0.005036264,11.789972,0,1
43956000,43956000,1311004,-0.13783406,-0.011561709,0.0010263758,11.789789,0,1
44956000,44956000,1311004,0.026034178,-0.009187508,-0.0023298077,11.789789,0,1
45956000,45956000,1311004,0.18954954,-0.0015388982,-0.0018241024,11.789789,0,1
46956000,46956000,1311004,0.15994278,0.0059607667,-0.0022913022,11.789881,0,1
47956000,47956000,1311004,-0.0051794606,-0.002811258,-0.005327939,11.790125,0,1
48956000,48956000,1311004,-0.17465712,0.0042641284,0.00074481353,11.790186,0,1
49956000,49956000,1311004,-0.1783449,-0.012800848,0.00020326755,11.790033,0,1
50956000,50956000,1311004,-0.026255583,-0.011166822,-0.0061446335,11.789942,0,1
51956000,51956000,1311004,0.15636009,-0.0129959155,-0.005717312,11.789942,0,1
52956000,52956000,1311004,0.18818751,-0.004790609,0.0003365635,11.790003,0,1
53956000,53956000,1311004,0.04555931,-0.0023720502,-0.0020702188,11.790155,0,1
54956000,54956000,1311004,-0.13760707,-0.0045379875,0.005280103,11.790216,0,1
55956000,55956000,1311004,-0.20342214,-0.010153005,-0.0037126623,11.790094,0,1
56956000,56956000,1311004,-0.082525715,-0.0097257765,-0.002768751,11.790125,0,1
57956000,57956000,1311004,0.11610415,-0.0056874827,-0.00050193036,11.790247,0,1
58956000,58956000,1311004,0.20313275,-0.0037524633,0.00032866572,11.7902775,0,1
59956000,59956000,1311004,0.097514346,0.0010886012,-0.00085010985,11.790491,0,1
60956000,60956000,1311004,-0.09311282,-0.0031668446,-0.0011953362,11.790674,0,1
61956000,61956000,1311004,-0.19634913,-0.00462967,-0.0053483937,11.790766,0,1
62956000,62956000,1311004,-0.12329966,-0.00216796,-0.0043694554,11.790857,0,1
63956000,63956000,1311004,0.0674727,-0.015450042,0.0014276854,11.790949,0,1
64956000,64956000,1311004,0.18969363,-0.003607694,0.0026203024,11.791071,0,1
65956000,65956000,1311004,0.1434292,-0.0013899334,0.0040148646,11.791315,0,1
66956000,66956000,1311004,-0.036515124,-0.0027044904,0.0012831216,11.79162,0,1
67956000,67956000,1311004,-0.19185834,-0.0025286605,-0.0005250528,11.791803,0,1
68956000,68956000,1311004,-0.16770025,-0.015262562,-0.0030231867,11.791956,0,1
69956000,69956000,1311004,0.015856363,-0.006088734,-0.0023807029,11.7920475,0,1
70956000,70956000,1311004,0.17053093,-0.0070929443,-0.0042326543,11.7920475,0,1
71956000,71956000,1311004,0.17798944,8.6227425e-05,0.00013514174,11.7920475,0,1
72956000,72956000,1311004,0.013639397,-0.0017026947,0.0027060385,11.79217,0,1
73956000,73956000,1311004,-0.16718559,-0.0023868065,-0.002827323,11.79217,0,1
74956000,74956000,1311004,-0.1901934,-0.012939349,-0.001185311,11.791925,0,1
75956000,75956000,1311004,-0.04472755,-0.0047188215,0.0039323037,11.791834,0,1
76956000,76956000,1311004,0.13503885,-0.004780661,0.0059528113,11.791803,0,1
77956000,77956000,1311004,0.19544724,-0.0023715002,0.005210084,11.79162,0,1
78956000,78956000,1311004,0.06540458,0.0039138435,0.002466604,11.791529,0,1
79956000,79956000,1311004,-0.11124239,-0.009804987,0.00055440975,11.791529,0,1
80956000,80956000,1311004,-0.20796281,-0.0070913383,0.0023987924,11.791346,0,1
81956000,81956000,1311004,-0.09952904,-0.0029012724,-0.0005644956,11.791254,0,1
82956000,82956000,1311004,0.100428395,-0.0036112124,-0.0003022051,11.791132,0,1
83956000,83956000,1311004,0.19564463,-0.0069452818,-0.0036451528,11.790979,0,1
84956000,84956000,1311004,0.11648839,-0.008228727,0.0011113811,11.79104,0,1
85956000,85956000,1311004,-0.07212716,-0.006319874,0.007399515,11.7911625,0,1
86956000,86956000,1311004,-0.18645489,-0.0029925723,0.0011549648,11.79104,0,1
87956000,87956000,1311004,-0.13842419,-0.008540177,-0.0010679929,11.790888,0,1
88956000,88956000,1311004,0.04034406,-0.014468765,-0.0032431397,11.79101,0,1
89956000,89956000,1311004,0.19870062,-0.009115483,0.0026021425,11.791101,0,1
90956000,90956000,1311004,0.15734173,-0.007586323,0.005329781,11.791224,0,1
91956000,91956000,1311004,-0.020303054,-0.0036047816,0.0011535564,11.791498,0,1
92956000,92956000,1311004,-0.1755506,-0.009953658,0.007041995,11.791681,0,1
93956000,93956000,1311004,-0.18478382,-0.009402321,0.0017775308,11.791742,0,1
94956000,94956000,1311004,-0.015539602,-0.008388869,-0.0005007761,11.791864,0,1
95956000,95956000,1311004,0.16172789,-0.008304609,-0.0004498646,11.791925,0,1
96956000,96956000,1311004,0.18805534,-0.0071276044,-0.0008070622,11.791925,0,1
97956000,97956000,1311004,0.03911234,0.002293128,0.0019011224,11.792109,0,1
98956000,98956000,1311004,-0.14307198,-0.007095005,-0.0012718124,11.792078,0,1
99956000,99956000,1311004,-0.19531386,-0.0071121007,-0.0011822965,11.791895,0,1
100956000,100956000,1311004,-0.068707585,-0.0042221867,0.0012730054,11.791925,0,1
101956000,101956000,1311004,0.126863,-0.008168603,-0.00032562105,11.791986,0,1
102956000,102956000,1311004,0.20798893,-0.007377359,0.00088902144,11.7920475,0,1
103956000,103956000,1311004,0.099886745,-0.0006027616,-0.0021870036,11.792139,0,1
104956000,104956000,1311004,-0.09977057,-0.001766186,-0.00063028606,11.79217,0,1
105956000,105956000,1311004,-0.19969925,-0.0035059717,-0.0041316645,11.7920475,0,1
106956000,106956000,1311004,-0.12219592,-0.0064247157,-0.0001861878,11.791986,0,1
107956000,107956000,1311004,0.070885174,-0.0061258473,0.0013504524,11.792078,0,1
108956000,108956000,1311004,0.1920875,-0.00379518,-0.0016936682,11.792109,0,1
109956000,109956000,1311004,0.1365613,-0.008780029,-0.002796247,11.792078,0,1
110956000,110956000,1311004,-0.03840587,-0.0075512347,-0.0027972911,11.7920475,0,1
111956000,111956000,1311004,-0.18876576,-0.003916257,-0.0017508824,11.791681,0,1
112956000,112956000,1311004,-0.15638283,-0.005620365,-0.0011355089,11.791254,0,1
113956000,113956000,1311004,0.011824157,-0.0019106331,0.0016002847,11.7911625,0,1
114956000,114956000,1311004,0.17449132,-0.002225978,6.546347e-05,11.791224,0,1
115956000,115956000,1311004,0.18121582,-0.002536087,-1.4016629e-05,11.791285,0,1
116956000,116956000,1311004,0.022167118,-0.0018001936,0.0024344244,11.791498,0,1
117956000,117956000,1311004,-0.1603019,-0.006891407,0.00037432832,11.79159,0,1
118956000,118956000,1311004,-0.1916252,-0.0105649205,0.0012365209,11.79159,0,1
119956000,119956000,1311004,-0.03950695,-0.005288351,-0.004523025,11.791803,0,1
120956000,120956000,1311004,0.14234331,-0.004214634,0.0011973177,11.791925,0,1
121956000,121956000,1311004,0.19013861,0.0016859783,0.0007707444,11.7920475,0,1
122956000,122956000,1311004,0.06861054,-1.328546e-05,-0.0021196357,11.792292,0,1
123956000,123956000,1311004,-0.12496805,-0.0013245529,0.0005263628,11.792383,0,1
124956000,124956000,1311004,-0.21004122,-0.007607346,-0.007082758,11.792292,0,1
125956000,125956000,1311004,-0.09110153,-0.009189217,-0.0028931564,11.792322,0,1
126956000,126956000,1311004,0.092746235,-0.004281076,-0.0013295963,11.792414,0,1
127956000,127956000,1311004,0.20174214,-0.0058916686,-0.0037883804,11.792444,0,1
128956000,128956000,1311004,0.11617351,-0.0018719672,-0.0030470362,11.792475,0,1
129956000,129956000,1311004,-0.07407131,-0.010072777,0.0005249827,11.792536,0,1
130956000,130956000,1311004,-0.19150467,-0.006378173,-0.0014212892,11.792383,0,1
131956000,131956000,1311004,-0.1452862,-0.0064713135,0.0005658606,11.7922,0,1
132956000,132956000,1311004,0.037873205,-0.00989705,0.0023461645,11.79217,0,1
133956000,133956000,1311004,0.19170961,-0.0047723344,-0.0030000063,11.792017,0,1
134956000,134956000,1311004,0.16625899,0.00040084505,-0.00049924385,11.791956,0,1
135956000,135956000,1311004,-0.016854826,0.0015181046,-0.00050892885,11.792017,0,1
136956000,136956000,1311004,-0.17785566,-0.0026579148,0.0032933452,11.791925,0,1
137956000,137956000,1311004,-0.1775512,-0.011289607,-0.0039911186,11.791529,0,1
138956000,138956000,1311004,-0.018942036,-0.013185076,-0.0004946264,11.791315,0,1
139956000,139956000,1311004,0.15900207,-0.0035093897,-0.00047366053,11.791071,0,1
140956000,140956000,1311004,0.18681128,0.0026340391,-0.001614924,11.790918,0,1
141956000,141956000,1311004,0.04296442,-0.00024274706,-0.0035132377,11.790888,0,1
142956000,142956000,1311004,-0.139905,0.0035466573,0.0008471111,11.790918,0,1
143956000,143956000,1311004,-0.20156494,-0.0050572264,0.0015503833,11.790918,0,1
144956000,144956000,1311004,-0.07003984,-0.008307678,-0.0013541423,11.791132,0,1
145956000,145956000,1311004,0.119981654,-0.005606018,-0.00081176386,11.791376,0,1
146956000,146956000,1311004,0.19660723,-0.0076580932,0.0019557814,11.791559,0,1
147956000,147956000,1311004,0.09786826,-0.0044591655,-0.00028677995,11.791925,0,1
148956000,148956000,1311004,-0.097081244,0.003412891,-0.002876537,11.79217,0,1
149956000,149956000,1311004,-0.19968463,-0.0012052623,-0.0007274088,11.792292,0,1
150956000,150956000,1311004,-0.12632245,0.0021260441,0.00044693617,11.792353,0,1
151956000,151956000,1311004,0.06901046,-0.0074730446,0.0035205537,11.792383,0,1
152956000,152956000,1311004,0.19162653,0.00092310854,0.00063429726,11.792322,0,1
153956000,153956000,1311004,0.139467,0.00027107773,0.001932378,11.792414,0,1
154956000,154956000,1311004,-0.04848138,-0.002718992,-0.0028357084,11.792383,0,1
155956000,155956000,1311004,-0.19098823,-0.006315082,-0.0070407502,11.7922,0,1
156956000,156956000,1311004,-0.15954587,-0.006188966,0.003023936,11.7920475,0,1
157956000,157956000,1311004,0.011219776,-0.0034297951,-0.0040371777,11.792139,0,1
158956000,158956000,1311004,0.17834364,-0.009977774,0.001127657,11.7922,0,1
159956000,159956000,1311004,0.16944459,-0.007785882,0.001996932,11.792414,0,1
160956000,160956000,1311004,0.010495417,-0.003430958,0.0024258175,11.792719,0,1
161956000,161956000,1311004,-0.1619525,-0.002235768,-0.003296195,11.792841,0,1
162956000,162956000,1311004,-0.18728116,-0.007875373,-0.00010533448,11.792749,0,1
163956000,163956000,1311004,-0.043257955,-0.011357427,-0.003320402,11.792627,0,1
164956000,164956000,1311004,0.13667287,-0.006626873,-0.0023608606,11.792475,0,1
165956000,165956000,1311004,0.18765011,0.00045860375,-0.00030038672,11.792383,0,1
166956000,166956000,1311004,0.07405042,-0.0034312624,0.0029078512,11.792505,0,1
167956000,167956000,1311004,-0.11519651,-0.0022133414,0.004449794,11.792444,0,1
168956000,168956000,1311004,-0.20472115,-0.008096769,0.0009837183,11.792231,0,1
169956000,169956000,1311004,-0.09515889,-0.0065129846,-0.00019841951,11.792109,0,1
170956000,170956000,1311004,0.09602466,-0.008566219,-0.00412248,11.7920475,0,1
171956000,171956000,1311004,0.20110403,-0.0040319334,0.002420295,11.791956,0,1
172956000,172956000,1311004,0.12698655,-0.005443523,0.0035277193,11.7920475,0,1
173956000,173956000,1311004,-0.063256085,0.0005761886,0.00029807902,11.792017,0,1
174956000,174956000,1311004,-0.18726619,-0.0059778965,-0.004880718,11.791895,0,1
175956000,175956000,1311004,-0.1440819,-0.0022537839,0.0028684144,11.791742,0,1
176956000,176956000,1311004,0.037162174,-0.009475144,0.0013909099,11.791559,0,1
177956000,177956000,1311004,0.18356726,-0.0059608873,0.0027134772,11.791376,0,1
178956000,178956000,1311004,0.16071343,-0.0009167166,0.0043652067,11.791193,0,1
179956000,179956000,1311004,-0.010498946,-0.0011948958,0.00024078165,11.791193,0,1
180956000,180956000,1311004,-0.17316093,-0.0019514303,-0.0012271026,11.791132,0,1
181956000,181956000,1311004,-0.16837384,8.503989e-06,-0.0048841266,11.79101,0,1
182956000,182956000,1311004,-0.020705793,-0.0069267284,-0.0011274575,11.791071,0,1
183956000,183956000,1311004,0.16139682,-0.0023525225,-0.0013224201,11.791132,0,1
184956000,184956000,1311004,0.19026811,-0.0014957488,0.00034522588,11.791315,0,1
185956000,185956000,1311004,0.04744184,-0.00119065,0.005600996,11.791681,0,1
186956000,186956000,1311004,-0.14132278,-0.008322198,0.002923207,11.791925,0,1
187956000,187956000,1311004,-0.20236735,-0.008635482,-0.003820996,11.791895,0,1
188956000,188956000,1311004,-0.068359114,-0.005050659,-0.0032568073,11.791956,0,1
189956000,189956000,1311004,0.117975034,-0.0013470098,0.0018874746,11.791925,0,1
190956000,190956000,1311004,0.2043551,-0.0050978144,0.0026268265,11.791803,0,1
191956000,191956000,1311004,0.10331593,-0.0013347397,-0.0020109639,11.791712,0,1
192956000,192956000,1311004,-0.095901,-0.001269977,-0.0024662688,11.791651,0,1
193956000,193956000,1311004,-0.18929745,-0.0075905677,-0.003308287,11.791498,0,1
194956000,194956000,1311004,-0.12623551,-0.008453869,-0.0010273001,11.791407,0,1
195956000,195956000,1311004,0.0662117,-0.0062723835,-0.0025282144,11.791376,0,1
