timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err
8112000,7990000,0.00034812716,0.0013294998,0.00076290756,1,0,0,0,0,0,0,0,0,0,0
8512000,8390000,0.0011610867,0.0008765394,0.00073239126,1,0,0,0,0,0,0,0,0,0,0
8904000,8790000,0.00032397397,5.84402e-05,0.00070338853,1,0,0,0,0,0,0,0,0,0,0
9312000,9190000,0.00031088543,0.0002460448,0.00044180718,1,0,0,0,0,0,0,0,0,0,0
9712000,9590000,0.00029844997,0.000236203,0.0007716323,1,0,0,0,0,0,0,0,0,0,0
10112000,9990000,0.00028651202,0.0007241914,0.000740767,1,0,0,0,0,0,0,0,0,0,0
10512000,10390000,0.0010258645,0.0007959318,0.00060877897,1,0,0,0,0,0,0,0,0,0,0
10912000,10790000,0.00052242615,0.00096551055,0.0006911257,1,0,0,0,0,0,0,0,0,0,0
11312000,11190000,0.00025468075,0.0003256938,0.00042860155,1,0,0,0,0,0,0,0,0,0,0
11712000,11590000,0.00024449354,0.00061173836,0.0006328421,1,0,0,0,0,0,0,0,0,0,0
11912000,11790000,0.00023960367,0.001099992,0.00061952014,1,0,0,0,0,0,0,0,0,0,0
12304000,12190000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
12712000,12590000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
13112000,12990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
13512000,13390000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
13912000,13790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
14312000,14190000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
14712000,14590000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
15112000,14990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
15504000,15386000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
15912000,15790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
16312000,16190000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
16712000,16590000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
17112000,16990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
17512000,17390000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
17904000,17786000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
18312000,18190000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
18712000,18590000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
19112000,18990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
19504000,19390000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
19912000,19790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
20312000,20190000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
20712000,20590000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21112000,20990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21512000,21390000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21912000,21790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
22312000,22190000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
22712000,22590000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
23104000,22986000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
23512000,23390000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
23904000,23786000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
24312000,24190000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
24712000,24594000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
25104000,24986000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
25512000,25390000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
25912000,25790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
26312000,26190000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
26712000,26590000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
27112000,26990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
27512000,27390000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
27912000,27790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
28304000,28186000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
28712000,28590000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
29112000,28990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
