timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,jamming_state,vel_ned_valid,satellites_used,selected
65504000,1665837630202057,473975788,85455837,494498,494498,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.3199999,1.31,0.099999994,0.06,0.07749262,0,nan,nan,3,0,1,10,0
65904000,1665837630602057,473975827,85455842,494481,494481,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.82,0.81,0.099999994,0.03,0.13177235,0,nan,nan,3,0,1,10,0
66304000,1665837631002057,473975845,85455846,494466,494466,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.14999999,0.13,0.02,0.04,0.20717058,0,nan,nan,3,0,1,10,0
66704000,1665837631406057,473975837,85455846,494446,494446,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.59,-0.59,-0.01,0.07,3.173881,0,nan,nan,3,0,1,10,0
67100000,1665837631806057,473975802,85455844,494428,494428,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.28,-1.29,-0.08,0.01,3.2089624,0,nan,nan,3,0,1,10,0
67504000,1665837632202057,473975746,85455839,494409,494409,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.8,-1.81,-0.089999996,0.0,3.1955233,0,nan,nan,3,0,1,10,0
67904000,1665837632602057,473975675,85455832,494413,494413,0.25,0.5,1.0,1.0,0.0,0.0,0,0,2.07,-2.07,-0.14,-0.02,3.2114058,0,nan,nan,3,0,1,10,0
68300000,1665837633002057,473975600,85455823,494397,494397,0.25,0.5,1.0,1.0,0.0,0.0,0,0,2.06,-2.04,-0.19,0.02,3.2342696,0,nan,nan,3,0,1,10,0
68704000,1665837633406057,473975530,85455814,494384,494384,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.75,-1.75,-0.14,0.049999997,3.2243211,0,nan,nan,3,0,1,10,0
69104000,1665837633806057,473975476,85455806,494372,494372,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.2099999,-1.18,-0.13,0.049999997,3.2513738,0,nan,nan,3,0,1,10,0
69504000,1665837634202057,473975445,85455801,494361,494361,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.51,-0.5,-0.08,0.0,3.3135073,0,nan,nan,3,0,1,10,0
69904000,1665837634602057,473975440,85455798,494365,494365,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.22999999,0.22999999,-0.03,-0.01,6.152809,0,nan,nan,3,0,1,10,0
70304000,1665837635002057,473975461,85455799,494362,494362,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.9,0.90999997,0.06,0.049999997,0.06963864,0,nan,nan,3,0,1,10,0
70700000,1665837635406057,473975505,85455803,494357,494357,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.41,1.42,0.089999996,-0.02,0.0699877,0,nan,nan,3,0,1,10,0
71104000,1665837635806057,473975561,85455809,494358,494358,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.64,1.64,0.11,0.0,0.067893304,0,nan,nan,3,0,1,10,0
71504000,1665837636202057,473975619,85455816,494363,494363,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.5899999,1.5699999,0.13,0.0,0.088139124,0,nan,nan,3,0,1,10,0
71904000,1665837636602057,473975671,85455823,494358,494358,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.26,1.25,0.13,0.02,0.10506882,0,nan,nan,3,0,1,10,0
72304000,1665837637002057,473975707,85455829,494354,494354,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.69,0.66999996,0.08,-0.01,0.13177235,0,nan,nan,3,0,1,10,0
72704000,1665837637406057,473975719,85455833,494345,494345,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.04,-0.02,0.04,0.0,2.11499,0,nan,nan,3,0,1,10,0
73104000,1665837637806057,473975704,85455834,494345,494345,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.76,-0.75,-0.01,0.06,3.1621873,0,nan,nan,3,0,1,10,0
73504000,1665837638202057,473975665,85455831,494329,494329,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.4,-1.4399999,-0.07,0.0,3.190287,0,nan,nan,3,0,1,10,0
73904000,1665837638602057,473975606,85455826,494338,494338,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.86,-1.86,-0.12,0.03,3.2070425,0,nan,nan,3,0,1,10,0
74304000,1665837639002057,473975534,85455818,494347,494347,0.25,0.5,1.0,1.0,0.0,0.0,0,0,2.06,-2.08,-0.14,-0.04,3.2122786,0,nan,nan,3,0,1,10,0
74704000,1665837639406057,473975460,85455810,494369,494369,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.9499999,-1.9399999,-0.16,-0.04,3.2267644,0,nan,nan,3,0,1,10,0
75104000,1665837639806057,473975396,85455802,494388,494388,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.5699999,-1.5699999,-0.12,-0.049999997,3.2192597,0,nan,nan,3,0,1,10,0
75508000,1665837640202057,473975350,85455796,494393,494393,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.97999996,-0.96999997,-0.099999994,-0.02,3.2450905,0,nan,nan,3,0,1,10,0
75900000,1665837640602057,473975328,85455792,494385,494385,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.25,-0.22999999,-0.049999997,0.0,3.3520794,0,nan,nan,3,0,1,10,0
76304000,1665837641002057,473975332,85455791,494388,494388,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.48,0.48,-0.01,0.0,6.2618923,0,nan,nan,3,0,1,10,0
76704000,1665837641406057,473975362,85455793,494398,494398,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.11,1.14,0.049999997,0.049999997,0.046949357,0,nan,nan,3,0,1,10,0
77104000,1665837641806057,473975410,85455797,494402,494402,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.54,1.54,0.099999994,0.01,0.0694641,0,nan,nan,3,0,1,10,0
77504000,1665837642202057,473975469,85455803,494398,494398,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.6899999,1.6899999,0.13,-0.01,0.07993608,0,nan,nan,3,0,1,10,0
77904000,1665837642602057,473975528,85455810,494420,494420,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.55,1.54,0.13,0.0,0.085346594,0,nan,nan,3,0,1,10,0
78304000,1665837643002057,473975577,85455815,494433,494433,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.13,1.13,0.08,-0.06,0.071733035,0,nan,nan,3,0,1,10,0
78704000,1665837643406057,473975607,85455819,494436,494436,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.5,0.5,0.06,0.0,0.1246165,0,nan,nan,3,0,1,10,0
79104000,1665837643806057,473975613,85455821,494430,494430,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.22,-0.22999999,-0.01,0.0,3.1883674,0,nan,nan,3,0,1,10,0
79504000,1665837644202057,473975591,85455819,494434,494434,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.94,-0.91999996,-0.06,0.04,3.2169907,0,nan,nan,3,0,1,10,0
79904000,1665837644602057,473975546,85455814,494442,494442,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.55,-1.52,-0.099999994,-0.03,3.2108822,0,nan,nan,3,0,1,10,0
80304000,1665837645002057,473975482,85455807,494456,494456,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.9399999,-1.92,-0.16,-0.06,3.2248447,0,nan,nan,3,0,1,10,0
80700000,1665837645406057,473975408,85455798,494464,494464,0.25,0.5,1.0,1.0,0.0,0.0,0,0,2.05,-2.03,-0.16,0.01,3.2217033,0,nan,nan,3,0,1,10,0
81104000,1665837645806057,473975337,85455789,494466,494466,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.86,-1.8499999,-0.14,-0.04,3.2218776,0,nan,nan,3,0,1,10,0
81504000,1665837646202057,473975278,85455781,494465,494465,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.42,-1.39,-0.12,-0.01,3.230779,0,nan,nan,3,0,1,10,0
81904000,1665837646602057,473975238,85455776,494481,494481,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.77,-0.74,-0.07,0.01,3.2463124,0,nan,nan,3,0,1,10,0
82304000,1665837647002057,473975223,85455773,494487,494487,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.04,-0.049999997,-0.01,0.0,3.4794884,0,nan,nan,3,0,1,10,0
82700000,1665837647406057,473975236,85455774,494487,494487,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.68,0.7,0.04,-0.01,0.060039323,0,nan,nan,3,0,1,10,0
83104000,1665837647806057,473975272,85455777,494509,494509,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.26,1.25,0.099999994,-0.049999997,0.082379535,0,nan,nan,3,0,1,10,0
83500000,1665837648202057,473975324,85455783,494508,494508,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.61,1.5799999,0.14,-0.089999996,0.09058259,0,nan,nan,3,0,1,10,0
83904000,1665837648602057,473975383,85455790,494515,494515,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.67,1.67,0.16,-0.049999997,0.0965167,0,nan,nan,3,0,1,10,0
84304000,1665837649002057,473975440,85455798,494530,494530,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.4499999,1.4499999,0.14,0.0,0.096691236,0,nan,nan,3,0,1,10,0
84704000,1665837649406057,473975485,85455803,494520,494520,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.96,0.96,0.07,0.0,0.07766715,0,nan,nan,3,0,1,10,0
85104000,1665837649806057,473975508,85455807,494515,494515,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.29,0.29999998,0.04,0.01,0.1532399,0,nan,nan,3,0,1,10,0
85504000,1665837650202057,473975505,85455807,494507,494507,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.42999998,-0.42,-0.02,0.02,3.197443,0,nan,nan,3,0,1,10,0
85904000,1665837650602057,473975476,85455805,494503,494503,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.13,-1.13,-0.07,0.04,3.2084389,0,nan,nan,3,0,1,10,0
86304000,1665837651002057,473975425,85455800,494495,494495,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.68,-1.68,-0.11,0.02,3.2101839,0,nan,nan,3,0,1,10,0
86704000,1665837651406057,473975357,85455792,494492,494492,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.99,-1.9699999,-0.14999999,0.0,3.2215288,0,nan,nan,3,0,1,10,0
87104000,1665837651806057,473975284,85455782,494507,494507,0.25,0.5,1.0,1.0,0.0,0.0,0,0,2.01,-2.0,-0.17,0.0,3.2267644,0,nan,nan,3,0,1,10,0
87504000,1665837652202057,473975216,85455773,494533,494533,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.74,-1.7199999,-0.16,-0.03,3.2360148,0,nan,nan,3,0,1,10,0
87904000,1665837652602057,473975162,85455765,494538,494538,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.23,-1.2099999,-0.13,-0.049999997,3.2536428,0,nan,nan,3,0,1,10,0
88304000,1665837653002057,473975130,85455759,494530,494530,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.53999996,-0.53,-0.08,0.03,3.302163,0,nan,nan,3,0,1,10,0
88704000,1665837653406057,473975124,85455758,494519,494519,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.21,0.21,-0.02,0.01,6.1419883,0,nan,nan,3,0,1,10,0
89104000,1665837653806057,473975144,85455758,494528,494528,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.89,0.89,0.04,-0.01,0.048694685,0,nan,nan,3,0,1,10,0
89504000,1665837654202057,473975186,85455762,494516,494516,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.41,1.39,0.089999996,0.04,0.067893304,0,nan,nan,3,0,1,10,0
89900000,1665837654602057,473975243,85455770,494511,494511,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.68,1.66,0.13,-0.01,0.082205005,0,nan,nan,3,0,1,10,0
90304000,1665837655002057,473975305,85455778,494504,494504,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.67,1.65,0.13,-0.03,0.08395033,0,nan,nan,3,0,1,10,0
90704000,1665837655406057,473975360,85455785,494490,494490,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.37,1.37,0.12,0.02,0.09302605,0,nan,nan,3,0,1,10,0
91104000,1665837655806057,473975401,85455792,494490,494490,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.83,0.83,0.07,0.01,0.08970992,0,nan,nan,3,0,1,10,0
91504000,1665837656202057,473975418,85455796,494478,494478,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.14,0.12,0.049999997,0.04,0.3881612,0,nan,nan,3,0,1,10,0
91904000,1665837656602057,473975410,85455797,494456,494456,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.59,-0.59999996,0.0,0.01,3.1564279,0,nan,nan,3,0,1,10,0
92112000,1665837656810057,473975395,85455796,494448,494448,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.95,-0.94,-0.03,0.099999994,3.177372,0,nan,nan,3,0,1,10,0
92508000,1665837657210057,473975349,85455792,494433,494433,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.53,-1.55,-0.089999996,0.049999997,3.2011082,0,nan,nan,3,0,1,10,0
92908000,1665837657610057,473975286,85455786,494429,494429,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.89,-1.9,-0.12,0.0,3.2051227,0,nan,nan,3,0,1,10,0
93308000,1665837658006057,473975217,85455779,494426,494426,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.9599999,-1.9699999,-0.14,-0.02,3.214198,0,nan,nan,3,0,1,10,0
93704000,1665837658406057,473975149,85455771,494418,494418,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.75,-1.74,-0.12,0.0,3.2138493,0,nan,nan,3,0,1,10,0
94108000,1665837658810057,473975094,85455764,494411,494411,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.26,-1.27,-0.099999994,0.08,3.2210052,0,nan,nan,3,0,1,10,0
94508000,1665837659210057,473975060,85455758,494394,494394,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.59,-0.59,-0.06,0.049999997,3.2525957,0,nan,nan,3,0,1,10,0
94908000,1665837659610057,473975053,85455757,494391,494391,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.14999999,0.16,0.0,-0.01,6.224891,0,nan,nan,3,0,1,10,0
95308000,1665837660006057,473975071,85455758,494385,494385,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.85999995,0.85999995,0.07,0.0,0.08133234,0,nan,nan,3,0,1,10,0
95704000,1665837660406057,473975113,85455762,494384,494384,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.43,1.43,0.11,0.06,0.078016214,0,nan,nan,3,0,1,10,0
96108000,1665837660810057,473975173,85455768,494373,494373,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.76,1.76,0.14,-0.02,0.08342674,0,nan,nan,3,0,1,10,0
96508000,1665837661210057,473975238,85455777,494375,494375,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.81,1.8,0.13,-0.049999997,0.0731293,0,nan,nan,3,0,1,10,0
96908000,1665837661610057,473975298,85455784,494386,494386,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.56,1.53,0.13,0.049999997,0.08883725,0,nan,nan,3,0,1,10,0
97308000,1665837662006057,473975345,85455790,494369,494369,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.06,1.05,0.08,0.01,0.08045968,0,nan,nan,3,0,1,10,0
97708000,1665837662406057,473975372,85455793,494363,494363,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.38,0.38,0.049999997,0.03,0.14468779,0,nan,nan,3,0,1,10,0
97912000,1665837662614057,473975376,85455794,494362,494362,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.02,0.04,1.2892746,0,nan,nan,3,0,1,10,0
98312000,1665837663014057,473975363,85455792,494346,494346,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.72999996,-0.75,-0.049999997,0.049999997,3.2164671,0,nan,nan,3,0,1,10,0
98708000,1665837663410057,473975325,85455788,494343,494343,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.35,-1.37,-0.099999994,0.01,3.2159436,0,nan,nan,3,0,1,10,0
99112000,1665837663810057,473975268,85455781,494357,494357,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.77,-1.75,-0.13,0.03,3.2196088,0,nan,nan,3,0,1,10,0
99512000,1665837664210057,473975201,85455772,494364,494364,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.91,-1.91,-0.17,-0.02,3.2330477,0,nan,nan,3,0,1,10,0
99912000,1665837664614057,473975133,85455763,494382,494382,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.76,-1.76,-0.17,-0.03,3.2395055,0,nan,nan,3,0,1,10,0
100312000,1665837665014057,473975077,85455755,494393,494393,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.3399999,-1.3399999,-0.11,0.01,3.2290335,0,nan,nan,3,0,1,10,0
100712000,1665837665410057,473975040,85455749,494388,494388,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.71999997,-0.7,-0.07,0.02,3.247534,0,nan,nan,3,0,1,10,0
101112000,1665837665810057,473975027,85455747,494381,494381,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.01,0.02,-0.01,-0.01,5.738817,0,nan,nan,3,0,1,10,0
101312000,1665837666018057,473975031,85455748,494378,494378,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.39,0.39999998,0.03,-0.02,0.08709192,0,nan,nan,3,0,1,10,0
101716000,1665837666418057,473975058,85455751,494376,494376,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.06,1.06,0.08,0.0,0.07574728,0,nan,nan,3,0,1,10,0
102116000,1665837666818057,473975106,85455756,494376,494376,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.56,1.54,0.13,0.02,0.08656833,0,nan,nan,3,0,1,10,0
102516000,1665837667214057,473975167,85455765,494366,494366,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.8,1.81,0.17,-0.01,0.094945915,0,nan,nan,3,0,1,10,0
102916000,1665837667614057,473975231,85455774,494363,494363,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.75,1.75,0.17,0.02,0.09738937,0,nan,nan,3,0,1,10,0
103316000,1665837668018057,473975290,85455783,494357,494357,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.41,1.38,0.17,0.02,0.12217305,0,nan,nan,3,0,1,10,0
103716000,1665837668418057,473975330,85455791,494351,494351,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.84,0.83,0.12,0.0,0.14835298,0,nan,nan,3,0,1,10,0
104116000,1665837668818057,473975348,85455795,494350,494350,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.13,0.11,0.049999997,0.01,0.45745078,0,nan,nan,3,0,1,10,0
104516000,1665837669214057,473975339,85455796,494334,494334,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.61,-0.61,-0.01,0.0,3.1599185,0,nan,nan,3,0,1,10,0
104916000,1665837669614057,473975304,85455793,494338,494338,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.27,-1.26,-0.08,-0.01,3.205297,0,nan,nan,3,0,1,10,0
105316000,1665837670018057,473975249,85455788,494340,494340,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.74,-1.7199999,-0.13,-0.02,3.2203069,0,nan,nan,3,0,1,10,0
105716000,1665837670418057,473975182,85455780,494346,494346,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.9399999,-1.9399999,-0.14,-0.01,3.2162926,0,nan,nan,3,0,1,10,0
106116000,1665837670818057,473975113,85455772,494362,494362,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.8499999,-1.8499999,-0.14,-0.04,3.220656,0,nan,nan,3,0,1,10,0
106516000,1665837671214057,473975052,85455765,494379,494379,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.49,-1.48,-0.12,-0.03,3.2276373,0,nan,nan,3,0,1,10,0
106916000,1665837671614057,473975009,85455759,494380,494380,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.9,-0.89,-0.07,-0.03,3.2194343,0,nan,nan,3,0,1,10,0
107316000,1665837672018057,473974989,85455757,494370,494370,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.17,-0.16,-0.03,-0.01,3.3560934,0,nan,nan,3,0,1,10,0
107716000,1665837672418057,473974996,85455756,494362,494362,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.55,0.55,0.02,0.0,0.04712389,0,nan,nan,3,0,1,10,0
108120000,1665837672822057,473975029,85455760,494352,494352,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.1899999,1.1999999,0.08,0.01,0.06859144,0,nan,nan,3,0,1,10,0
108520000,1665837673222057,473975080,85455765,494344,494344,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.61,1.61,0.11,-0.02,0.07365289,0,nan,nan,3,0,1,10,0
108920000,1665837673618057,473975141,85455773,494344,494344,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.77,1.77,0.14,0.0,0.08115781,0,nan,nan,3,0,1,10,0
109316000,1665837674018057,473975203,85455780,494346,494346,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.63,1.63,0.14,-0.01,0.08901179,0,nan,nan,3,0,1,10,0
109720000,1665837674418057,473975256,85455787,494352,494352,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.22,1.2099999,0.099999994,-0.01,0.083775796,0,nan,nan,3,0,1,10,0
110120000,1665837674822057,473975289,85455792,494352,494352,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.59999996,0.62,0.06,-0.01,0.106814146,0,nan,nan,3,0,1,10,0
110520000,1665837675222057,473975297,85455794,494353,494353,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.13,-0.14,0.0,0.0,3.080855,0,nan,nan,3,0,1,10,0
110920000,1665837675618057,473975279,85455793,494361,494361,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.85999995,-0.85999995,-0.049999997,-0.01,3.2096603,0,nan,nan,3,0,1,10,0
111316000,1665837676018057,473975236,85455788,494363,494363,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.48,-1.48,-0.099999994,-0.01,3.211231,0,nan,nan,3,0,1,10,0
111720000,1665837676418057,473975175,85455780,494388,494388,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.89,-1.88,-0.16,-0.03,3.2274628,0,nan,nan,3,0,1,10,0
112120000,1665837676822057,473975103,85455771,494428,494428,0.25,0.5,1.0,1.0,0.0,0.0,0,0,2.01,-2.01,-0.17999999,-0.08,3.230779,0,nan,nan,3,0,1,10,0
112520000,1665837677226057,473975032,85455761,494450,494450,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.8299999,-1.81,-0.17,-0.07,3.2351422,0,nan,nan,3,0,1,10,0
112924000,1665837677626057,473974973,85455753,494479,494479,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.39,-1.39,-0.17,-0.099999994,3.2662091,0,nan,nan,3,0,1,10,0
113324000,1665837678026057,473974935,85455746,494496,494496,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.75,-0.77,-0.099999994,-0.03,3.2801719,0,nan,nan,3,0,1,10,0
113724000,1665837678422057,473974920,85455742,494493,494493,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.04,-0.02,-0.049999997,-0.01,4.240452,0,nan,nan,3,0,1,10,0
114120000,1665837678822057,473974933,85455741,494492,494492,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.68,0.68,0.01,0.0,0.021118483,0,nan,nan,3,0,1,10,0
114524000,1665837679226057,473974969,85455744,494493,494493,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.27,1.26,0.06,0.01,0.048171088,0,nan,nan,3,0,1,10,0
114920000,1665837679626057,473975022,85455749,494489,494489,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.62,1.61,0.08,0.01,0.049392816,0,nan,nan,3,0,1,10,0
115328000,1665837680026057,473975083,85455756,494483,494483,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.6899999,1.6899999,0.13,-0.02,0.07871434,0,nan,nan,3,0,1,10,0
115724000,1665837680422057,473975140,85455763,494482,494482,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.4699999,1.4699999,0.12,0.0,0.08395033,0,nan,nan,3,0,1,10,0
116128000,1665837680822057,473975185,85455769,494477,494477,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.98999995,0.98999995,0.089999996,0.049999997,0.09145525,0,nan,nan,3,0,1,10,0
116524000,1665837681226057,473975211,85455773,494464,494464,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.32,0.32,0.03,0.0,0.12112585,0,nan,nan,3,0,1,10,0
116924000,1665837681626057,473975208,85455773,494456,494456,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.42,-0.42999998,-0.01,0.01,3.1850512,0,nan,nan,3,0,1,10,0
117320000,1665837682026057,473975180,85455771,494440,494440,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.12,-1.11,-0.089999996,0.0,3.2274628,0,nan,nan,3,0,1,10,0
117724000,1665837682422057,473975129,85455766,494429,494429,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.68,-1.66,-0.13,0.0,3.223623,0,nan,nan,3,0,1,10,0
118124000,1665837682822057,473975061,85455758,494427,494427,0.25,0.5,1.0,1.0,0.0,0.0,0,0,2.0,-1.9799999,-0.14999999,0.0,3.221354,0,nan,nan,3,0,1,10,0
118524000,1665837683226057,473974987,85455748,494443,494443,0.25,0.5,1.0,1.0,0.0,0.0,0,0,2.03,-2.01,-0.17,-0.01,3.2274628,0,nan,nan,3,0,1,10,0
118924000,1665837683626057,473974919,85455739,494442,494442,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.78,-1.79,-0.16,-0.02,3.2333968,0,nan,nan,3,0,1,10,0
119324000,1665837684026057,473974863,85455731,494427,494427,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.27,-1.27,-0.13,0.01,3.2447414,0,nan,nan,3,0,1,10,0
119720000,1665837684422057,473974829,85455726,494414,494414,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.59999996,-0.59999996,-0.08,0.049999997,3.2803462,0,nan,nan,3,0,1,10,0
120124000,1665837684822057,473974821,85455723,494401,494401,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.14,0.12,-0.02,0.04,6.107954,0,nan,nan,3,0,1,10,0
120524000,1665837685226057,473974840,85455723,494395,494395,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.84,0.83,0.03,0.01,0.047647487,0,nan,nan,3,0,1,10,0
120924000,1665837685626057,473974880,85455727,494384,494384,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.36,1.35,0.07,-0.01,0.057246797,0,nan,nan,3,0,1,10,0
121124000,1665837685826057,473974906,85455730,494381,494381,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.53,1.52,0.099999994,0.0,0.065973446,0,nan,nan,3,0,1,10,0
121528000,1665837686226057,473974965,85455736,494371,494371,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.66,1.66,0.14,0.02,0.08866272,0,nan,nan,3,0,1,10,0
121928000,1665837686630057,473975023,85455743,494356,494356,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.5,1.49,0.099999994,0.06,0.07260569,0,nan,nan,3,0,1,10,0
