timestamp,timestamp_sample,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
38916000,38836000,1.6339233,0.013954855,2.0263395,0.22875892,1.4643651,1.6228495,1.6634448,0.24498391,-1.188907,0.26829392,0.31394106,0.31422186,0.46324727,-1.6557037,-0.43290085,-0.1852216,-0.120904565,7.5704294e-05,7.5704294e-05,0.00058117823,0.7231139,0.2761535
39916000,39836000,1.6417891,0.0125547685,1.9952391,0.3326297,1.4873613,1.6316167,1.6681798,-0.33187044,-1.5037034,-0.27840722,-0.25156617,-0.25349474,0.41361773,-1.6437136,-0.3835343,-0.15916839,-0.1021816,7.406739e-05,7.406739e-05,0.00046791058,0.7180955,0.28128856
40916000,40836000,1.6477724,0.012478478,1.9940827,0.351468,1.4964641,1.6378717,1.6732827,-0.49615952,-0.8380397,-0.5337529,-0.5163498,-0.5155428,-0.073953755,-0.4183666,-0.22038408,-0.18319966,-0.17391567,8.046698e-05,8.046698e-05,0.00044219304,0.7166543,0.28274256
41916000,41836000,1.6454996,0.011974569,1.9821926,0.38344175,1.4991441,1.6359705,1.6704867,-0.16472948,0.56161183,-0.38085485,-0.36051345,-0.3521247,-0.76736426,1.5516832,0.031527035,-0.20680523,-0.26684266,7.73373e-05,7.73373e-05,0.00045710758,0.72013664,0.2792516
42916000,42836000,1.6401547,0.011190829,1.9570405,0.446681,1.5036165,1.6313303,1.6638111,0.18859303,0.9127209,-0.03983736,-0.016539335,-0.006953478,-0.78181785,1.7449945,0.06801751,-0.18333887,-0.2470976,7.288954e-05,7.288954e-05,0.00047000023,0.7244938,0.27489036
43916000,43836000,1.6353406,0.010911863,1.9419404,0.4801139,1.5042737,1.6269156,1.6583741,0.4857859,0.33110642,0.38213313,0.40678144,0.41254532,-0.22674854,0.15265512,-0.13763893,-0.16797288,-0.17550762,7.6817625e-05,7.747164e-05,0.000492599,0.7281329,0.2712202
44916000,44836000,1.635293,0.010800368,1.9387072,0.4894422,1.5054686,1.6269355,1.6580292,0.35706452,-0.45193598,0.351808,0.37607163,0.37852705,0.22266898,-1.1819948,-0.3009848,-0.15552706,-0.1176899,7.6305776e-05,7.6216165e-05,0.0004809364,0.7272331,0.2721334
45916000,45836000,1.6403743,0.00995948,1.9199781,0.5647313,1.5201623,1.6326177,1.6610352,-0.20054781,-1.1331502,-0.15018988,-0.13431561,-0.1346972,0.34668902,-1.7395937,-0.38007703,-0.17460139,-0.12191855,7.274819e-05,7.274819e-05,0.0004152448,0.72332704,0.27611235
46916000,46836000,1.645152,0.009821395,1.9165888,0.5918637,1.528115,1.6375991,1.6650858,-0.47723287,-0.92507434,-0.47708982,-0.46523732,-0.4642583,0.0139868185,-0.86415887,-0.29368037,-0.20743965,-0.185471,7.910883e-05,7.910883e-05,0.00038964828,0.72142094,0.2780311
47916000,47836000,1.6465882,0.009699499,1.914944,0.6042125,1.5309795,1.6391441,1.6663222,-0.33843803,0.013165653,-0.46949267,-0.45285487,-0.44651604,-0.5526671,1.0742818,-0.0429584,-0.19182949,-0.22925404,7.910031e-05,7.910031e-05,0.00039273477,0.72227514,0.27717394
48916000,48836000,1.6438284,0.009214974,1.9000266,0.64709246,1.5340172,1.6367929,1.6627485,0.014938593,0.5330354,-0.15283453,-0.13322651,-0.12513316,-0.6756024,1.6132815,0.04193358,-0.16624188,-0.21883342,7.3068e-05,7.3068e-05,0.00040288287,0.7251753,0.27427572
49916000,49836000,1.6392964,0.008873312,1.8838508,0.68718374,1.5351669,1.6326653,1.6574689,0.43243814,0.48061,0.33351445,0.3518635,0.35748565,-0.31730908,0.5758391,-0.057700187,-0.13389851,-0.15317874,7.52125e-05,7.52125e-05,0.00041996376,0.7287279,0.27070168
50916000,50836000,1.6384249,0.008912868,1.8824779,0.6884144,1.5345572,1.6318098,1.656568,0.41443232,0.00065535307,0.3898376,0.40544376,0.40817004,0.0618044,-0.65273255,-0.19086418,-0.12116148,-0.10305337,7.636725e-05,7.636725e-05,0.00042093248,0.72885805,0.2705683
51916000,51836000,1.6404709,0.008436426,1.8711298,0.7343809,1.5420446,1.6341898,1.6574695,-0.06916225,-0.7600051,-0.028311491,-0.018749833,-0.019053817,0.29970294,-1.6065567,-0.32092595,-0.14587843,-0.10098217,7.184086e-05,7.184086e-05,0.00038630381,0.7264399,0.27303013
52916000,52836000,1.6432675,0.008259309,1.8656164,0.76386493,1.5481884,1.6371976,1.6595542,-0.41834676,-0.860125,-0.4002,-0.39278364,-0.3925606,0.10900193,-1.0963445,-0.28012624,-0.1704298,-0.1424506,7.666888e-05,7.666888e-05,0.00036408196,0.72467816,0.27480435
53916000,53836000,1.6457163,0.008267213,1.8665365,0.7709311,1.5512354,1.6396904,1.6618731,-0.47677362,-0.35569954,-0.55323887,-0.5409651,-0.53682685,-0.39662096,0.568137,-0.11138323,-0.19390605,-0.21465474,8.184224e-05,8.184224e-05,0.00036054017,0.7244018,0.27507403
54916000,54836000,1.6449645,0.007996445,1.8589272,0.7970304,1.5536746,1.6391586,1.6606584,-0.14739716,0.19802487,-0.26716018,-0.2517717,-0.2457186,-0.5788948,1.3355455,-0.0020700246,-0.1676709,-0.20949057,7.432284e-05,7.432284e-05,0.00036729654,0.72615683,0.27332726
55916000,55836000,1.641597,0.007626576,1.8439752,0.8386306,1.555676,1.6361616,1.6565026,0.35682237,0.48751593,0.26624203,0.28113532,0.2861415,-0.3651921,0.8447442,-0.010988921,-0.11272785,-0.13851354,7.375245e-05,7.375245e-05,0.00037748727,0.72891825,0.27055678
56916000,56836000,1.6402719,0.007689166,1.8420329,0.840187,1.5547055,1.6348648,1.6551558,0.48611665,0.3011015,0.45248353,0.46371448,0.4662999,-0.056734048,-0.2215963,-0.121924914,-0.10465527,-0.1001033,7.7881385e-05,7.883038e-05,0.00038163396,0.72949314,0.26996842
57916000,57836000,1.6401094,0.0074370094,1.8348943,0.8645975,1.5574079,1.6348748,1.6544125,0.10678184,-0.38707298,0.13858545,0.14424765,0.14386582,0.28473172,-1.364573,-0.22895691,-0.08443361,-0.04742767,7.533586e-05,7.197411e-05,0.0003659495,0.7283161,0.27117068
58916000,58836000,1.641254,0.0072357915,1.8283247,0.8929189,1.5617423,1.6362206,1.654927,-0.27032685,-0.66073674,-0.24124515,-0.23770797,-0.23826623,0.20101005,-1.1965375,-0.22912905,-0.10794788,-0.07703985,7.305692e-05,7.305692e-05,0.00035011017,0.7271431,0.2723607
59916000,59836000,1.6442908,0.0072529344,1.8291641,0.9032632,1.5656562,1.6393149,1.657777,-0.4467465,-0.4440821,-0.47744232,-0.4713861,-0.46956939,-0.20155382,0.13099521,-0.10775282,-0.13481659,-0.14162645,7.837196e-05,7.839196e-05,0.0003439833,0.7265596,0.27293968
60916000,60836000,1.6450933,0.0071605914,1.8269923,0.91602176,1.5678215,1.6402106,1.6583781,-0.2574674,-0.050133824,-0.33253217,-0.32243252,-0.31857193,-0.42656922,0.9737615,-0.014212731,-0.13166112,-0.1613888,7.492743e-05,7.492743e-05,0.00034751833,0.72738945,0.2721131
61916000,61836000,1.6427364,0.0068460675,1.816015,0.95160776,1.5688394,1.6380217,1.6556966,0.32484603,0.47323418,0.25062644,0.26198196,0.26597977,-0.3845495,0.90323263,-0.009826094,-0.11644398,-0.14350224,7.356775e-05,7.356775e-05,0.00035441454,0.72946197,0.27003646
62916000,62836000,1.6407212,0.0068834443,1.811361,0.9564189,1.5685854,1.6361893,1.6532367,0.5037507,0.44013542,0.46695828,0.4758094,0.47821218,-0.08186208,0.14075649,-0.024852484,-0.041659966,-0.045863435,7.794651e-05,7.794651e-05,0.00035838835,0.73014736,0.26933828
63916000,63836000,1.6399618,0.0067685656,1.8072418,0.96817845,1.5692375,1.6355162,1.6522105,0.28641182,-0.04563743,0.31284142,0.3153444,0.3147701,0.24009015,-1.1198409,-0.17044288,-0.055166014,-0.02565952,7.69314e-05,7.427086e-05,0.0003532621,0.7298249,0.26967067
64916000,64836000,1.6407177,0.006564168,1.8013725,0.99365807,1.5727874,1.6364486,1.652447,-0.07688165,-0.37997878,-0.03756261,-0.038395762,-0.039838433,0.2612741,-1.2031473,-0.17489526,-0.052126884,-0.020788856,7.24885e-05,7.118372e-05,0.00034440914,0.72936773,0.27014422
65916000,65836000,1.644403,0.0065283854,1.8014272,1.0106456,1.5779904,1.6402326,1.6558452,-0.45230347,-0.49721187,-0.45209184,-0.4511436,-0.45102373,-0.079786964,-0.23680851,-0.12718582,-0.113918334,-0.11053088,7.7503464e-05,7.7503464e-05,0.00033828174,0.7289123,0.27059445
66916000,66836000,1.6458299,0.006539187,1.8019212,1.0158768,1.5798393,1.6416882,1.6572086,-0.3658387,-0.24805278,-0.40775645,-0.40210968,-0.39995217,-0.30421224,0.6217228,-0.035092406,-0.11123572,-0.1305837,7.6401535e-05,7.6401535e-05,0.00033966854,0.7292002,0.27030733
67916000,67836000,1.6447757,0.006272038,1.7933329,1.0447656,1.5821174,1.6408541,1.6556152,0.14568305,0.2969278,0.08613455,0.094558,0.097673655,-0.33914578,0.97062534,0.039929636,-0.06719665,-0.09446922,7.143818e-05,7.143818e-05,0.00034312563,0.7304931,0.2690209
68916000,68836000,1.6436085,0.006268204,1.7896719,1.0535084,1.5820583,1.6397618,1.6542721,0.42803633,0.44739783,0.39133942,0.39822245,0.40036476,-0.15931119,0.40211403,-0.00035460293,-0.04547876,-0.056949437,7.573838e-05,7.573838e-05,0.00034442396,0.7309292,0.26857492
69916000,69836000,1.6426613,0.0062636198,1.7874684,1.0574886,1.5816569,1.6388496,1.6532322,0.3666211,0.17494398,0.384957,0.38565114,0.38513038,0.19607654,-0.76049787,-0.08652518,-0.007306086,0.0129670035,7.637648e-05,7.557978e-05,0.00034411557,0.7310085,0.2684954
70916000,70836000,1.6431273,0.0061076824,1.7829714,1.0768846,1.5842081,1.6394453,1.6533096,0.0030266047,-0.21832216,0.039851546,0.037495494,0.035954475,0.24128592,-1.1030952,-0.15183347,-0.041392878,-0.013182819,7.355478e-05,7.115547e-05,0.00033757012,0.7306185,0.26889923
71916000,71836000,1.645913,0.006014205,1.7810657,1.097488,1.5889671,1.642358,1.6557302,-0.432234,-0.5109853,-0.4209835,-0.4214973,-0.42193633,-0.0035296977,-0.48116463,-0.14274581,-0.10366407,-0.09369558,7.6620236e-05,7.6620236e-05,0.00033095028,0.7301585,0.26935723
72916000,72836000,1.6480579,0.0060742954,1.783024,1.1003984,1.5911976,1.6445094,1.6578634,-0.44056162,-0.39985543,-0.46505633,-0.4611012,-0.45975932,-0.22187427,0.29388303,-0.074465714,-0.11608375,-0.12666896,7.7976285e-05,7.7976285e-05,0.0003314548,0.7302428,0.26926985
73916000,73836000,1.6477473,0.005875567,1.7774373,1.1213732,1.5932127,1.644351,1.6571769,0.0015980005,0.10431576,-0.05375588,-0.045010924,-0.042011023,-0.34419852,0.8961719,0.010446258,-0.089536555,-0.115009435,7.1377035e-05,7.1377035e-05,0.00033552558,0.73134583,0.26817587
74916000,74836000,1.6466691,0.005823323,1.7730865,1.1334851,1.5935786,1.6433692,1.6558672,0.32095015,0.3549198,0.2786628,0.28633893,0.2887603,-0.20567745,0.58751774,0.018954575,-0.04444085,-0.06060277,7.335917e-05,7.335917e-05,0.00033811879,0.73202395,0.26749116
75916000,75836000,1.6454815,0.005868098,1.7712591,1.1349499,1.5926836,1.6422015,1.6546376,0.37712318,0.2612107,0.3796189,0.38169757,0.38188788,0.09377661,-0.44378102,-0.064477056,-0.020336784,-0.009014271,7.69533e-05,7.5253556e-05,0.00033948795,0.7322656,0.26724276
76916000,76836000,1.6445197,0.005784645,1.7672681,1.1457928,1.5930008,1.6413193,1.6534426,0.08432531,-0.07956946,0.10939944,0.10803115,0.10701513,0.20764522,-0.89984286,-0.113405004,-0.023497354,-0.0004808642,7.488144e-05,7.13267e-05,0.00033672067,0.732169,0.2673481
77916000,77836000,1.6463541,0.005656237,1.7641057,1.166993,1.5969394,1.6432881,1.6548921,-0.39821315,-0.48278213,-0.38151443,-0.38300633,-0.383757,0.06061916,-0.6027494,-0.13043465,-0.07689739,-0.06321405,7.553965e-05,7.553965e-05,0.0003306776,0.73178226,0.26773596
78916000,78836000,1.6486273,0.005728758,1.7661477,1.1701394,1.5993097,1.6455686,1.6571479,-0.4928553,-0.49299866,-0.5037654,-0.50160986,-0.5009635,-0.13345915,0.04631297,-0.08303401,-0.09726977,-0.1008979,7.9081656e-05,7.9081656e-05,0.0003302176,0.73173165,0.26777992
79916000,79836000,1.6493123,0.0056055295,1.7636228,1.1837554,1.6013875,1.6463425,1.6575983,-0.16983724,-0.09128988,-0.21263695,-0.20584238,-0.20352805,-0.30574688,0.7833836,0.0042330176,-0.08286841,-0.10510513,7.460464e-05,7.258257e-05,0.00033173888,0.73224515,0.2672759
80916000,80836000,1.6489528,0.005519118,1.759738,1.1975183,1.6025509,1.6460818,1.6569806,0.22370327,0.27396977,0.1856966,0.19216418,0.19427526,-0.22672641,0.6800219,0.030385897,-0.04185477,-0.06030728,7.203678e-05,7.203678e-05,0.00033238495,0.7326545,0.26686904
81916000,81836000,1.6476967,0.0055624465,1.7575274,1.2001868,1.6017225,1.6448556,1.6556602,0.45911705,0.40392652,0.4556111,0.4575103,0.4578784,0.025464818,-0.184358,-0.036482364,-0.019287132,-0.014869757,7.730344e-05,7.730344e-05,0.00033394634,0.7329479,0.26656368
82916000,82836000,1.6461895,0.0055366745,1.7544764,1.2047135,1.60086,1.6433873,1.654032,0.27449203,0.16732973,0.29390955,0.2923718,0.29153007,0.1624558,-0.71800107,-0.09043593,-0.019707464,-0.0015954375,7.6786426e-05,7.357484e-05,0.00033198376,0.7328061,0.2667116
83916000,83836000,1.6475735,0.0053752423,1.7526398,1.2227226,1.6030531,1.6447575,1.6554288,-0.25008142,-0.33042264,-0.22931969,-0.23173583,-0.23273385,0.088261485,-0.7182307,-0.14210653,-0.07762375,-0.061136156,7.500399e-05,7.264382e-05,0.00032578516,0.73233956,0.267187
84916000,84836000,1.6482631,0.0054289307,1.7509612,1.2286212,1.605275,1.6456088,1.6556733,-0.45437312,-0.48222196,-0.4552027,-0.45445585,-0.4543259,-0.03199775,-0.16484514,-0.070674784,-0.05990906,-0.0571536,7.72895e-05,7.72895e-05,0.0003243216,0.7321858,0.26733544
85916000,85836000,1.6495866,0.0053934287,1.7507229,1.2362802,1.6072742,1.646975,1.6568825,-0.23603964,-0.19568086,-0.26920938,-0.26348472,-0.2616366,-0.25535563,0.5955433,-0.014772311,-0.08228237,-0.099518396,7.564972e-05,7.329208e-05,0.00032536374,0.7324693,0.26705638
