timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
8464000,8456000,1310996,1310996,-1.9694431e-05,-2.2130731e-05,-3.1819854e-06,-0.0008439635,0.0007913932,-0.03975077,4000,4000,0,0,0
8968000,8956000,1310996,1310996,5.8854584e-06,-2.6747251e-05,6.936435e-06,-0.00080086297,0.00058724964,-0.039838675,4000,4000,0,0,0
9468000,9468000,1310996,1310996,-6.274272e-06,-2.8097731e-05,-1.603551e-05,-0.00065343676,0.00059042725,-0.03964412,4000,4000,0,0,0
9968000,9964000,1310996,1310996,-1.2378821e-05,-1.8781544e-05,-1.4007588e-06,-0.00075889804,0.0006987322,-0.03977231,4000,4000,0,0,0
10468000,10464000,1310996,1310996,-4.0357218e-06,-2.5689522e-05,3.7886684e-07,-0.00095649547,0.0007557662,-0.039646223,4000,4000,0,0,0
10968000,10964000,1310996,1310996,-1.1765497e-05,5.9108606e-07,1.6062635e-05,-0.0006776393,0.0008377412,-0.03973016,4000,4000,0,0,0
11468000,11464000,1310996,1310996,-7.81515e-06,-6.9998014e-06,9.530267e-06,-0.00084975903,0.00060763676,-0.039858703,4000,4000,0,0,0
11964000,11960000,1310996,1310996,-5.5507508e-06,-1.3799527e-05,-1.0598563e-05,-0.00066698075,0.00073416036,-0.03966817,4000,4000,0,0,0
12468000,12464000,1310996,1310996,-2.7932456e-06,-2.1945318e-05,-1.1435151e-06,-0.00060571515,0.00052206236,-0.03974542,4000,4000,0,0,0
12968000,12964000,1310996,1310996,-2.1083852e-05,-2.4213321e-05,-4.0251302e-06,-0.00063194346,0.0006546221,-0.039806977,4000,4000,0,0,0
13468000,13464000,1310996,1310996,8.259444e-05,-2.550697e-05,1.6605695e-06,-0.0007685451,0.0007342176,-0.040258463,4000,4000,0,0,0
13968000,13964000,1310996,1310996,-0.00014748519,-0.00032863108,2.6049953e-05,-0.000568421,0.0007315162,-0.042049095,4000,4000,0,0,0
14468000,14464000,1310996,1310996,-9.0238194e-05,-0.000118907796,2.5053414e-05,-0.0005539391,0.0004941384,-0.041614126,4000,4000,0,0,0
14968000,14964000,1310996,1310996,-3.2084503e-05,-4.4518845e-05,2.2755263e-05,-0.00054883334,0.0005502335,-0.04134706,4000,4000,0,0,0
15464000,15460000,1310996,1310996,-9.812187e-06,-4.614772e-06,3.6556106e-05,-0.0006222027,0.00051736913,-0.041081253,4000,4000,0,0,0
15964000,15960000,1310996,1310996,-1.1071407e-06,1.9907895e-05,3.3948567e-05,-0.00058840343,0.000608079,-0.040565874,4000,4000,0,0,0
16468000,16464000,1310996,1310996,-4.116435e-05,8.393225e-06,1.5577609e-05,-0.0006800554,0.0005793814,-0.040264737,4000,4000,0,0,0
16968000,16964000,1310996,1310996,-5.5404525e-05,-6.241382e-05,1.9521272e-05,-0.00075478456,0.0007551199,-0.040004663,4000,4000,0,0,0
17468000,17464000,1310996,1310996,-1.9022104e-05,-7.44365e-05,1.0059189e-05,-0.0006215467,0.0007688435,-0.040013563,4000,4000,0,0,0
17968000,17964000,1310996,1310996,1.0677732e-05,2.5675141e-05,2.4343988e-05,-0.0007720901,0.00089857215,-0.039982367,4000,4000,0,0,0
18468000,18464000,1310996,1310996,2.2158758e-05,5.7930896e-07,-6.362709e-06,-0.00057080045,0.0007508649,-0.03970818,4000,4000,0,0,0
18968000,18964000,1310996,1310996,1.0313284e-05,-2.0845724e-05,3.3976175e-05,-0.0007490574,0.00070403586,-0.039779548,4000,4000,0,0,0
19468000,19464000,1310996,1310996,-1.5074195e-05,-3.1655036e-05,1.7667997e-05,-0.00082865084,0.0007776463,-0.039781295,4000,4000,0,0,0
19968000,19964000,1310996,1310996,-4.3760418e-05,-1.2635132e-05,9.1942775e-06,-0.00066208973,0.0006714255,-0.034303933,4000,4000,0,0,0
20468000,20464000,1310996,1310996,1.3015775e-05,-4.9886406e-05,-1.2985566e-05,-0.00061478297,0.00073366833,-0.03540094,4000,4000,0,0,0
20964000,20960000,1310996,1310996,-2.6290254e-05,1.8247643e-05,3.1967481e-06,-0.00077837735,0.00044877906,-0.039395146,4000,4000,0,0,0
21468000,21464000,1310996,1310996,0.001301473,-1.9038924e-05,4.909983e-06,-0.00066632783,0.00048555643,-0.039345153,4000,4000,0,0,0
21964000,21960000,1310996,1310996,0.00044696074,-3.7965667e-05,3.993442e-06,-0.00057862344,-0.00012992279,-0.04000338,4000,4000,0,0,0
22468000,22460000,1310996,1310996,0.00014152058,1.8938828e-05,8.8756e-06,-0.0006154796,-0.0012954405,-0.040954407,4000,4000,0,0,0
22968000,22968000,1310996,1310996,-0.00016929855,2.2234404e-05,-6.1550754e-06,-0.00067189947,-0.0022956468,-0.041370492,4000,4000,0,0,0
23468000,23468000,1310996,1310996,-0.0005194159,-1.8303836e-06,1.0936073e-05,-0.0006654123,-0.0029272402,-0.038688596,4000,4000,0,0,0
23968000,23968000,1310996,1310996,-0.0007508163,-2.0439327e-05,4.74206e-06,-0.00059048366,-0.0032203086,-0.03800797,4000,4000,0,0,0
24468000,24468000,1310996,1310996,-0.00085846224,-5.672096e-05,-1.4532623e-05,-0.00038504545,-0.0029058908,-0.038857017,4000,4000,0,0,0
24964000,24964000,1310996,1310996,-0.00067506137,-2.4282872e-05,-1.309003e-05,-0.00041893555,-0.001956763,-0.039749097,4000,4000,0,0,0
25468000,25468000,1310996,1310996,-0.00037265956,-6.1699386e-05,-2.0016721e-05,-0.0006615446,-0.0006514653,-0.040396165,4000,4000,0,0,0
25968000,25968000,1310996,1310996,2.7684762e-05,-7.966375e-05,-1.4711611e-05,-0.0004471129,0.0006769493,-0.040326137,4000,4000,0,0,0
26468000,26468000,1310996,1310996,0.00042867498,-0.000113342,3.656193e-06,-0.0006897345,0.0017213278,-0.03990178,4000,4000,0,0,0
26968000,26968000,1310996,1310996,0.0006862932,-8.553901e-05,4.896982e-06,-0.0006374865,0.0024511092,-0.039428726,4000,4000,0,0,0
27468000,27468000,1310996,1310996,0.0008150065,-1.668501e-06,4.3854077e-05,-0.00068144145,0.0024011296,-0.039695654,4000,4000,0,0,0
27968000,27968000,1310996,1310996,0.00068444625,3.9216004e-05,-1.55817e-05,-0.0008877911,0.0016076501,-0.03996501,4000,4000,0,0,0
28468000,28468000,1310996,1310996,0.00044655064,3.6963476e-05,1.1036321e-05,-0.0010216733,0.00044084486,-0.040196814,4000,4000,0,0,0
28968000,28968000,1310996,1310996,7.87139e-05,3.0138386e-05,-1.5961608e-05,-0.0009907264,-0.0008372118,-0.04002239,4000,4000,0,0,0
29468000,29468000,1310996,1310996,-0.0003227086,1.4137732e-05,6.4699384e-06,-0.0009103985,-0.0019076762,-0.03994079,4000,4000,0,0,0
29968000,29968000,1310996,1310996,-0.0006499181,-2.5411238e-05,1.17489435e-05,-0.00095995626,-0.00271579,-0.039498508,4000,4000,0,0,0
30468000,30468000,1310996,1310996,-0.00081133243,-2.7698668e-05,9.079228e-06,-0.0006549413,-0.0026316375,-0.03949744,4000,4000,0,0,0
30964000,30964000,1310996,1310996,-0.0007636993,-5.3306143e-05,2.5482128e-05,-0.0006782383,-0.0020578003,-0.03955275,4000,4000,0,0,0
31468000,31468000,1310996,1310996,-0.00054318865,-5.92151e-05,6.108899e-06,-0.0005161016,-0.0010339555,-0.04017779,4000,4000,0,0,0
31968000,31968000,1310996,1310996,-0.0001883174,-5.4173735e-05,-1.6865697e-05,-0.00076261867,0.0003236012,-0.040346865,4000,4000,0,0,0
32468000,32468000,1310996,1310996,0.000183511,-4.2358934e-05,-9.291713e-06,-0.00058595015,0.0014924266,-0.039940238,4000,4000,0,0,0
32968000,32968000,1310996,1310996,0.000546865,-3.4273467e-05,-2.2503016e-05,-0.0007295376,0.0024073408,-0.039633226,4000,4000,0,0,0
33468000,33468000,1310996,1310996,0.0007702151,-5.2648804e-05,6.499597e-06,-0.0008799869,0.0027371785,-0.03935506,4000,4000,0,0,0
33968000,33968000,1310996,1310996,0.00076431164,-8.24077e-06,5.657178e-06,-0.0007534082,0.0023015807,-0.039594736,4000,4000,0,0,0
34468000,34468000,1310996,1310996,0.0005973806,2.4576344e-05,5.479335e-06,-0.0009133362,0.0013204219,-0.040031068,4000,4000,0,0,0
34968000,34968000,1310996,1310996,0.00030210873,9.208989e-06,3.8725602e-06,-0.0009276274,0.00016657035,-0.04000396,4000,4000,0,0,0
35468000,35468000,1310996,1310996,-0.000117711534,-5.8559667e-06,9.505149e-06,-0.00084698456,-0.0011858454,-0.040182173,4000,4000,0,0,0
35968000,35968000,1310996,1310996,-0.00045355532,-5.500835e-06,2.0247542e-05,-0.00089950406,-0.0022459396,-0.0397686,4000,4000,0,0,0
36468000,36468000,1310996,1310996,-0.0007262893,-2.3089572e-06,2.3482526e-05,-0.0007822352,-0.0027692895,-0.039340217,4000,4000,0,0,0
36968000,36968000,1310996,1310996,-0.00081029814,-2.2123522e-05,1.2090059e-05,-0.00070727244,-0.0025925157,-0.039302867,4000,4000,0,0,0
37468000,37468000,1310996,1310996,-0.0006839436,-5.1819232e-05,-9.092709e-06,-0.00065315055,-0.0017174945,-0.039849456,4000,4000,0,0,0
37964000,37964000,1310996,1310996,-0.0003878613,-5.1269464e-05,-7.5553095e-07,-0.000710415,-0.00042823612,-0.04013976,4000,4000,0,0,0
38468000,38468000,1310996,1310996,-5.7427034e-05,-2.3032691e-05,-2.1055668e-05,-0.0007284157,0.0007696383,-0.040045332,4000,4000,0,0,0
38968000,38968000,1310996,1310996,0.0003446215,-2.6283127e-05,-2.62869e-05,-0.0006812607,0.002245673,-0.03976758,4000,4000,0,0,0
