timestamp,speed_up,speed_down,want_takeoff
180248000,3.0,1.0,0
181248000,3.0,1.0,0
182248000,3.0,1.0,0
183248000,3.0,1.0,0
184248000,3.0,1.0,0
185248000,3.0,1.0,0
186248000,3.0,1.0,0
187248000,3.0,1.0,0
188248000,3.0,1.0,0
189248000,3.0,1.0,0
190248000,3.0,1.0,0
191248000,3.0,1.0,0
192248000,3.0,1.0,0
193248000,3.0,1.0,0
194248000,3.0,1.0,0
195248000,3.0,1.0,0
196248000,3.0,1.0,0
197248000,3.0,1.0,0
198248000,3.0,1.0,0
199248000,3.0,1.0,0
200248000,3.0,1.0,0
201248000,3.0,1.0,0
202248000,3.0,1.0,0
203248000,3.0,1.0,0
204248000,3.0,1.0,0
205248000,3.0,1.0,0
206248000,3.0,1.0,0
207248000,3.0,1.0,0
208248000,3.0,1.0,0
209248000,3.0,1.0,0
210248000,3.0,1.0,0
211248000,3.0,1.0,0
212248000,3.0,1.0,0
213248000,3.0,1.0,0
214248000,3.0,1.0,0
215248000,3.0,1.0,0
216248000,3.0,1.0,0
217248000,3.0,1.0,0
218248000,3.0,1.0,0
219248000,3.0,1.0,0
220248000,3.0,1.0,0
221248000,3.0,1.0,0
222248000,3.0,1.0,0
223248000,3.0,1.0,0
224248000,3.0,1.0,0
225248000,3.0,1.0,0
226248000,3.0,1.0,0
227248000,3.0,1.0,0
228248000,3.0,1.0,0
229248000,3.0,1.0,0
230248000,3.0,1.0,0
231248000,3.0,1.0,0
232248000,3.0,1.0,0
233248000,3.0,1.0,0
234248000,3.0,1.0,0
235248000,3.0,1.0,0
