timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err
8908000,8790000,0.00032424903,5.8145262e-05,0.00069769094,1,0,0,0,0,0,0,0,0,0,0
10112000,9989986,0.0002866356,0.0007245898,0.0007607786,1,0,0,0,0,0,0,0,0,0,0
10908000,10789995,0.00052190037,0.0009661962,0.00070773007,1,0,0,0,0,0,0,0,0,0,0
11908000,11789980,0.00024045988,0.0010998839,0.00061520457,1,0,0,0,0,0,0,0,0,0,0
13108000,12989996,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
13908000,13789999,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
15108000,14990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
15908000,15790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
17108000,16990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
17908000,17786000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
19108000,18990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
19908000,19790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21108000,20990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21908000,21790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
23104000,22986000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
23904000,23786000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
25104000,24986000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
25912000,25790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
27112000,26990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
27908000,27790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
29108000,28990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
29908000,29790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
31108000,30986000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
31908000,31790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
33108000,32990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
33908000,33790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
35116000,34994000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
35908000,35786000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
37108000,36990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
37908000,37790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
39108000,38989978,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
39908000,39789992,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
41108000,40989999,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
41908000,41790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
43108000,42990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
43908000,43790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
45108000,44990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
45908000,45790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
47108000,46990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
47908000,47790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
49108000,48990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
49908000,49790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
51108000,50990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
51908000,51790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
53108000,52990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
53908000,53790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
55108000,54990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
55908000,55790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
57108000,56990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
57908000,57790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
59108000,58990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
59908000,59790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
61108000,60986000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
61908000,61790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
63108000,62990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
63908000,63790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
65108000,64990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
65908000,65790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
67108000,66986000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
67908000,67790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
69108000,68990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
69908000,69790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
71108000,70990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
71908000,71790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
73108000,72990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
73908000,73790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
75108000,74990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
75908000,75786000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
77108000,76990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
77908000,77790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
79108000,78990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
79908000,79790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
81108000,80990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
81908000,81790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
83108000,82990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
83908000,83790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
85108000,84990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
85908000,85790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
87108000,86990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
87908000,87790000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
89108000,88990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
89900000,89786000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
91108000,90990000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
92116000,91998000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
92916000,92794000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
94116000,93994000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
94916000,94794000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
96116000,95994000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
96916000,96794000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
97916000,97798000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
99116000,98998000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
99916000,99798000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
101116000,100998000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
102124000,102002000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
102924000,102802000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
104124000,104002000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
104924000,104802000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
106124000,106002000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
106924000,106802000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
108124000,108006000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
108924000,108806000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
110124000,110006000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
110924000,110806000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
112124000,112006000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
112932000,112810000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
114124000,114006000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
114924000,114806000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
115732000,115610000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
116924000,116810000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
117732000,117610000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
118932000,118810000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
119724000,119606000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
120932000,120810000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
121932000,121814000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
122732000,122614000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
123932000,123814000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
124940000,124818000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
125940000,125822000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
126740000,126622000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
127940000,127822000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
128740000,128618000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
129940000,129822000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
130740000,130622000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
131944000,131822000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
132744000,132622000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
133944000,133822000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
134736000,134622000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
135944000,135822000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
136736000,136622000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
137936000,137818000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
138744000,138622000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
139736000,139622000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
140944000,140822000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
141736000,141622000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
142936000,142822000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
143744000,143622000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
144944000,144822000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
145744000,145622000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
146944000,146822000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
147744000,147622000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
148944000,148826000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
149744000,149626000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
150944000,150826000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
151744000,151626000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
152944000,152826000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
153744000,153626000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
154944000,154826000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
155952000,155830000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
156752000,156630000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
157752000,157634000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
158952000,158834000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
159752000,159634000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
160952000,160833987,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
161752000,161633996,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
162952000,162833999,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
163752000,163634000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
164952000,164834000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
165752000,165634000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
166960000,166838000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
167752000,167634000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
168952000,168830000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
169752000,169634000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
170952000,170834000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
171752000,171634000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
172952000,172834000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
173752000,173634000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
174960000,174838000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
