timestamp,load,ram_usage
128504000,0.16,0.23655626
129004000,0.14,0.2365581
129504000,0.16,0.2365549
130004000,0.15686275,0.23655121
130504000,0.14285715,0.23656388
131004000,0.16,0.23655958
131504000,0.15686275,0.23655662
132004000,0.15686275,0.23655613
132504000,0.16,0.23656216
133004000,0.20833333,0.2365538
133504000,0.13725491,0.23655847
134004000,0.15686275,0.23655269
134504000,0.1632653,0.23656572
135004000,0.1632653,0.23655331
135504000,0.1509434,0.23655109
136004000,0.18367347,0.23654605
136504000,0.11764706,0.23651974
137004000,0.1632653,0.23652442
137504000,0.18367347,0.23653081
138004000,0.15686275,0.2365217
138504000,0.13725491,0.23651901
139004000,0.1632653,0.23651543
139504000,0.15686275,0.23652847
140004000,0.16,0.23653081
140504000,0.18,0.23653463
141004000,0.13725491,0.23653954
141504000,0.13461539,0.23653807
142004000,0.18,0.23653978
142504000,0.1632653,0.23651913
143004000,0.1632653,0.23651803
143504000,0.14,0.23651531
144004000,0.1764706,0.23652676
144504000,0.15686275,0.23652995
145004000,0.1632653,0.23654151
145504000,0.18,0.23653856
146004000,0.13333334,0.23653105
146504000,0.13725491,0.23653917
147008000,0.18,0.23653547
147504000,0.18,0.23654088
148004000,0.14285715,0.23651531
148504000,0.2,0.2365099
149004000,0.15686275,0.23650707
149504000,0.16,0.2365158
150004000,0.16,0.23651335
150504000,0.16,0.23648532
151004000,0.15686275,0.23648937
151504000,0.1764706,0.23649454
152004000,0.16,0.23649246
152504000,0.16,0.23647057
153004000,0.18,0.2364697
153504000,0.15686275,0.2364708
154004000,0.16,0.2364761
154504000,0.18,0.23647916
155004000,0.16,0.23648864
155504000,0.16,0.23648003
156004000,0.13559322,0.23647855
156504000,0.15686275,0.23648052
157004000,0.16,0.23647769
157504000,0.16,0.23647375
158004000,0.15686275,0.23647855
158504000,0.1632653,0.23647438
159004000,0.1632653,0.2369444
159504000,0.15384616,0.2378632
160004000,0.16666667,0.23787524
160504000,0.1764706,0.23786959
161004000,0.15686275,0.23787549
161504000,0.1632653,0.23787758
162004000,0.15384616,0.2378525
162504000,0.18367347,0.23784709
163004000,0.16,0.23785864
163504000,0.15,0.23727402
164004000,0.15686275,0.23727243
164504000,0.16,0.23726664
165004000,0.18,0.23727058
165504000,0.15686275,0.2372669
166004000,0.16,0.23726591
166504000,0.14,0.2372433
167004000,0.18,0.23724169
167504000,0.15686275,0.23715144
168004000,0.16666667,0.23714936
168504000,0.15686275,0.23715144
169004000,0.15384616,0.23714912
169504000,0.16,0.23714505
170004000,0.1632653,0.23715034
170504000,0.11666667,0.23714481
171004000,0.1875,0.23712674
171504000,0.1509434,0.23713079
172004000,0.14,0.23712674
172504000,0.15686275,0.23712367
173004000,0.18367347,0.2371217
173504000,0.14,0.23708408
174004000,0.16,0.23708998
174504000,0.1632653,0.23708457
175004000,0.16,0.23708998
175504000,0.15384616,0.23707534
176004000,0.1632653,0.23706736
176504000,0.14,0.23706207
177004000,0.15686275,0.23706575
177504000,0.1632653,0.23706268
178004000,0.18,0.2370451
178504000,0.15686275,0.23704043
179004000,0.1632653,0.23703685
179504000,0.15686275,0.23704104
180004000,0.1632653,0.23704498
180504000,0.17307693,0.23702568
181004000,0.14,0.2370221
181504000,0.1632653,0.23701854
182004000,0.16,0.23701498
182504000,0.15686275,0.23700798
183004000,0.18,0.23700072
183504000,0.16,0.23700231
184004000,0.16,0.2369985
184504000,0.16,0.23699456
185004000,0.1764706,0.23699911
185504000,0.14285715,0.23700243
186004000,0.2,0.2370001
186504000,0.11764706,0.23699604
187004000,0.16,0.23699321
187504000,0.18,0.23697244
188004000,0.14285715,0.23696186
188504000,0.1764706,0.2369653
189004000,0.14,0.2369701
189504000,0.18,0.23695068
190004000,0.15686275,0.23694612
190504000,0.16,0.23694317
191004000,0.16666667,0.2369465
191504000,0.13461539,0.23695129
192004000,0.16,0.23692437
192504000,0.1875,0.23692067
193004000,0.17307693,0.23691711
193504000,0.14,0.23692104
194004000,0.14,0.23692596
194504000,0.15686275,0.23689915
195004000,0.18,0.23689571
195504000,0.14285715,0.23689128
196004000,0.1632653,0.23689634
196504000,0.17307693,0.23688367
197004000,0.14,0.23688981
197504000,0.18367347,0.23689929
198004000,0.14,0.2368967
198504000,0.18,0.23689117
199004000,0.13461539,0.23689547
199504000,0.18,0.23689227
200004000,0.1632653,0.23689128
200504000,0.15384616,0.23688613
201004000,0.16,0.2368962
201504000,0.1632653,0.23687679
202004000,0.18367347,0.23686609
202504000,0.1764706,0.23687063
203004000,0.15686275,0.2368747
203504000,0.1632653,0.23687679
204004000,0.1764706,0.23688932
204504000,0.14285715,0.23688576
205004000,0.17307693,0.23688342
205504000,0.1632653,0.2368929
206004000,0.15686275,0.23689732
206504000,0.16,0.23691711
207004000,0.16666667,0.23692903
207504000,0.16,0.23692448
208004000,0.15384616,0.23692179
208504000,0.16,0.23691835
209004000,0.1632653,0.23692301
209504000,0.15686275,0.23692645
210004000,0.16,0.23693801
210504000,0.16,0.2369583
211004000,0.15686275,0.23695448
211504000,0.1764706,0.23695806
212004000,0.1632653,0.23695228
212504000,0.14285715,0.2369583
213004000,0.15686275,0.2369476
213504000,0.15686275,0.23694268
214004000,0.16,0.2369476
214504000,0.14285715,0.23694244
215004000,0.16,0.23693949
215504000,0.16,0.23693444
216004000,0.13725491,0.2369074
216504000,0.16,0.23690641
217004000,0.15686275,0.2369235
217504000,0.16666667,0.23692916
218004000,0.15686275,0.2369385
218504000,0.15686275,0.23694415
219004000,0.16,0.23694687
219504000,0.14,0.23694588
220004000,0.1875,0.23693937
220504000,0.13725491,0.23692141
221004000,0.16,0.23694158
221504000,0.16,0.23694502
222004000,0.16,0.23694834
222504000,0.14,0.23694527
223004000,0.2,0.23693235
223504000,0.14,0.23693064
224004000,0.16,0.23694085
224504000,0.16,0.23693839
225004000,0.15686275,0.23693334
225504000,0.16,0.2369074
226004000,0.1632653,0.23691809
226504000,0.15686275,0.23692203
227004000,0.15686275,0.23691835
227504000,0.16,0.23692277
228004000,0.16,0.23693371
228504000,0.13725491,0.23693825
229004000,0.15686275,0.23694195
229504000,0.14285715,0.23694797
230004000,0.1764706,0.23695756
230504000,0.14,0.23694071
231004000,0.16666667,0.23693481
231504000,0.16,0.23693186
232004000,0.16,0.2369353
232504000,0.17307693,0.23693284
233004000,0.125,0.23694392
233504000,0.1764706,0.23695694
234004000,0.1632653,0.23696703
234504000,0.15686275,0.23696555
235004000,0.18,0.23697466
