timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
8728000,8716000,0.6894707,0.0012636111,-0.012817807,0.7241991,0.999999,-9.313226e-10,-5.820766e-10,0.0014415383,2
9228000,9228000,0.689384,0.0014672405,-0.012861809,0.7242805,0.999999,-9.313226e-10,-5.820766e-10,0.0014415383,2
9728000,9728000,0.6896846,0.0010489308,-0.01301422,0.7239922,0.999999,-9.313226e-10,-5.820766e-10,0.0014415383,2
10228000,10224000,0.6896051,0.00093393255,-0.0129717365,0.7240689,0.999999,-9.313226e-10,-5.820766e-10,0.0014415383,2
10728000,10724000,0.6895489,0.00090511324,-0.012887059,0.72412395,0.999999,-9.313226e-10,-5.820766e-10,0.0014415383,2
11228000,11224000,0.68992376,0.0008371419,-0.012667909,0.72377074,0.999999,-9.313226e-10,-5.820766e-10,0.0014415383,2
11728000,11724000,0.6901857,0.00077973586,-0.012535634,0.72352326,0.999999,-9.313226e-10,-5.820766e-10,0.0014415383,2
12228000,12224000,0.69035196,0.0006469627,-0.012301881,0.7233688,0.999999,-9.313226e-10,-5.820766e-10,0.0014415383,2
12728000,12724000,0.6907601,0.00045946243,-0.012154994,0.7229818,0.999999,-9.313226e-10,-5.820766e-10,0.0014415383,2
13224000,13220000,0.6912278,0.00032398495,-0.0121095,0.72253543,0.999999,-9.313226e-10,-5.820766e-10,0.0014415383,2
13728000,13724000,0.69034106,-0.0026024235,0.001188337,0.72347844,0.999999,-9.313226e-10,-5.820766e-10,0.0014415383,2
14228000,14224000,0.6892796,0.00081635034,-0.008146749,0.72444916,0.999999,-9.313226e-10,-5.820766e-10,0.0014415383,2
14728000,14724000,0.68834746,0.0031144402,-0.015862454,0.725201,0.999999,-9.313226e-10,-5.820766e-10,0.0014415383,2
15228000,15224000,0.6874522,0.0024648022,-0.017428102,0.72601634,0.999999,-9.313226e-10,-5.820766e-10,0.0014415383,2
15724000,15720000,0.68682224,0.0012875714,-0.016534269,0.72663623,0.999999,-9.313226e-10,-5.820766e-10,0.0014415383,2
16228000,16224000,0.6890964,-0.00048491606,-0.014295307,0.7245286,0.99999106,1.8626451e-09,4.802132e-10,-0.004227191,3
16728000,16724000,0.6869706,-0.0021607026,-0.012159402,0.7265803,0.99999106,1.8626451e-09,4.802132e-10,-0.004227191,3
17228000,17224000,0.68624896,-0.0023832908,-0.013939213,0.72722924,0.99999106,1.8626451e-09,4.802132e-10,-0.004227191,3
17728000,17724000,0.6855504,-0.0013524974,-0.016082095,0.7278463,0.99999106,1.8626451e-09,4.802132e-10,-0.004227191,3
18228000,18224000,0.68515265,-0.0014135216,-0.0122578135,0.728295,0.99999106,1.8626451e-09,4.802132e-10,-0.004227191,3
18724000,18720000,0.6840127,-0.00031475187,-0.010137643,0.7293997,0.99999106,1.8626451e-09,4.802132e-10,-0.004227191,3
19228000,19224000,0.68310696,0.0009667931,-0.009038757,0.73026186,0.99999106,1.8626451e-09,4.802132e-10,-0.004227191,3
19728000,19724000,0.68225884,0.0010059444,-0.008923272,0.73105556,0.99999106,1.8626451e-09,4.802132e-10,-0.004227191,3
20228000,20224000,0.6817115,-0.00020649828,-0.010168542,0.7315504,0.99999106,1.8626451e-09,4.802132e-10,-0.004227191,3
20728000,20724000,0.6816539,0.00011336258,-0.011516029,0.73158413,0.99999106,1.8626451e-09,4.802132e-10,-0.004227191,3
21228000,21224000,0.68197554,-0.0009425134,-0.010647644,0.7312969,0.99999106,1.8626451e-09,4.802132e-10,-0.004227191,3
21728000,21724000,0.6808929,0.03875759,0.032043863,0.7306545,0.99999106,1.8626451e-09,4.802132e-10,-0.004227191,3
22228000,22220000,0.67943937,0.061750557,0.05806424,0.7288193,0.99999106,1.8626451e-09,4.802132e-10,-0.004227191,3
22728000,22728000,0.6782874,0.070709184,0.06988998,0.72803974,0.99999106,1.8626451e-09,4.802132e-10,-0.004227191,3
23228000,23228000,0.67932844,0.0630342,0.06345622,0.72836316,0.99999106,1.8626451e-09,4.802132e-10,-0.004227191,3
23728000,23728000,0.68115765,0.040142983,0.04125256,0.7298706,0.99999106,1.8626451e-09,4.802132e-10,-0.004227191,3
24228000,24228000,0.6820387,0.008191672,0.007995221,0.73122656,0.99999106,1.8626451e-09,4.802132e-10,-0.004227191,3
