timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
8960000,8960000,1310988,-0.0010652645,-0.0031957934,-0.0005326322,11.832727,0,1
9960000,9960000,1310988,-0.0005326322,-0.0015978967,0.0005326322,11.832727,0,1
10960000,10960000,1310988,-0.0005326322,-0.002130529,0.0010652645,11.832727,0,1
11960000,11960000,1310988,-0.0010652645,-0.0026631611,-0.0026631611,11.832727,0,1
12960000,12960000,1310988,-0.004261058,-0.008522116,0.0,11.832727,0,1
13960000,13960000,1310988,-0.034088463,-0.07989483,0.00479369,11.832483,0,1
14960000,14960000,1310988,-0.007456851,-0.010652645,0.00479369,11.829615,0,1
15960000,15960000,1310988,-0.0005326322,0.004261058,0.007989483,11.824396,0,1
16960000,16960000,1310988,-0.011717909,-0.014913702,0.0058589545,11.81756,0,1
17960000,17960000,1310988,0.0010652645,0.0031957934,0.00479369,11.80987,0,1
18960000,18960000,1310988,0.002130529,-0.0037284256,0.0058589545,11.801813,0,1
19960000,19960000,1310988,-0.0063915867,-0.0031957934,0.0037284256,11.793329,0,1
20960000,20960000,1310988,-0.0058589545,0.004261058,0.0005326322,11.791376,0,1
21960000,21960000,1310988,0.11132014,-0.009054748,0.0005326322,11.790979,0,1
22960000,22960000,1310988,-0.046871636,0.0053263223,0.0031957934,11.790308,0,1
23960000,23960000,1310988,-0.18429075,-0.0037284256,0.0026631611,11.788507,0,1
24960000,24960000,1310988,-0.16458336,-0.008522116,-0.0015978967,11.788416,0,1
25960000,25960000,1310988,0.00479369,-0.01917476,-0.00479369,11.788874,0,1
26960000,26960000,1310988,0.1736381,-0.01917476,0.0063915867,11.78924,0,1
27960000,27960000,1310988,0.17150758,0.007989483,0.0015978967,11.789606,0,1
28960000,28960000,1310988,0.016511599,0.0031957934,0.0010652645,11.789972,0,1
29960000,29960000,1310988,-0.16138756,-0.004261058,0.0,11.7902775,0,1
30960000,30960000,1310988,-0.19014971,-0.010652645,0.0063915867,11.79043,0,1
31960000,31960000,1310988,-0.054328486,-0.017044231,-0.0010652645,11.790644,0,1
32960000,32960000,1310988,0.13688648,-0.01438107,0.0,11.790796,0,1
33960000,33960000,1310988,0.18642128,0.0010652645,0.0010652645,11.790918,0,1
34960000,34960000,1310988,0.07456851,0.0010652645,0.0,11.791132,0,1
35960000,35960000,1310988,-0.11345066,-0.0058589545,0.006924219,11.791132,0,1
36960000,36960000,1310988,-0.20240025,-0.004261058,0.0026631611,11.790857,0,1
37960000,37960000,1310988,-0.101200126,-0.0127831735,0.0005326322,11.790674,0,1
38960000,38960000,1310988,0.087884314,-0.00479369,-0.0015978967,11.790552,0,1
39960000,39960000,1310988,0.19813919,-0.00958738,0.0,11.7904,0,1
40960000,40960000,1310988,0.12676647,0.0015978967,-0.0010652645,11.7902775,0,1
41960000,41960000,1310988,-0.066046394,-0.0005326322,0.002130529,11.790186,0,1
42960000,42960000,1310988,-0.18961707,-0.0026631611,0.0031957934,11.789972,0,1
43960000,43960000,1310988,-0.13635385,-0.00958738,0.0,11.789789,0,1
44960000,44960000,1310988,0.029294772,-0.010652645,-0.0026631611,11.789789,0,1
45960000,45960000,1310988,0.18642128,-0.0037284256,-0.0031957934,11.789789,0,1
46960000,46960000,1310988,0.16192019,0.0053263223,-0.002130529,11.789881,0,1
47960000,47960000,1310988,-0.008522116,-0.0005326322,-0.0026631611,11.790125,0,1
48960000,48960000,1310988,-0.17417073,0.002130529,0.0010652645,11.790186,0,1
49960000,49960000,1310988,-0.17576863,-0.010120012,-0.0010652645,11.790033,0,1
50960000,50960000,1310988,-0.022370555,-0.007456851,-0.0026631611,11.789942,0,1
51960000,51960000,1310988,0.15446335,-0.009054748,-0.0037284256,11.789942,0,1
52960000,52960000,1310988,0.18429075,-0.0031957934,-0.0010652645,11.790003,0,1
53960000,53960000,1310988,0.03888215,-0.0005326322,-0.0010652645,11.790155,0,1
54960000,54960000,1310988,-0.13635385,-0.002130529,0.0010652645,11.790216,0,1
55960000,55960000,1310988,-0.20080236,-0.0063915867,-0.0015978967,11.790094,0,1
56960000,56960000,1310988,-0.08042747,-0.007989483,-0.002130529,11.790125,0,1
57960000,57960000,1310988,0.11451593,-0.0031957934,-0.0015978967,11.790247,0,1
58960000,58960000,1310988,0.20453078,-0.0026631611,0.0,11.7902775,0,1
59960000,59960000,1310988,0.09374327,0.0010652645,0.002130529,11.790491,0,1
60960000,60960000,1310988,-0.09427591,-0.0005326322,0.0,11.790674,0,1
61960000,61960000,1310988,-0.19441076,-0.0058589545,-0.0037284256,11.790766,0,1
