timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
8464000,8456000,1311004,1311004,-1.9694431e-05,-2.2130731e-05,-3.1819854e-06,-0.0008439635,0.0007913932,-0.03975077,4000,4000,0,0,0
8964000,8956000,1311004,1311004,5.8854584e-06,-2.6747251e-05,6.936435e-06,-0.00080086297,0.00058724964,-0.039838675,4000,4000,0,0,0
9460000,9460000,1311004,1311004,6.1362375e-06,-7.806345e-06,1.8564282e-06,-0.00084561325,0.0007696792,-0.03967832,4000,4000,0,0,0
9964000,9960000,1311004,1311004,-1.8992514e-06,-9.441519e-06,1.9338902e-06,-0.000771854,0.00071670965,-0.039882224,4000,4000,0,0,0
10464000,10460000,1311004,1311004,-1.3392843e-05,-3.7817343e-05,-5.568455e-06,-0.0008626884,0.0006488125,-0.03964018,4000,4000,0,0,0
10964000,10956000,1311004,1311004,8.815113e-06,-2.0869036e-05,-8.537754e-06,-0.00079748954,0.00046225413,-0.03972103,4000,4000,0,0,0
11464000,11464000,1311004,1311004,-7.81515e-06,-6.9998014e-06,9.530267e-06,-0.00084975903,0.00060763676,-0.039858703,4000,4000,0,0,0
11964000,11964000,1311004,1311004,-5.131908e-06,-1.8583665e-05,-5.620001e-06,-0.0007268503,0.00079342956,-0.03962893,4000,4000,0,0,0
12464000,12464000,1311004,1311004,-2.7932456e-06,-2.1945318e-05,-1.1435151e-06,-0.00060571515,0.00052206236,-0.03974542,4000,4000,0,0,0
12964000,12964000,1311004,1311004,-2.1083852e-05,-2.4213321e-05,-4.0251302e-06,-0.00063194346,0.0006546221,-0.039806977,4000,4000,0,0,0
13464000,13464000,1311004,1311004,8.259444e-05,-2.550697e-05,1.6605695e-06,-0.0007685451,0.0007342176,-0.040258463,4000,4000,0,0,0
13964000,13964000,1311004,1311004,-0.00014748519,-0.00032863108,2.6049953e-05,-0.000568421,0.0007315162,-0.042049095,4000,4000,0,0,0
14464000,14464000,1311004,1311004,-9.0238194e-05,-0.000118907796,2.5053414e-05,-0.0005539391,0.0004941384,-0.041614126,4000,4000,0,0,0
14960000,14960000,1311004,1311004,-3.1159027e-05,-4.528538e-05,2.0170373e-05,-0.00056434586,0.00042520708,-0.041405953,4000,4000,0,0,0
15464000,15464000,1311004,1311004,-3.2239616e-06,-4.419831e-06,4.500531e-05,-0.0005962454,0.0007115091,-0.040955085,4000,4000,0,0,0
15964000,15964000,1311004,1311004,-1.5446962e-05,1.1423153e-05,3.1536038e-05,-0.0006223537,0.00061134686,-0.040632438,4000,4000,0,0,0
16464000,16464000,1311004,1311004,-4.116435e-05,8.393225e-06,1.5577609e-05,-0.0006800554,0.0005793814,-0.040264737,4000,4000,0,0,0
16964000,16964000,1311004,1311004,-5.5404525e-05,-6.241382e-05,1.9521272e-05,-0.00075478456,0.0007551199,-0.040004663,4000,4000,0,0,0
17460000,17460000,1311004,1311004,-2.490929e-05,-8.043225e-05,1.4729367e-05,-0.0005421469,0.00076453126,-0.039953347,4000,4000,0,0,0
17964000,17964000,1311004,1311004,1.0677732e-05,2.5675141e-05,2.4343988e-05,-0.0007720901,0.00089857215,-0.039982367,4000,4000,0,0,0
18464000,18464000,1311004,1311004,2.2158758e-05,5.7930896e-07,-6.362709e-06,-0.00057080045,0.0007508649,-0.03970818,4000,4000,0,0,0
18964000,18964000,1311004,1311004,1.0313284e-05,-2.0845724e-05,3.3976175e-05,-0.0007490574,0.00070403586,-0.039779548,4000,4000,0,0,0
19464000,19464000,1311004,1311004,-1.5074195e-05,-3.1655036e-05,1.7667997e-05,-0.00082865084,0.0007776463,-0.039781295,4000,4000,0,0,0
