timestamp,u[0],u[1],u[2],ueq[0],ueq[1],ueq[2],k[0],k[1],k[2],r[0],r[1],r[2],ut[0],ut[1],ut[2],sigma[0],sigma[1],sigma[2],derr[0],derr[1],derr[2],delta[0],delta[1],delta[2],rho[0],rho[1],rho[2],att[0],att[1],att[2],att_sp[0],att_sp[1],att_sp[2],rate[0],rate[1],rate[2],rate_sp[0],rate_sp[1],rate_sp[2]
16068000,0.0,0.0,0.0,0.00061405933,-0.000140914,-0.00069705176,0.14799997,0.14799997,0.14799997,0.5,0.5,0.5,0.00070077466,-4.493777e-05,-0.0008356187,-0.0003393582,2.1761633e-05,0.00040465797,0.0008002008,0.013342746,0.0038927996,0.0014380962,0.0017929971,0.0013891757,1.0,1.0,1.0,-0.020893613,-0.022233434,1.6282558,-0.020474235,-0.020920921,1.6282405,0.0008002008,0.013342746,0.0038927996,0.0,0.0,0.0
16268000,0.0,0.0,0.0,0.0010369729,-6.87415e-06,-0.00056313473,0.14799997,0.14799997,0.14799997,0.5,0.5,0.5,0.0002073349,0.00034776187,-0.0002791434,-0.000100404315,-0.00016840769,0.00013517842,0.009746623,0.009953748,0.000989388,0.0003938377,0.0017542094,0.0012398958,1.0,1.0,1.0,-0.020668944,-0.019531759,1.6233765,-0.019593878,-0.018367976,1.6233402,0.009746623,0.009953748,0.000989388,0.0,0.0,0.0
16468000,0.0,0.0,0.0,0.0007366556,0.000102492886,-0.0010416067,0.14799997,0.14799997,0.14799997,0.5,0.5,0.5,0.0007223128,0.0003736487,-0.0007305101,-0.0003497883,-0.0001809437,0.00035375793,-0.007705058,0.0071083303,0.003214522,0.001246199,0.0019208938,0.00073833764,1.0,1.0,1.0,-0.020641884,-0.01744024,1.6272231,-0.021062601,-0.016548464,1.6271908,-0.007705058,0.0071083303,0.003214522,0.0,0.0,0.0
16668000,0.0,0.0,0.0,0.0012236369,0.0009952316,-0.000809344,0.14799997,0.14799997,0.14799997,0.5,0.5,0.5,0.00086495513,0.0008896097,-0.00083752105,-0.00041886448,-0.00043080375,0.00040557922,0.004930624,0.0095879845,0.003822142,0.0005224198,0.00092354417,0.001201421,1.0,1.0,1.0,-0.020781185,-0.015678652,1.6284297,-0.019869259,-0.014289049,1.6284063,0.004930624,0.0095879845,0.003822142,0.0,0.0,0.0
16868000,0.0,0.0,0.0,0.0003112463,-0.0036803696,-0.0010001783,0.14799997,0.14799997,0.14799997,0.5,0.5,0.5,-0.0002685304,-0.0034914005,-0.00087664975,0.00013003894,0.0016907509,0.00042452777,-0.019970423,-0.01012967,0.003880497,0.0012951493,-0.0018448383,0.00090649724,1.0,1.0,1.0,-0.021292755,-0.014001106,1.6303074,-0.023419837,-0.016704824,1.630271,-0.019970423,-0.01012967,0.003880497,0.0,0.0,0.0
17064000,0.0,0.0,0.0,-0.0011316593,0.00014175485,-0.0006170204,0.15199997,0.15199997,0.15199997,0.5,0.5,0.5,-0.0017622083,0.00014949695,-0.00052222004,0.0008554409,-7.257133e-05,0.00025350487,0.005925025,-0.012709711,0.002692405,-0.0027185082,-0.0021380037,-0.0026871264,1.0,1.0,1.0,-0.022697175,-0.016143236,1.6310174,-0.022960113,-0.017341636,1.6310332,0.005925025,-0.012709711,0.002692405,0.0,0.0,0.0
17264000,0.0,0.0,0.0,0.00030108757,-0.004372445,-0.0007351604,0.15199997,0.15199997,0.15199997,0.5,0.5,0.5,0.00037650444,-0.0037997768,-0.00081762625,-0.00018276914,0.0018445518,0.00039690596,-0.019019011,-0.015308555,0.0037878614,-0.0022533834,-0.006802276,-0.0026870817,1.0,1.0,1.0,-0.02350902,-0.016970454,1.6309175,-0.025228152,-0.020345861,1.6308994,-0.019019011,-0.015308555,0.0037878614,0.0,0.0,0.0
17468000,0.0,0.0,0.0,0.0007315678,-0.0005887364,-0.00056236895,0.14799997,0.14799997,0.14799997,0.5,0.5,0.5,0.00047034104,-0.00022809047,-0.00036206964,-0.00022776806,0.00011045544,0.00017533639,-0.0029136809,-0.013379728,0.0015507081,0.0010850877,0.0011624098,0.0012970269,1.0,1.0,1.0,-0.02471594,-0.019789696,1.6331943,-0.02477954,-0.021238124,1.6331741,-0.0029136809,-0.013379728,0.0015507081,0.0,0.0,0.0
17668000,0.0,0.0,0.0,0.00047855498,0.00094717275,-0.00077964156,0.14799997,0.14799997,0.14799997,0.5,0.5,0.5,0.0004471327,0.0013469552,-0.0010348791,-0.00021652918,-0.00065227854,0.0005011521,-0.0002664182,-0.0002129632,0.0051450357,0.001495406,0.0013124347,0.0013843179,1.0,1.0,1.0,-0.024765583,-0.020978317,1.6328875,-0.024575695,-0.020347334,1.6329008,-0.0002664182,-0.0002129632,0.0051450357,0.0,0.0,0.0
17864000,0.0,0.0,0.0,-4.686547e-05,0.0015120842,-0.0007955412,0.15199997,0.15199997,0.15199997,0.5,0.5,0.5,-6.809563e-05,0.0015854423,-0.0009719806,3.305613e-05,-0.0007696322,0.00047183526,0.011994184,0.005441566,0.0049579632,-0.0020330697,-0.0034779906,-0.0026848018,1.0,1.0,1.0,-0.02367521,-0.02038794,1.6316463,-0.022508848,-0.019074151,1.6316702,0.011994184,0.005441566,0.0049579632,0.0,0.0,0.0
18064000,0.0,0.0,0.0,-0.0004484333,0.0027200382,-0.00088374375,0.15199997,0.15199997,0.15199997,0.5,0.5,0.5,-0.00050562905,0.002574468,-0.00086383685,0.000245451,-0.0012497418,0.0004193383,0.018462753,0.01826711,0.003554421,-0.0024144799,-0.0048455745,-0.0029061139,1.0,1.0,1.0,-0.021457903,-0.018466532,1.6321633,-0.019857079,-0.0153900795,1.6320994,0.018462753,0.01826711,0.003554421,0.0,0.0,0.0
18264000,0.0,0.0,0.0,-0.0004469928,0.00015833022,-0.00096258783,0.15199997,0.15199997,0.15199997,0.5,0.5,0.5,-0.00045462293,0.000405513,-0.001327368,0.00022069074,-0.00019685098,0.0006443534,0.015089837,0.011215721,0.005778346,-0.0024463981,-0.0020065606,-0.0027267039,1.0,1.0,1.0,-0.01879372,-0.015291024,1.6338489,-0.017505428,-0.013972601,1.6337824,0.015089837,0.011215721,0.005778346,0.0,0.0,0.0
18468000,0.0,0.0,0.0,0.00094763876,-0.001614783,-0.0004925542,0.14799997,0.14799997,0.14799997,0.5,0.5,0.5,0.0012636161,-0.0016849167,-0.0001981561,-0.00061192067,0.0008159403,9.595938e-05,0.005120124,0.0035091885,0.0008117743,0.0012555271,0.00041610003,0.0013041794,1.0,1.0,1.0,-0.016772224,-0.013817394,1.635028,-0.01564829,-0.014282416,1.6350132,0.005120124,0.0035091885,0.0008117743,0.0,0.0,0.0
18664000,0.0,0.0,0.0,0.0012971023,-0.0005672278,-0.00025278825,0.15199997,0.15199997,0.15199997,0.5,0.5,0.5,0.0011423484,-0.0005769493,-4.5232413e-05,-0.00055453804,0.00028007248,2.1957483e-05,0.0006535399,-0.0040250593,1.6919046e-05,-0.003414452,-0.002566442,-0.0023951381,1.0,1.0,1.0,-0.015446454,-0.014427488,1.6363354,-0.014826562,-0.015110066,1.6363151,0.0006535399,-0.0040250593,1.6919046e-05,0.0,0.0,0.0
18864000,0.0,0.0,0.0,-0.00037876528,0.0016011073,-0.0005898416,0.15199997,0.15199997,0.15199997,0.5,0.5,0.5,-6.044839e-05,0.0012859611,-0.00046459315,2.9343879e-05,-0.000624253,0.00022553066,0.011982934,0.00027010636,0.0022553066,-0.0025969744,-0.0038295388,-0.0026801825,1.0,1.0,1.0,-0.013656532,-0.015053762,1.6373786,-0.012487583,-0.0144024985,1.6373786,0.011982934,0.00027010636,0.0022553066,0.0,0.0,0.0
