timestamp,main_state_changes,main_state
203360000,1,2
203864000,1,2
204368000,1,2
204872000,1,2
205376000,1,2
205880000,1,2
206384000,1,2
206888000,1,2
207392000,1,2
207896000,1,2
208400000,1,2
208904000,1,2
209408000,1,2
209912000,1,2
210416000,1,2
210920000,1,2
211424000,1,2
211928000,1,2
212432000,1,2
212936000,1,2
213440000,1,2
213944000,1,2
214448000,1,2
214952000,1,2
215456000,1,2
215960000,1,2
216464000,1,2
216968000,1,2
217472000,1,2
217976000,1,2
218480000,1,2
218984000,1,2
219488000,1,2
219992000,1,2
220496000,1,2
221000000,1,2
221504000,1,2
222008000,1,2
222512000,1,2
223020000,1,2
223524000,1,2
224028000,1,2
224536000,1,2
225040000,1,2
225544000,1,2
226048000,1,2
226556000,1,2
227060000,1,2
227564000,1,2
228068000,1,2
228572000,1,2
229076000,1,2
229580000,1,2
230084000,1,2
230588000,1,2
231092000,1,2
231596000,1,2
232100000,1,2
232604000,1,2
233108000,1,2
233612000,1,2
234116000,1,2
234392000,1,2
234896000,1,2
